type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Alsan RS PMMA Coating,,,,,,Alsan RS PMMA Coating
section,Details,,,,,,
checkpoint,Substrate inspection,,,,,,
checkpoint,Moisture test 12hrs prior,,,,,,
checkpoint,Alsan RS 276 primer for concrete,,,,,,
checkpoint,Quartz Aggregate broadcasted ,,,,,,
checkpoint,Alsan RS 230 Field 1st coat,,,,,,
checkpoint,Alsan RS Fleece,,,,,,
checkpoint,Alsan RS 230 Field 2nd coat,,,,,,
checkpoint,Quartz Aggregate broadcasted ,,,,,,
checkpoint,ILD Test,,,,,,
