"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"STAGE 2.1 - Zone 6A - Overall Progress"
,"Scope",,
,"Rows"
,,"1) ITP-001 - Subgrade Works","dynamic","zone 6a","stage 2.1","1) itp-001 - subgrade works"
,,"2) ITP-002 - Flexible Pavement Works","dynamic","2) itp-002 - flexible pavement works","zone 6a","stage 2.1"
,,"4) ITP-004 - Concrete Pavements Works","dynamic","zone 6a","stage 2.1","4) itp-004 - concrete pavements works"
,,"5) ITP-005 - Kerb and Channel Works","dynamic","zone 6a","5) itp-005 - kerb and channel works","stage 2.1"
,,"6) ITP-006 - Stormwater Works","dynamic","zone 6a","6) itp-006 - stormwater works","stage 2.1"
,,"7) ITP-007 - Subsurface Drainage Works","dynamic","zone 6a","stage 2.1","7) itp-007 - subsurface drainage works"
,,"8) Insitu Concrete Elements Works","dynamic","zone 6a","8) insitu concrete elements works","stage 2.1"
,,"9) Tactiles Works","dynamic","zone 6a","9) tactiles works","stage 2.1"
,,"10) ITP-010 - Street Furniture Works","dynamic","zone 6a","10) itp-010 - street furniture works","stage 2.1"
,,"11) ITP-011 - Landscaping Works","dynamic","zone 6a","11) itp-011 - landscaping works","stage 2.1"
,,"12) ITP-012 - Stratavault Works","dynamic","zone 6a","12) itp-012 - stratavault works","stage 2.1"
,,"13) ITP-013- Walls and footings Works","dynamic","zone 6a","13) itp-013- walls and footings works","stage 2.1"
,,"14) ITP-014 - Bus Shelter Works","dynamic","zone 6a","14) itp-014 - bus shelter works","stage 2.1"
,,"15) ITP-015 - Heritage Works Works","dynamic","zone 6a","15) itp-015 - heritage works works","stage 2.1"
,,"16) ITP-016 - GPT Works","dynamic","16) itp-016 - gpt works","zone 6a","stage 2.1"
,,"17) ITP-017 - Traffic Signals Works","dynamic","zone 6a","stage 2.1","17) itp-017 - traffic signals works"
,,"18) ITP-018 - Public Lighting Works","dynamic","18) itp-018 - public lighting works","zone 6a","stage 2.1"
,,"19) ITP-019 - Cladding Works","dynamic","zone 6a","19) itp-019 - cladding works","stage 2.1"
,,"20) ITP-020 - Paving Works","dynamic","zone 6a","20) itp-020 - paving works","stage 2.1"
,,"21) ITP-021 - Precast Concrete","dynamic","zone 6a","21) itp-021 - precast concrete","stage 2.1"
,,"22) ITP-022 - Linemarking Works","dynamic","22) itp-022 - linemarking works","zone 6a","stage 2.1"
,,"23) ITP-023 - Signage Works","dynamic","zone 6a","23) itp-023 - signage works","stage 2.1"
,,"24) ITP-024 - Handrails & Balustrades Works","dynamic","zone 6a","stage 2.1","24) itp-024 - handrails & balustrades works"
,,"25) ITP-025 - Drinking Fountain Works","dynamic","zone 6a","stage 2.1","25) itp-025 - drinking fountain works"
,,"26) Structural soil","dynamic","zone 6a","stage 2.1","26) structural soil"
,"Columns"
,,"Overall Progress Status",,"zone 6a"

"STAGE 1 - ZONE 1D - Overall Progress"
,"Scope",,
,"Rows"
,,"1) ITP-001 - Subgrade Works","dynamic","zone 1d","stage 1","1) itp-001 - subgrade works"
,,"2) ITP-002 - Flexible Pavement Works","dynamic","2) itp-002 - flexible pavement works","zone 1d","stage 1"
,,"3) ITP-003 - Asphalt & Sealing Works","dynamic","zone 1d","3) itp-003 - asphalt & sealing works","stage 1"
,,"4) ITP-004 - Concrete Pavements Works","dynamic","zone 1d","stage 1","4) itp-004 - concrete pavements works"
,,"5) ITP-005 - Kerb and Channel Works","dynamic","zone 1d","5) itp-005 - kerb and channel works","stage 1"
,,"6) ITP-006 - Stormwater Works","dynamic","zone 1d","6) itp-006 - stormwater works","stage 1"
,,"7) ITP-007 - Subsurface Drainage Works","dynamic","zone 1d","stage 1","7) itp-007 - subsurface drainage works"
,,"8) Insitu Concrete Elements Works","dynamic","zone 1d","stage 1","8) insitu concrete elements works"
,,"9) Tactiles Works","dynamic","zone 1d","stage 1","9) tactiles works"
,,"10) ITP-010 - Street Furniture Works","dynamic","zone 1d","stage 1","10) itp-010 - street furniture works"
,,"11) ITP-011 - Landscaping Works","dynamic","zone 1d","11) itp-011 - landscaping works","stage 1"
,,"12) ITP-012 - Stratavault Works","dynamic","zone 1d","12) itp-012 - stratavault works","stage 1"
,,"13) ITP-013- Walls and footings Works","dynamic","zone 1d","stage 1","13) itp-013- walls and footings works"
,,"14) ITP-014 - Bus Shelter Works","dynamic","zone 1d","14) itp-014 - bus shelter works","stage 1"
,,"15) ITP-015 - Heritage Works Works","dynamic","zone 1d","stage 1","15) itp-015 - heritage works works"
,,"16) ITP-016 - GPT Works","dynamic","16) itp-016 - gpt works","zone 1d","stage 1"
,,"17) ITP-017 - Traffic Signals Works","dynamic","zone 1d","stage 1","17) itp-017 - traffic signals works"
,,"18) ITP-018 - Public Lighting Works","dynamic","18) itp-018 - public lighting works","zone 1d","stage 1"
,,"19) ITP-019 - Cladding Works","dynamic","zone 1d","stage 1","19) itp-019 - cladding works"
,,"20) ITP-020 - Paving Works","dynamic","zone 1d","20) itp-020 - paving works","stage 1"
,,"21) ITP-021 - Precast Concrete","dynamic","zone 1d","stage 1","21) itp-021 - precast concrete"
,,"22) ITP-022 - Linemarking Works","dynamic","22) itp-022 - linemarking works","zone 1d","stage 1"
,,"23) ITP-023 - Signage Works","dynamic","zone 1d","23) itp-023 - signage works","stage 1"
,,"24) ITP-024 - Handrails & Balustrades Works","dynamic","zone 1d","stage 1","24) itp-024 - handrails & balustrades works"
,,"25) ITP-025 - Drinking Fountain Works","dynamic","zone 1d","stage 1","25) itp-025 - drinking fountain works"
,"Columns"
,,"Overall Progress Status",,"zone 1d"

"STAGE 1 - ZONE 1G - Overall Progress"
,"Scope",,
,"Rows"
,,"LOT2E1001","dynamic","stage 1","zone 1g","1g - fp4 new median","1g - fp4 - new median - type a"
,"Columns"
,,"Overall Progress Status",,"zone 1g"

