Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,
7c82e1d7-ab7d-52c2-99fc-21f16510693c,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e6b064-135b-4970-bc0f-2546302171e5,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),Panel correctly labeled (check against shop drawing)
57801c5f-f6ea-575a-985c-799ae8899771,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:e6c5e5c5-6852-4003-9d16-39c4cb350dbe,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),Grout holes for Drossbach Ducts have been drilled (top and bottom)
c120159f-7ea8-5b44-b692-d694b8e2d277,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:56b159f9-3248-40e1-93d6-65d10aef0265,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),Bottom of Drossbach Duct is clear (any slurry/grout has been removed)
8ce8e2b8-d8ca-55e8-95f7-ad85228bcc21,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:3f743f29-ffa5-4c98-861f-2f4538934a04,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),All lifters have been cleared/cleaned out (including top lifters for install)
e385fd2f-f2e9-54db-a24c-61e3a607de3e,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:6e151f2c-1aea-4e9f-8a39-67f32a7a864b,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),All Inserts have been exposed and nail plates removed (caps that came with Ancon fixings should be put back on)
c259fc58-4d74-5dd0-b933-7111587cef1b,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:2d6e8696-933b-4cc6-8c77-5022cd7b9a52,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),Stitch joints have been jet washed
8d028045-d802-5655-b71c-ca29374ff4a4,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:93b9787d-01fd-4329-b273-ffa611d0b113,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),MF roughening's jet washed
9d56d3ca-c68c-5590-9baf-ef60dc4ee644,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:914e3e46-ff77-4c1e-9cd6-68e95560cf07,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),NF chamfers and square edges rounded with cup stone
ad680145-9ebd-5fa9-aab1-3cb3ddb6158b,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:29141e77-230c-4730-9ee5-c7e1154f64c7,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),Weld plates cleaned (NF weld plates to be cleaned with cup stone)
a580b513-1e3b-50fe-8829-2302ef6a6ec6,,checkpoint-status,not-started,1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:7df3d99b-fd2f-4f5c-b342-49e0c0c77e9c,,TRUE,TRUE,Precast Manufacture,Building C,Level 4,LRC-4P14,Demould Inspection (Yard QA),Grade 300 starters bent up for transport (only bend starter down if transport height is increased by bending up)
