"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"505c60cc-9a61-485c-b81d-8b67e1521418","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C"
"e4481df9-efcd-4989-83a6-3b70d477a8de","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA"
"d513384a-2e20-49de-a652-7b79df40e78b","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","Waste & Stacks"
"e6e9f92b-9878-407f-934a-15be44a0c323","","checklist-sectioned","not-started","Common waste & stack qa check","checklist","FALSE","FALSE","QA BUILDING C","Level 1 QA","Waste & Stacks","Common Waste & Stack QA Check"
"4c6e04c1-075d-4bda-a8c5-4ff3eb072ccf","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","Main Cold Water Reticulation"
"b1513d3e-a2f2-456b-8aef-802cd7c1e3b2","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","Main Cold Water Reticulation","Cold Water"
"13c6127c-fa94-4ef4-a94b-ccdf1fa4e34d","","checklist-flat","not-started","main cold water qa checklist","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","Main Cold Water Reticulation","Cold Water","Main Cold Water QA Checklist"
"bfd46b37-de53-4127-ac58-27ee1fdf3cd4","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP101M"
"802d76b7-3d02-4d6f-ab60-428bc74c2469","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP101M","Underslab drainage"
"eadee075-f6fc-423f-b6be-643d5564edc4","","checklist-sectioned","not-started","Underslab checklist","checklist","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP101M","Underslab drainage","Underslab Checklist"
"8a84d6fe-a581-4d22-b686-63dd4998cd7a","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP101M","First Fix"
"a12940ef-3304-45ad-91b3-b3cc6afa9872","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP101M","First Fix","Waste"
"763c6779-3226-425b-8a1d-e4c5fda2dd8e","","checklist-flat","not-started","QA - Apartment Waste","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP101M","First Fix","Waste","Apartment Waste QA Checklist"
"101db85b-2a4f-4574-bd1b-e38c60cd1d75","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP101M","First Fix","Water"
"81c0ef35-8611-4041-b92c-01aa0fb20335","","checklist-flat","not-started","QA - Apartment Waste","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP101M","First Fix","Water","Apartment Waste QA Checklist"
"969066ed-3a0b-4c3a-9a08-10cc18fb3145","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP101M","First Fix","Pre line"
"e039b287-df5d-4dc0-bbdc-dff957500dc6","","checklist-flat","not-started","Apartment pre line","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP101M","First Fix","Pre line","Apartment pre line"
"2e1a5616-b6c4-4f08-81aa-652d758fd040","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP101M","Second Fix"
"06bd8a31-4365-4ad5-ba6c-51f7a5722e54","","checklist-flat","not-started","Apartment 2nd fix qa checklist","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP101M","Second Fix","Apartment 2nd Fix QA Checklist"
"9b697eba-d94d-4ada-98b3-d855c3b8858a","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP102M"
"977cd54f-4235-44a6-b4df-9fbdf616f6b2","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP102M","Underslab drainage"
"ebdb1c96-ca04-4091-b084-eb460c242acc","","checklist-sectioned","not-started","Underslab checklist","checklist","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP102M","Underslab drainage","Underslab Checklist"
"0e63778a-00e7-4e97-b737-659744456a15","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP102M","First Fix"
"c66ae12b-7b5a-4afb-8af9-49467cb49588","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP102M","First Fix","Waste"
"4425bfea-cd2a-47bc-8585-6359ec4896ae","","checklist-flat","not-started","QA - Apartment Waste","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP102M","First Fix","Waste","Apartment Waste QA Checklist"
"0459a8aa-94c2-424b-bd8e-4e7f2c6af8e3","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP102M","First Fix","Water"
"d7ef072d-b8e0-484d-ab54-eabffa026ce1","","checklist-flat","not-started","QA - Apartment Waste","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP102M","First Fix","Water","Apartment Waste QA Checklist"
"ea64ac40-17c6-4207-a1c6-dcf8a14951e9","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP102M","First Fix","Pre line"
"37f77766-16c3-4d27-b2f3-ffd8b866087f","","checklist-flat","not-started","Apartment pre line","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP102M","First Fix","Pre line","Apartment pre line"
"764f6924-f183-4277-8bd0-746c08470b78","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP102M","Second Fix"
"a18bf590-4c75-42f1-a68c-c728b7ce2531","","checklist-flat","not-started","Apartment 2nd fix qa checklist","checklist-flat","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP102M","Second Fix","Apartment 2nd Fix QA Checklist"
"662c9671-03a9-4ea0-bee2-fba5251459e6","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP103M"
"7fca8e1d-e1dc-4a5d-b24b-11d127a20264","","folder-normal","not-started","","step","TRUE","FALSE","QA BUILDING C","Level 1 QA","AP103M","Underslab drainage"
"d50b1315-fb7c-49c1-8647-6797e00204b9","","checklist-sectioned","not-started","Underslab checklist","checklist","FALSE","FALSE","QA BUILDING C","Level 1 QA","AP103M","Underslab drainage","Underslab Checklist"
