Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
CW Progress,,,,,
,Scope,,,,
,Rows,,,,
,,BLOCK A,grouping,BLOCK A,
,,A1.W1 - 5900 - 3577 - CW,,A1.W1 - 5900 - 3577 - CW,Block A
,,A1.W2 - 6000 - 1032 - CW,,A1.W2 - 6000 - 1032 - CW,Block A
,,"A10.W1, A10.W2 - 6000 - 6310 - CW",,"A10.W1, A10.W2 - 6000 - 6310 - CW",Block A
,,"A11.W1, A11.W2 - 5900 - 6310 - CW",,"A11.W1, A11.W2 - 5900 - 6310 - CW",Block A
,,A12.W1 - 5900 - 2735 - CW,,A12.W1 - 5900 - 2735 - CW,Block A
,,A12.W2 - 5900 - 4550 - CW,,A12.W2 - 5900 - 4550 - CW,Block A
,,"A2.1.W1, A2.1.W2 - 6000 - 5800 - CW",,"A2.1.W1, A2.1.W2 - 6000 - 5800 - CW",Block A
,,"A2.W1, A2.W2 - 5950 - 5800 - CW",,"A2.W1, A2.W2 - 5950 - 5800 - CW",Block A
,,"A3.W1, A3.W2 - 6000 - 6290 - CW",,"A3.W1, A3.W2 - 6000 - 6290 - CW",Block A
,,"A4.W1, A4.W2 - 5900 - 5155 - CW",,"A4.W1, A4.W2 - 5900 - 5155 - CW",Block A
,,"A5.W1, A5.W2 - 5900 - 6300 - CW",,"A5.W1, A5.W2 - 5900 - 6300 - CW",Block A
,,"A6.W1, A6.W2 - 6000 - 6310 - CW",,"A6.W1, A6.W2 - 6000 - 6310 - CW",Block A
,,"A7.W1, A7.W2 - 5900 - 6310 - CW",,"A7.W1, A7.W2 - 5900 - 6310 - CW",Block A
,,"A8.W1, A8.W2 - 6000 - 6310 - CW",,"A8.W1, A8.W2 - 6000 - 6310 - CW",Block A
,,"A9.W1, A9.W2 - 5900 - 6310 - CW",,"A9.W1, A9.W2 - 5900 - 6310 - CW",Block A
,,BLOCK B,grouping,BLOCK B,
,,B13.W1 - 6000 - 1070 - CW,,B13.W1 - 6000 - 1070 - CW,Block B
,,B13.W2 - 6000 - 900 - CW,,B13.W2 - 6000 - 900 - CW,Block B
,,B13.W3 - 3900 - 4000 - CW,,B13.W3 - 3900 - 4000 - CW,Block B
,,"B14.1.W1, B14.1.W2 - 5900 - 5960 - CW",,"B14.1.W1, B14.1.W2 - 5900 - 5960 - CW",Block B
,,"B14.W1,B14.W2 - 6000 - 4825 - CW",,"B14.W1,B14.W2 - 6000 - 4825 - CW",Block B
,,B15.W1 - 5900 - 3364 - CW,,B15.W1 - 5900 - 3364 - CW,Block B
,,B15.W2 - 6000 - 1070 - CW,,B15.W2 - 6000 - 1070 - CW,Block B
,,B16.W1 - 5900 - 4310 - CW,,B16.W1 - 5900 - 4310 - CW,Block B
,,"B17.W1, B17.W2 - 5900 - 4410 - CW",,"B17.W1, B17.W2 - 5900 - 4410 - CW",Block B
,,"B18.W1, B18.W2 - 6000 - 4410 - CW",,"B18.W1, B18.W2 - 6000 - 4410 - CW",Block B
,,"B19.W1, B19.W2 - 5850 - 5855 - CW",,"B19.W1, B19.W2 - 5850 - 5855 - CW",Block B
,,BLOCK C,grouping,BLOCK C,
,,C20.1.W1 - 5900 - 3910 - CW,,C20.1.W1 - 5900 - 3910 - CW,Block C
,,C20.W1 - 5900 - 3910 - CW,,C20.W1 - 5900 - 3910 - CW,Block C
,,C21.1.W1 - 5900 - 3910 - CW,,C21.1.W1 - 5900 - 3910 - CW,Block C
,,C21.W1 - 5900 - 3910 - CW,,C21.W1 - 5900 - 3910 - CW,Block C
,,"C22.W1, C22.W2 - 5900 - 5820 - CW",,"C22.W1, C22.W2 - 5900 - 5820 - CW",Block C
,,"C23.W1, C23.W2 - 5900 - 5820 - CW",,"C23.W1, C23.W2 - 5900 - 5820 - CW",Block C
,,C24.W2 - 5900 - 5820 - CW,,C24.W2 - 5900 - 5820 - CW,Block C
,,"C25.W2, C25.W3 - 5900 - 5820 - CW",,"C25.W2, C25.W3 - 5900 - 5820 - CW",Block C
,,"C26.W1, C26.W2 - 6000 - 5820 - CW",,"C26.W1, C26.W2 - 6000 - 5820 - CW",Block C
,,"C27.W1, C27.W2 - 6000 - 5820 - CW",,"C27.W1, C27.W2 - 6000 - 5820 - CW",Block C
,,"C28.W1, C28.W2 - 6000 - 5820 - CW",,"C28.W1, C28.W2 - 6000 - 5820 - CW",Block C
,,"C29.W1, C29.W2 - 6000 - 5820 - CW",,"C29.W1, C29.W2 - 6000 - 5820 - CW",Block C
,,"C30.W1, C30.W4 - 6000 - 5820 - CW",,"C30.W1, C30.W4 - 6000 - 5820 - CW",Block C
,,"C31.W2, C31.W3 - 6000 - 5745 - CW",,"C31.W2, C31.W3 - 6000 - 5745 - CW",Block C
,,BLOCK D,grouping,BLOCK D,
,,"D32.W1, D32.W2 - 6000 - 4900 - CW",,"D32.W1, D32.W2 - 6000 - 4900 - CW",Block D
,,"D33.W1, D33.W2 - 6000 - 4150 - CW",,"D33.W1, D33.W2 - 6000 - 4150 - CW",Block D
,,"D34.W1, D34.W2 - 6000 - 4150 - CW",,"D34.W1, D34.W2 - 6000 - 4150 - CW",Block D
,,D35.1.W1 - 6000 - 2671 - CW,,D35.1.W1 - 6000 - 2671 - CW,Block D
,,D35.W1 - 6000 - 2671 - CW,,D35.W1 - 6000 - 2671 - CW,Block D
,,D36.1.W1 - 6000 - 2671 - CW,,D36.1.W1 - 6000 - 2671 - CW,Block D
,,D36.W1 - 6000 - 2671 - CW,,D36.W1 - 6000 - 2671 - CW,Block D
,,D37.1.W1 - 6000 - 2671 - CW,,D37.1.W1 - 6000 - 2671 - CW,Block D
,,D37.W1 - 6000 - 2671 - CW,,D37.W1 - 6000 - 2671 - CW,Block D
,,D38.1.W1 - 6000 - 2671 - CW,,D38.1.W1 - 6000 - 2671 - CW,Block D
,,D38.W1 - 6000 - 2671 - CW,,D38.W1 - 6000 - 2671 - CW,Block D
,,D39.1.W1 - 6000 - 2671 - CW,,D39.1.W1 - 6000 - 2671 - CW,Block D
,,D39.11 - 6000 - 2671 - CW,,D39.11 - 6000 - 2671 - CW,Block D
,,D40.W1 - 6000 - 2671 - CW,,D40.W1 - 6000 - 2671 - CW,Block D
,,BLOCK E,grouping,BLOCK E,
,,E41 - 4900 - 12250 - CW,,E41 - 4900 - 12250 - CW,Block E
,,"E42.1.W1, E42.1.W2 - 6000 - 4775 - CW",,"E42.1.W1, E42.1.W2 - 6000 - 4775 - CW",Block E
,,"E42.W1, E42.W2 - 6000 - 4775 - CW",,"E42.W1, E42.W2 - 6000 - 4775 - CW",Block E
,,"E43.W1, E43.W2 - 6000 - 5975 - CW",,"E43.W1, E43.W2 - 6000 - 5975 - CW",Block E
,,"E44.W1, E44.W2 - 6000 - 5975 - CW",,"E44.W1, E44.W2 - 6000 - 5975 - CW",Block E
,,"E45.W2, E45.W3 - 6000 - 5975 - CW",,"E45.W2, E45.W3 - 6000 - 5975 - CW",Block E
,,"E46.W1, E46.W3 - 6000 - 5975 - CW",,"E46.W1, E46.W3 - 6000 - 5975 - CW",Block E
,,"E47.W1, E47.W2 - 6000 - 4775 - CW",,"E47.W1, E47.W2 - 6000 - 4775 - CW",Block E
,,"E47.W1, E47.W2 - 6000 - 4775 - CW",,"E47.W1, E47.W2 - 6000 - 4775 - CW",Block E
,,"E48.1.W1, E48.1.W2 - 6000 - 4775 - CW",,"E48.1.W1, E48.1.W2 - 6000 - 4775 - CW",Block E
,,"E48.W1, E48.W2 - 6000 - 4775 - CW",,"E48.W1, E48.W2 - 6000 - 4775 - CW",Block E
,,"E49.W1, E49.W2 - 6000 - 4775 - CW",,"E49.W1, E49.W2 - 6000 - 4775 - CW",Block E
,,E49.W3 - 6000 - 2455 - CW,,E49.W3 - 6000 - 2455 - CW,Block E
,,E5.W1 - 6000 - 8400 - CW,,E5.W1 - 6000 - 8400 - CW,Block E
,,E50 - 6000 - 900 - CW,,E50 - 6000 - 900 - CW,Block E
,,E50.W3 - 6000 - 1070 - CW,,E50.W3 - 6000 - 1070 - CW,Block E
,,E51 - 4900 - 11580 - CW,,E51 - 4900 - 11580 - CW,Block E
,,E51 - 6000 - 900 - CW,,E51 - 6000 - 900 - CW,Block E
,,E52.W2 - 6000 - 1070 - CW,,E52.W2 - 6000 - 1070 - CW,Block E
,,BLOCK U,grouping,BLOCK U,
