"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f35bbbe4-1827-471a-8063-c0edfaa6441a","","folder-normal","","","step","TRUE","FALSE","Site QA"
"b5531cab-1d34-45d6-9e68-7afdf204e0d2","","folder-normal","","","step","TRUE","FALSE","Site QA","Block A"
"af8a640c-eb41-451f-8e4b-4903ecae4208","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W2.9 - 2400 - 700 - PW"
"9ce1c9ab-fffa-42ac-ab79-43689462e927","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W3.9 - 2400 - 700 - PW"
"64113e09-261b-49ea-af14-801a28cce85f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W4.9 - 2400 - 700 - PW"
"3f5e3c4f-430e-40bd-82a7-4eed005e8b6f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block B","W5.9 - 2400 - 700 - PW"
"c5a86c78-be78-40b6-b9eb-7a4ea39eed61","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.4 - 20300 - 1025 - CW"
"b136e893-a3ee-4f74-8b63-8a83898e6b68","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.5 - 15300 - 2444 - CW"
"f91e28bd-9742-4f86-9d19-2b06459eb0ed","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block B","W0.5DOOR - 2675 - 2444 - SD"
"bf0908ba-a2fe-4fa8-b20a-a7186e23c2d2","","folder-normal","","","step","TRUE","FALSE","Site QA","Block C"
"05f625aa-afdb-49a0-add1-395e74e9a0c2","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.1 - 2700 - 870 - CW"
"84338c61-e92f-4279-ab66-460f4653f462","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.2 - 2700 - 800 - CW"
"d6caaf30-2077-40d6-a9f9-3b2ea4570898","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.3 - 2700 - 730 - CW"
"26c7b1ab-3c08-4488-b129-022edca2cba6","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.4 - 3100 - 2087 - CW"
"4c0df05a-4cdd-4256-a5b0-d1e07d790663","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W.05 - 2700 - 900 - CW"
"938b67d8-9e1a-4027-8291-2e3113d95837","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.6 - 2400 - 4025 - CW"
"8a974462-7b83-469e-b02d-12f9b1f2fa6f","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.7 - 2400 - 900 - CW"
"a0f6ac09-9736-4c2f-9a4b-c37a60588294","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.8 - 2700 - 2600 - CW"
"b3611146-463c-4123-9050-231fc8b5ac44","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.9 - 2700 - 1400 - CW"
"df1b3aa3-eb70-4bd6-bdf5-9d6dc7906bb0","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.10 - 2700 - 2214 - CW"
"3f002d7d-e064-43c6-a890-79b008ac8125","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.12 - 2700 - 1470 - CW"
"0d646190-f123-4725-92de-02dd2c8ef1e9","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.13 - 2700 - 1470 - CW"
"788477f8-a9a7-4d99-9a28-6373c150d8f4","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.14 - 2700 - 750 - CW"
"f9daa424-741a-479f-940e-5c2da1be7049","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.15 - 2700 - 2600 - CW"
"5f8d1280-e34e-4124-a2b2-7f5eeba45179","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.16 - 2700 - 1470 - CW"
"ef7bc987-bd9f-418c-9e27-7793493f0eb0","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.17 - 2700 - 1470 - CW"
"30e1a18b-86e5-4b47-992b-1249983ea073","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W0.18 - 2700 - 2600 - CW"
"feb3063d-770c-42a3-bf84-9ffb12b5af70","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W.19 - 2700 - 1500 - CW"
"904f38e9-305f-4df8-97bd-da61f450e6d6","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.2 - 1450 - 850 - PW"
"139eee25-b82e-42f2-a4fd-96196d7c05c8","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.13 - 1450 - 850 - PW"
"879f8806-9d00-407e-a059-7c1a91d59120","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.2 - 1450 - 850 - PW"
"157b8153-a2fa-45fe-bff6-702fd6f15956","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.2 - 1450 - 850 - PW"
"63bb7da8-c3a1-4fdd-afde-83f6ce4bd35b","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.13 - 1450 - 850 - PW"
"0c3b620c-b030-4b7a-837f-e18e680d7faf","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.2 - 1450 - 850 - PW"
"e8d9e110-62ea-4e17-8cbe-da3357d1ebe9","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.13 - 1450 - 850 - PW"
"3b3aac10-c3d8-4755-9710-e88c2b2092df","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.2 - 1450 - 850 - PW"
"a337b1c1-32ce-4e11-833a-1a179b65e597","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.13 - 1450 - 850 - PW"
"c1b76f65-54e7-4809-a272-0672d04e6de0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.8 - 1450 - 750 - PW"
"ab95ff4b-d720-405b-9981-4d47b03abe4f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.20 - 1450 - 750 - PW"
"5c2da30a-bb4e-425e-93c6-04214269f5d4","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.8 - 1450 - 750 - PW"
"0bd3977b-159d-4fc1-817f-c11696a09dac","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.18 - 1450 - 750 - PW"
"3b2386cd-fade-4bf2-939d-4e1f0119bf12","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.8 - 1450 - 750 - PW"
"55b5fc15-905d-4cc1-93c2-bc61911475a4","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.18 - 1450 - 750 - PW"
"90ef399b-f179-45f6-a99e-acdbfa38ffef","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.8 - 1450 - 750 - PW"
"db3791bf-8f72-4f16-9f7e-a19e002ce23a","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.18 - 1450 - 750 - PW"
"a99655b6-0cca-4c85-babd-0a42257307f0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.8 - 1450 - 750 - PW"
"e571320e-e991-4846-ace4-c9e606939542","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.18 - 1450 - 750 - PW"
"5f29a9c6-c34f-4569-84bf-bf324ffca551","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.6 - 1450 - 1250 - PW"
"9c763b09-5100-4d0e-be08-24f568bb8a34","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.6 - 1450 - 1250 - PW"
"8b97aa75-717c-45db-b93f-645728b510d2","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.6 - 1450 - 1250 - PW"
"d5f74502-6e5b-4ff6-9b50-b9f5dede459c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.6 - 1450 - 1250 - PW"
"ffbb9bfa-288e-4ef7-9043-2831d544a399","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.3 - 1450 - 1400 - PW"
"be30aa69-2c06-4b52-957e-7f2cb6aa4cc7","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.4 - 1450 - 1400 - PW"
"44c2a9f5-952d-4eb6-b932-b6e72a53fb9e","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.5 - 1450 - 1400 - PW"
"942fd16a-8fa5-4ffa-9308-63a447cd020b","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.7 - 1450 - 1400 - PW"
"62d46a9d-5b50-4aac-b0ac-6282ed4f4ccd","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.11 - 1450 - 1400 - PW"
"29b2fa80-97e3-4c9b-b430-c0de1ba7c6c9","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.14 - 1450 - 1400 - PW"
"660406d6-8f30-48ff-bcc8-327db8ddc966","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.15 - 1450 - 1400 - PW"
"dd58a6a0-2a1c-4023-a178-5e72c74b8aa7","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.18 - 1450 - 1400 - PW"
"f17b9099-96b6-4ed0-9ba3-d7fe5c5ed4f3","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.19 - 1450 - 1400 - PW"
"c4b6759e-a600-4b40-870e-a546d00527be","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.22 - 1450 - 1400 - PW"
"d974f05d-13e2-4fd3-98be-34c8fc78571b","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.23 - 1450 - 1400 - PW"
"b69a3589-7820-4580-9524-6869e298ad1a","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.3 - 1450 - 1400 - PW"
"1897cd1a-b1d2-45f5-abdc-370ce75d4ecd","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.4 - 1450 - 1400 - PW"
"0f90c7b1-2298-45a3-82ad-1bc4a2f1c5fd","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.5 - 1450 - 1400 - PW"
"df607f53-ab1c-4643-9625-a1fdd890deac","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.7 - 1450 - 1400 - PW"
"edc5059b-9d3d-4e7d-ac2d-011e04f5cf18","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.11 - 1450 - 1400 - PW"
"aeedc113-81dd-4c20-8d25-0a19302b8689","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.14 - 1450 - 1400 - PW"
"f03010e0-2c04-4d01-bccd-c82f7d22a91e","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.15 - 1450 - 1400 - PW"
"6ffe8df2-98e2-4cea-ae25-1bbced2c3957","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.16 - 1450 - 1400 - PW"
"463701e1-f626-476d-9fff-3ed10ced5441","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.17 - 1450 - 1400 - PW"
"dd8117a0-5745-4173-8c0d-68adf2d57383","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.20 - 1450 - 1400 - PW"
"d11465d0-4fbb-4dcc-9be8-78f0cae79439","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.21 - 1450 - 1400 - PW"
"812108fd-59f2-4d76-ac55-74ffd000d438","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.3 - 1450 - 1400 - PW"
"8ad1418f-eb37-42be-b766-dc112ba91aaf","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.4 - 1450 - 1400 - PW"
"2db1f8db-d690-41a5-ab66-58f06a333bdc","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.5 - 1450 - 1400 - PW"
"1923fcee-ea1a-475b-a11e-1bb2ad896d51","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.7 - 1450 - 1400 - PW"
"719758bf-98fa-493d-825a-f9faf6eb24a1","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.11 - 1450 - 1400 - PW"
"13f6743e-63ff-40df-93be-4f258e5a3edb","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.14 - 1450 - 1400 - PW"
"2d524ca0-fbfe-4e27-bf31-9026d51ab015","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.15 - 1450 - 1400 - PW"
"bb1da1be-eb5e-4066-98c2-0a100a0154e0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.16 - 1450 - 1400 - PW"
"c870ac24-538e-4928-bd02-e515a1954c91","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.17 - 1450 - 1400 - PW"
"1b0d82fa-bfc2-4611-bcf4-74a7fbe7c8e3","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.20 - 1450 - 1400 - PW"
"e26c9421-7c19-437f-9ea6-d0ef8be08ebb","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.21 - 1450 - 1400 - PW"
"7e50b1cf-cdd7-4581-b472-64bd6b35b71d","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.3 - 1450 - 1400 - PW"
"1ccb452a-17ee-48bb-898e-1c5db7001a7c","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.4 - 1450 - 1400 - PW"
"f29bbb90-b7f0-40b8-a70c-789cd0b5d39f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.5 - 1450 - 1400 - PW"
"8d8314bf-842b-4455-bee6-225565eb44b4","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.7 - 1450 - 1400 - PW"
"306a61cb-78b0-41b9-9b50-449d24b740e2","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.11 - 1450 - 1400 - PW"
"58c31425-2aae-496d-873d-8707a2f10a23","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.14 - 1450 - 1400 - PW"
"0fa5f20f-eb20-4638-812b-5cf7b2deb4c6","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.15 - 1450 - 1400 - PW"
"ac0f0dee-4080-46a7-8d7a-08982e7e7bd0","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.16 - 1450 - 1400 - PW"
"47b56485-4d0b-4c92-b635-486dccbb23da","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.17 - 1450 - 1400 - PW"
"f422ada2-aed6-49a2-90ba-9a62a046240a","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.20 - 1450 - 1400 - PW"
"d721ff7d-8545-41d7-8ed0-2ed6cbbc58fd","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.21 - 1450 - 1400 - PW"
"626780fd-642b-430d-bb13-a1f83865bf3d","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.3 - 1450 - 1400 - PW"
"8d5f9353-48c0-490c-a636-aa8f9c92175e","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.4 - 1450 - 1400 - PW"
"a8d035c8-83b7-4d54-88da-44883d228529","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.5 - 1450 - 1400 - PW"
"2ffda1f6-4afa-4bdd-ba99-3029bb4a4930","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.7 - 1450 - 1400 - PW"
"b937b8cf-7f77-4601-8c76-7ef011452945","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.11 - 1450 - 1400 - PW"
"2540647e-1796-4907-9323-99f1f5c30346","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.14 - 1450 - 1400 - PW"
"4c9c55d5-ded5-4405-b4b7-50e563c59843","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.15 - 1450 - 1400 - PW"
"dd307345-18d1-4f09-bda5-472548e7d9cc","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.16 - 1450 - 1400 - PW"
"ea17e0a0-1b22-41e5-a9f9-791bae79dc92","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.17 - 1450 - 1400 - PW"
"adc55bd8-4d94-4a33-acc2-883f9993bc6f","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.20 - 1450 - 1400 - PW"
"20f0cffd-69d4-42bf-9402-8b546a89ee8e","","checklist-flat","","PW","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.21 - 1450 - 1400 - PW"
"b85b8986-9d5c-4bab-b869-08bfef95aa99","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.1 - 2440 - 2600 - SD"
"a220b344-bb9b-4581-9630-f6744fbd8727","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.12 - 2440 - 2600 - SD"
"156d8ed0-74b4-4658-bbd6-8d1b4730da59","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.1 - 2440 - 2600 - SD"
"4c2e11d1-13d2-43e9-8e9f-19729d619589","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.12 - 2440 - 2600 - SD"
"3299b1db-151d-4f4d-b8f2-afcbe07e0ae1","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.1 - 2440 - 2600 - SD"
"7533881c-de1a-41af-bbf4-4a1b79491c08","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.12 - 2440 - 2600 - SD"
"eadbaa03-c5c4-4b23-9c42-a96460ed5ba2","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.1 - 2440 - 2600 - SD"
"2b88dc4b-d038-45dd-b9ba-687c466e4ed1","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.12 - 2440 - 2600 - SD"
"dcb01373-63af-4318-b105-18d89f987064","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.1 - 2440 - 2600 - SD"
"975ff9a5-2e2e-4d81-9cd5-d5b51e4a5ec9","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.12 - 2440 - 2600 - SD"
"5585ffe2-6a4f-4743-8622-9753275f20c7","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.9 - 2440 - 2600 - SD"
"e0a5ca2d-e827-43f1-ae3c-72a65ee73bb7","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.21 - 2440 - 2600 - SD"
"6d236e7e-809c-426e-a84a-2db71713d297","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.9 - 2440 - 2600 - SD"
"6f7904f4-244d-49fa-9c86-0b9e82a753dc","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W2.19 - 2440 - 2600 - SD"
"50306afe-6a1f-4500-b620-e4b3eaf755b0","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.9 - 2440 - 2600 - SD"
"1038b6f8-e345-4d51-b9d3-e06d88065f45","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W3.19 - 2440 - 2600 - SD"
"32abbb6d-24e4-42e4-b651-7475fe2aad59","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.9 - 2440 - 2600 - SD"
"cadda373-b246-4ca7-9a0a-62e00f82c41a","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W4.19 - 2440 - 2600 - SD"
"51d6cf3d-ef70-4292-8f8a-d0bb91bce43a","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.9 - 2440 - 2600 - SD"
"beefbdd8-1cb2-4693-b5a9-a8c32bd35eab","","checklist-flat","","SD","checklist-flat","FALSE","FALSE","Site QA","Block C","W5.19 - 2440 - 2600 - SD"
"36436d27-d3ac-4640-8e3e-ab1e3eabb0a0","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.16 - 15200 - 1240 - CW"
"20a1077c-cd1d-4cf6-b479-9e77b618a9af","","checklist-flat","","CW","checklist-flat","FALSE","FALSE","Site QA","Block C","W1.17 - 14300 - 2190 - CW"
