Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
CW Progress,,,,,
,Scope,,,,
,Rows,,,,
,,BLOCK A,grouping,BLOCK A,
,,W0.1 - 2700 - 2200 - CW,,W0.1 - 2700 - 2200 - CW,Block A
,,W0.2 - 2700 - 1450 - CW,,W0.2 - 2700 - 1450 - CW,Block A
,,W0.3 - 2700 - 3230 - CW,,W0.3 - 2700 - 3230 - CW,Block A
,,W0.4 - 2700 - 1450 - CW,,W0.4 - 2700 - 1450 - CW,Block A
,,W0.5 - 2700 - 1450 - CW,,W0.5 - 2700 - 1450 - CW,Block A
,,W0.6 - 2700 - 2260 - CW,,W0.6 - 2700 - 2260 - CW,Block A
,,W0.7 - 2700 - 1240 - CW,,W0.7 - 2700 - 1240 - CW,Block A
,,W0.8 - 2700 - 650 - CW,,W0.8 - 2700 - 650 - CW,Block A
,,W0.9 - 2700 - 850 - CW,,W0.9 - 2700 - 850 - CW,Block A
,,W.10 - 2700 - 1400 - CW,,W.10 - 2700 - 1400 - CW,Block A
,,W.11 - 2700 - 1400 - CW,,W.11 - 2700 - 1400 - CW,Block A
,,W0.12 - 2400 - 3350 - CW,,W0.12 - 2400 - 3350 - CW,Block A
,,W0.16 - 2700 - 1445 - CW,,W0.16 - 2700 - 1445 - CW,Block A
,,W.17 - 2700 - 1350 - CW,,W.17 - 2700 - 1350 - CW,Block A
,,W.18 - 2700 - 750 - CW,,W.18 - 2700 - 750 - CW,Block A
,,W.19 - 2700 - 850 - CW,,W.19 - 2700 - 850 - CW,Block A
,,W0.21 - 2700 - 850 - CW,,W0.21 - 2700 - 850 - CW,Block A
,,W0.22 - 2700 - 700 - CW,,W0.22 - 2700 - 700 - CW,Block A
,,W.23 - 2700 - 1267 - CW,,W.23 - 2700 - 1267 - CW,Block A
,,W0.24 - 2700 - 2230 - CW,,W0.24 - 2700 - 2230 - CW,Block A
,,W0.26 - 2400 - 2699 - CW,,W0.26 - 2400 - 2699 - CW,Block A
,,W0.25 - 2700 - 1450 - CW,,W0.25 - 2700 - 1450 - CW,Block A
,,W0.27 - 2400 - 1400 - CW,,W0.27 - 2400 - 1400 - CW,Block A
,,W0.28 - 2700 - 2265 - CW,,W0.28 - 2700 - 2265 - CW,Block A
,,W0.32 - 2700 - 787 - CW,,W0.32 - 2700 - 787 - CW,Block A
,,W0.33 - 2700 - 1200 - CW,,W0.33 - 2700 - 1200 - CW,Block A
,,W0.35 - 2700 - 2664 - CW,,W0.35 - 2700 - 2664 - CW,Block A
,,W0.13 - 2700 - 1500 - CW,,W0.13 - 2700 - 1500 - CW,Block A
,,W0.36 - 2700 - 2648 - CW,,W0.36 - 2700 - 2648 - CW,Block A
,,W.37 - 2700 - 600 - CW,,W.37 - 2700 - 600 - CW,Block A
,,W.39 - 2700 - 850 - CW,,W.39 - 2700 - 850 - CW,Block A
,,W0.40 - 2700 - 750 - CW,,W0.40 - 2700 - 750 - CW,Block A
,,W0.41 - 2700 - 1243 - CW,,W0.41 - 2700 - 1243 - CW,Block A
,,W1.0 - 16714 - 1500 - CW,,W1.0 - 16714 - 1500 - CW,Block A
,,W0.15 - 18365 - 1785 - CW,,W0.15 - 18365 - 1785 - CW,Block A
,,W0.14 - 18800 - 2400 - CW,,W0.14 - 18800 - 2400 - CW,Block A
,,W0.20 - 18800 - 1500 - CW,,W0.20 - 18800 - 1500 - CW,Block A
,,W0.38 - 20426 - 1500 - CW,,W0.38 - 20426 - 1500 - CW,Block A
,,BLOCK B,grouping,BLOCK B,
,,W0.1 - 2700 - 1800 - CW,,W0.1 - 2700 - 1800 - CW,Block B
,,W0.2 - 2700 - 750 - CW,,W0.2 - 2700 - 750 - CW,Block B
,,W0.3 - 2700 - 985 - CW,,W0.3 - 2700 - 985 - CW,Block B
,,W0.06 - 2700 - 2900 - CW,,W0.06 - 2700 - 2900 - CW,Block B
,,W0.07 - 2700 - 3075 - CW,,W0.07 - 2700 - 3075 - CW,Block B
,,W0.8 - 2700 - 900 - CW,,W0.8 - 2700 - 900 - CW,Block B
,,W0.9 - 2700 - 1900 - CW,,W0.9 - 2700 - 1900 - CW,Block B
,,W0.10 - 2700 - 1480 - CW,,W0.10 - 2700 - 1480 - CW,Block B
,,W.11 - 2700 - 780 - CW,,W.11 - 2700 - 780 - CW,Block B
,,W.12 - 2700 - 780 - CW,,W.12 - 2700 - 780 - CW,Block B
,,W.13 - 2700 - 1280 - CW,,W.13 - 2700 - 1280 - CW,Block B
,,W.014 - 2700 - 1131 - CW,,W.014 - 2700 - 1131 - CW,Block B
,,W.015 - 2700 - 750 - CW,,W.015 - 2700 - 750 - CW,Block B
,,W.016 - 2700 - 1690 - CW,,W.016 - 2700 - 1690 - CW,Block B
,,W.017 - 2700 - 2610 - CW,,W.017 - 2700 - 2610 - CW,Block B
,,W.018 - 2700 - 1480 - CW,,W.018 - 2700 - 1480 - CW,Block B
,,W.019 - 2700 - 1050 - CW,,W.019 - 2700 - 1050 - CW,Block B
,,W0.20 - 2700 - 1080 - CW,,W0.20 - 2700 - 1080 - CW,Block B
,,W0.21 - 2700 - 1180 - CW,,W0.21 - 2700 - 1180 - CW,Block B
,,W0.23 - 2700 - 1180 - CW,,W0.23 - 2700 - 1180 - CW,Block B
,,W0.26 - 2400 - 2500 - CW,,W0.26 - 2400 - 2500 - CW,Block B
,,W0.28 - 2700 - 1050 - CW,,W0.28 - 2700 - 1050 - CW,Block B
,,W0.29 - 2700 - 1400 - CW,,W0.29 - 2700 - 1400 - CW,Block B
,,W0.30 - 2700 - 2600 - CW,,W0.30 - 2700 - 2600 - CW,Block B
,,W0.4 - 20300 - 1025 - CW,,W0.4 - 20300 - 1025 - CW,Block B
,,W0.5 - 15300 - 2444 - CW,,W0.5 - 15300 - 2444 - CW,Block B
,,BLOCK C,grouping,BLOCK C,
,,W0.1 - 2700 - 870 - CW,,W0.1 - 2700 - 870 - CW,Block C
,,W0.2 - 2700 - 800 - CW,,W0.2 - 2700 - 800 - CW,Block C
,,W0.3 - 2700 - 730 - CW,,W0.3 - 2700 - 730 - CW,Block C
,,W0.4 - 3100 - 2087 - CW,,W0.4 - 3100 - 2087 - CW,Block C
,,W.05 - 2700 - 900 - CW,,W.05 - 2700 - 900 - CW,Block C
,,W0.6 - 2400 - 4025 - CW,,W0.6 - 2400 - 4025 - CW,Block C
,,W0.7 - 2400 - 900 - CW,,W0.7 - 2400 - 900 - CW,Block C
,,W0.8 - 2700 - 2600 - CW,,W0.8 - 2700 - 2600 - CW,Block C
,,W0.9 - 2700 - 1400 - CW,,W0.9 - 2700 - 1400 - CW,Block C
,,W0.10 - 2700 - 2214 - CW,,W0.10 - 2700 - 2214 - CW,Block C
,,W0.12 - 2700 - 1470 - CW,,W0.12 - 2700 - 1470 - CW,Block C
,,W0.13 - 2700 - 1470 - CW,,W0.13 - 2700 - 1470 - CW,Block C
,,W0.14 - 2700 - 750 - CW,,W0.14 - 2700 - 750 - CW,Block C
,,W0.15 - 2700 - 2600 - CW,,W0.15 - 2700 - 2600 - CW,Block C
,,W0.16 - 2700 - 1470 - CW,,W0.16 - 2700 - 1470 - CW,Block C
,,W0.17 - 2700 - 1470 - CW,,W0.17 - 2700 - 1470 - CW,Block C
,,W0.18 - 2700 - 2600 - CW,,W0.18 - 2700 - 2600 - CW,Block C
,,W.19 - 2700 - 1500 - CW,,W.19 - 2700 - 1500 - CW,Block C
,,W1.16 - 15200 - 1240 - CW,,W1.16 - 15200 - 1240 - CW,Block C
,,W1.17 - 14300 - 2190 - CW,,W1.17 - 14300 - 2190 - CW,Block C
,Columns,,,,
,,Opening Ready,,Opening Ready,
,,Survey Opening,,Survey Opening,
,,Install Sill tray,,Install Sill tray,
,,Install seismic frame,,Install seismic frame,
,,Install Inner Frames,,Install Inner Frames,
,,Seismic bead and rubber off,,Seismic bead and rubber off,
,,Install Brackets,,Install Brackets,
,,Pf rod and Seal,,Pf rod and Seal,
,,install headflashing and rainshield angle,,install headflashing and rainshield angle,
,,,,,
PW Progress,,,,,
,Scope,,,,
,Rows,,,,
,,BLOCK A,grouping,BLOCK A,
,,W1.7 - 850 - 800 - PW,,W1.7 - 850 - 800 - PW,Block A
,,W1.12 - 1450 - 700 - PW,,W1.12 - 1450 - 700 - PW,Block A
