type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Post Pour Inspection,,,,,,,
section,Quality Checks,,,,,,,
checkpoint,"Dimensions of Unit (length, Width, Thickness)",,,,,,,
checkpoint,Rebates and Blockouts Removed,,,,,,,
checkpoint,Weldplates Cleaned off,,,,,,,
checkpoint,Drossbacks drilled and clear,,,,,,,
checkpoint,Drossback Length Correct,,,,,,,
checkpoint,Inserts cleaned and clear,,,,,,,
checkpoint,Inserts in Correct Location,,,,,,,
checkpoint,Roughning Correct,,,,,,,
checkpoint,All edges stoned,,,,,,,
checkpoint,Cracks Repaired,,,,,,,
checkpoint,Chips Repaired,,,,,,,
checkpoint,Do Surfaces need Remedial,,,,,,,
checkpoint,Weather issues,,,,,,,
