resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Stage 1 - B01,,,,,,,,
,,,step,,,,Area A,,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,North Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,East Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,South Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,West Elevation,,,,,,
,,,step,,,,Area B,,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,North Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,South Elevation,,,,,,
,,,step,,,,Area C,,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,North Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,East Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,West Elevation,,,,,,
,,,step,,,,Area D,,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,East Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,South Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,West Elevation,,,,,,
,,,step,,,,Area E1,,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,North Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,South Elevation,,,,,,
,,,step,,,,Area E2,,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,North Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,South Elevation,,,,,,
,,,step,,,,Area F,,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,North Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,East Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,South Elevation,,,,,,
FC - S - Louvre Installation,FC - S - Eyebrow - Canopy,FC - S - Balustrades Installation,folder-with-checklists,,,,,West Elevation,,,,,,
