Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
68c6fe76-1bcb-45ee-a078-1b7f1dfb6697,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,301,Balcony,Slab Edges Waterproofing
7b64dd3e-c582-4184-a239-d8b088fd50e3,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,302,Balcony,Slab Edges Waterproofing
d22ccfa4-9690-4934-b313-db1a88212580,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,303,Balcony,Slab Edges Waterproofing
ac4039ca-d223-4d2f-90e3-f1b4103c96de,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,304,Balcony,Slab Edges Waterproofing
5bddb7fd-0e84-46a0-9bce-2cdf01db7157,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,305,Balcony,Slab Edges Waterproofing
5b611d85-566e-4a10-84ad-7affb1d1f8e7,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,306,Balcony,Slab Edges Waterproofing
4da28d05-b341-43e3-b227-0b64cc271950,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,307,Balcony,Slab Edges Waterproofing
d1aa3cbe-2d0c-4462-b8e9-c240235e11cc,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,308,Balcony,Slab Edges Waterproofing
33ac77d4-a5d0-4136-b7f4-3780e663ed21,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,309,Balcony,Slab Edges Waterproofing
b94a4fa2-3d42-4f73-9763-e333220f0572,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,310,Balcony,Slab Edges Waterproofing
75022274-44f2-40d8-9ea7-28af9c15562a,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,401,Balcony,Slab Edges Waterproofing
375b7584-8828-4a69-9083-ba16fe1c3b7b,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,402,Balcony,Slab Edges Waterproofing
eeb151f7-030e-41ab-9a9b-acf90b79fcac,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,403,Balcony,Slab Edges Waterproofing
a9f7b5ad-c8e2-4e66-8313-9528f1458af6,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,404,Balcony,Slab Edges Waterproofing
c36240d1-c94c-465e-b383-38d052bccf96,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,405,Balcony,Slab Edges Waterproofing
b29aa131-d045-4815-a9dd-e3a7c435aa1f,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,406,Balcony,Slab Edges Waterproofing
1b368f0f-1bf5-401f-adba-77a3a87e0e00,,checklist-flat,not-started,Slab Edges Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,407,Balcony,Slab Edges Waterproofing
