"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"eec95cde-5674-4026-9a98-13be0fd6472d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"95b871cf-df0c-44a2-8547-c674912716b3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Earthworks"
"d878a3cf-5e57-4d71-bdf9-7fa8f1a14ddf","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Earthworks","Basement 4"
"4b14b6bd-6cb8-44bf-bc27-b4e2e89bbb82","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Earthworks","Basement 4","Shoring Piles"
"cb1f7b6c-3b8e-42ac-b227-1c2ba01971ae","","checklist-sectioned","work-in-progress","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shoring Piles","Shoring Wall 1"
"207ec535-913c-4ba5-93d5-1cc13395b3e1","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shoring Piles","Shoring Wall 2"
"768cf089-4e7a-445b-be6f-db7e1746ad0b","","checklist-sectioned","work-in-progress","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shoring Piles","Shoring Wall 3"
"c02a954f-d686-42da-a50a-8d90a760abfa","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shoring Piles","Shoring Wall 4"
"88246bc4-78d3-4134-936f-ea787d334f30","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shoring Piles","Shoring Wall 5"
"59f4f357-40db-4714-b3bf-260f0ec07cbf","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shoring Piles","Shoring Wall 6"
"19dbc170-3346-42cc-97b5-2b5fba16882e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Earthworks","Basement 4","Shotcrete"
"3640a221-82c7-4e44-9740-67e0f5373027","","checklist-sectioned","work-in-progress","Shotcrete","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shotcrete","Shoring Wall 1"
"06625210-d3bd-46a9-bb1b-7ecce2bebeb5","","checklist-sectioned","not-started","Shotcrete","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shotcrete","Shoring Wall 2"
"9e87de91-7a6d-49a6-97cc-74b43d901a06","","checklist-sectioned","not-started","Shotcrete","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shotcrete","Shoring Wall 3"
"44b5636d-7b77-473b-8f07-81d3bdf29274","","checklist-sectioned","not-started","Shotcrete","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shotcrete","Shoring Wall 4"
"0a4dabfe-48e1-4234-a409-283581df2818","","checklist-sectioned","not-started","Shotcrete","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shotcrete","Shoring Wall 5"
"0e433fec-28a3-4602-81bf-f89ce871c182","","checklist-sectioned","not-started","Shotcrete","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Shotcrete","Shoring Wall 6"
"d85f6d1e-fcce-4df4-98e9-3d263a2bd7e6","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Earthworks","Basement 4","Anchors"
"f3e6b97b-5a5a-4adb-b265-ace7df838eed","","checklist-sectioned","not-started","Rock Anchoring","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Anchors","Shoring Wall 1"
"9e9898d2-4724-4916-bd9c-a618280bb4e6","","checklist-sectioned","not-started","Rock Anchoring","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Anchors","Shoring Wall 2"
"b12682f8-df38-4602-b6a1-91c31a6239e1","","checklist-sectioned","not-started","Rock Anchoring","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Anchors","Shoring Wall 3"
"fede2266-df09-4f21-b666-64cee74f71cf","","checklist-sectioned","not-started","Rock Anchoring","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Anchors","Shoring Wall 4"
"69c3ba01-692c-4da9-a47c-28065490bc4c","","checklist-sectioned","not-started","Rock Anchoring","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Anchors","Shoring Wall 5"
"33371266-0664-41c3-8460-ee7729edaacc","","checklist-sectioned","not-started","Rock Anchoring","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 4","Anchors","Shoring Wall 6"
"77cee8f1-badb-4cd1-a1e1-35442e4f7bc6","","checklist-flat","not-started","Bulk Excavation","checklist-flat","FALSE","FALSE","Site QA","Earthworks","Basement 4","Bulk Excavation"
"12510e97-ce3f-4a54-b934-19a49b204736","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Earthworks","Basement 3"
"a945675d-9f60-40b5-8a72-955e1797ee29","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Earthworks","Basement 3","Shoring Piles"
"9eb5be99-113c-4a9a-887f-46251426d035","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 3","Shoring Piles","Shoring Wall 1"
"51e5e3aa-375c-4e51-8ba5-50c0997782bf","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 3","Shoring Piles","Shoring Wall 2"
"1debfdc6-fe4c-4454-938c-79df82972d71","","checklist-sectioned","work-in-progress","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 3","Shoring Piles","Shoring Wall 3"
"94032090-0b22-4dd8-ba5d-9d42fc030d98","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 3","Shoring Piles","Shoring Wall 4"
"359e2b22-95c7-4abe-bd71-0c6d4232da6a","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 3","Shoring Piles","Shoring Wall 5"
"03354090-8da0-44fe-9ec2-c0b40c960dc6","","checklist-sectioned","not-started","Excavation & Shoring (V140421)","checklist","FALSE","FALSE","Site QA","Earthworks","Basement 3","Shoring Piles","Shoring Wall 6"
