"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c6b013ba-4680-4b1a-b200-c53e311e9d52","","no-status-not-started","","folder","TRUE","FALSE","High Voltage Power Centres QA"
"a6d4ed03-9041-4c1e-94e4-8052e04a80f4","","no-status-not-started","","folder","TRUE","FALSE","High Voltage Power Centres QA","PC69"
"195543c9-2c3c-499a-b34c-db6a89bc718e","","no-status-not-started","","folder","TRUE","FALSE","High Voltage Power Centres QA","PC68"
"77261249-3453-4d90-82d0-2deb8f88f580","","no-status-not-started","","folder","TRUE","FALSE","High Voltage Power Centres QA","PC11 Temporary"
"00e15c0c-8ff6-40cb-9948-f7029873f9d7","","no-status-not-started","","folder","TRUE","FALSE","High Voltage Power Centres QA","PC00"
"7297e9fb-d8c7-4eb6-8692-18bcfa120898","","no-status-not-started","","folder","TRUE","FALSE","High Voltage Power Centres QA","E4M"
"280f075b-bf5e-4c50-825d-49cca8d7b328","","no-status-not-started","","folder","TRUE","FALSE","HV CABLES"
