resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,,step,,,Project Manager,,,,,,,,
,,,,,step,,,,Jonty - Project Manager Residential Electrical,,,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"November 13, 2023 - November 17, 2023",,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"November 20, 2023 - November 24, 2023",,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"November 27, 2023 - December 1, 2023",,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"December 4, 2023 - December 8, 2023",,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"December 11, 2023 - December 15, 2023",,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"December 18, 2023 - December 22, 2023",,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"December 25, 2023 - December 29, 2023",,,,,,
PM/Staff Checks - Residential Electrical - Monday,PM/Staff Checks - Residential Electrical - Tuesday,PM/Staff Checks - Residential Electrical - Wednesday,PM/Staff Checks - Residential Electrical - Thursday,PM/Staff Checks - Residential Electrical - Friday,folder-with-checklists,,,,,"January 1, 2024 - January 5, 2024",,,,,,
