Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
West Tower - Overall Progress,,,,,,,
,Scope,,,Site QA,West Tower,,
,Rows,,,,,,
,,Level 5 - Corridor,dynamic,Site QA,West Tower,Level 5,Corridor
,,Level 5 - 501,dynamic,Site QA,West Tower,Level 5,501
,,Level 5 - 502,dynamic,Site QA,West Tower,Level 5,502
,,Level 5 - 503,dynamic,Site QA,West Tower,Level 5,503
,,Level 5 - 504,dynamic,Site QA,West Tower,Level 5,504
,,Level 5 - 505,dynamic,Site QA,West Tower,Level 5,505
,,Level 5 - 506,dynamic,Site QA,West Tower,Level 5,506
,,Level 5 - 507,dynamic,Site QA,West Tower,Level 5,507
,,Level 5 - 508,dynamic,Site QA,West Tower,Level 5,508
,,Level 5 - 509,dynamic,Site QA,West Tower,Level 5,509
,,Level 6 - Corridor,dynamic,Site QA,West Tower,Level 6,Corridor
,,Level 6 - 601,dynamic,Site QA,West Tower,Level 6,601
,,Level 6 - 602,dynamic,Site QA,West Tower,Level 6,602
,,Level 6 - 603,dynamic,Site QA,West Tower,Level 6,603
,,Level 6 - 604,dynamic,Site QA,West Tower,Level 6,604
,,Level 6 - 605,dynamic,Site QA,West Tower,Level 6,605
,,Level 6 - 606,dynamic,Site QA,West Tower,Level 6,606
,,Level 6 - 607,dynamic,Site QA,West Tower,Level 6,607
,,Level 6 - 608,dynamic,Site QA,West Tower,Level 6,608
,,Level 6 - 609,dynamic,Site QA,West Tower,Level 6,609
,,Level 7 - Corridor,dynamic,Site QA,West Tower,Level 7,Corridor
,,Level 7 - 701,dynamic,Site QA,West Tower,Level 7,701
,,Level 7 - 702,dynamic,Site QA,West Tower,Level 7,702
,,Level 7 - 703,dynamic,Site QA,West Tower,Level 7,703
,,Level 7 - 704,dynamic,Site QA,West Tower,Level 7,704
,,Level 7 - 705,dynamic,Site QA,West Tower,Level 7,705
,,Level 7 - 706,dynamic,Site QA,West Tower,Level 7,706
,,Level 7 - 707,dynamic,Site QA,West Tower,Level 7,707
,,Level 7 - 708,dynamic,Site QA,West Tower,Level 7,708
,,Level 7 - 709,dynamic,Site QA,West Tower,Level 7,709
,,Level 8 - Corridor,dynamic,Site QA,West Tower,Level 8,Corridor
,,Level 8 - 801,dynamic,Site QA,West Tower,Level 8,801
,,Level 8 - 802,dynamic,Site QA,West Tower,Level 8,802
,,Level 8 - 803,dynamic,Site QA,West Tower,Level 8,803
,,Level 8 - 804,dynamic,Site QA,West Tower,Level 8,804
,,Level 8 - 805,dynamic,Site QA,West Tower,Level 8,805
,,Level 8 - 806,dynamic,Site QA,West Tower,Level 8,806
,,Level 8 - 807,dynamic,Site QA,West Tower,Level 8,807
,,Level 8 - 808,dynamic,Site QA,West Tower,Level 8,808
,,Level 8 - 809,dynamic,Site QA,West Tower,Level 8,809
,,Level 9 - Corridor,dynamic,Site QA,West Tower,Level 9,Corridor
,,Level 9 - 901,dynamic,Site QA,West Tower,Level 9,901
,,Level 9 - 902,dynamic,Site QA,West Tower,Level 9,902
,,Level 9 - 903,dynamic,Site QA,West Tower,Level 9,903
,,Level 9 - 904,dynamic,Site QA,West Tower,Level 9,904
,,Level 9 - 905,dynamic,Site QA,West Tower,Level 9,905
,,Level 9 - 906,dynamic,Site QA,West Tower,Level 9,906
,,Level 9 - 907,dynamic,Site QA,West Tower,Level 9,907
,,Level 9 - 908,dynamic,Site QA,West Tower,Level 9,908
,,Level 9 - 909,dynamic,Site QA,West Tower,Level 9,909
,,Level 10 - Corridor,dynamic,Site QA,West Tower,Level 10,Corridor
,,Level 10 - 1001,dynamic,Site QA,West Tower,Level 10,1001
,,Level 10 - 1002,dynamic,Site QA,West Tower,Level 10,1002
,,Level 10 - 1003,dynamic,Site QA,West Tower,Level 10,1003
,,Level 10 - 1004,dynamic,Site QA,West Tower,Level 10,1004
,,Level 10 - 1005,dynamic,Site QA,West Tower,Level 10,1005
,,Level 10 - 1006,dynamic,Site QA,West Tower,Level 10,1006
,,Level 10 - 1007,dynamic,Site QA,West Tower,Level 10,1007
,,Level 10 - 1008,dynamic,Site QA,West Tower,Level 10,1008
,,Level 10 - 1009,dynamic,Site QA,West Tower,Level 10,1009
,,Level 11 - Corridor,dynamic,Site QA,West Tower,Level 11,Corridor
,,Level 11 - 1101,dynamic,Site QA,West Tower,Level 11,1101
,,Level 11 - 1102,dynamic,Site QA,West Tower,Level 11,1102
,,Level 11 - 1103,dynamic,Site QA,West Tower,Level 11,1103
,,Level 11 - 1104,dynamic,Site QA,West Tower,Level 11,1104
,,Level 11 - 1105,dynamic,Site QA,West Tower,Level 11,1105
,,Level 11 - 1106,dynamic,Site QA,West Tower,Level 11,1106
,,Level 11 - 1107,dynamic,Site QA,West Tower,Level 11,1107
,,Level 11 - 1108,dynamic,Site QA,West Tower,Level 11,1108
,,Level 11 - 1109,dynamic,Site QA,West Tower,Level 11,1109
,,Level 12 - Corridor,dynamic,Site QA,West Tower,Level 12,Corridor
,,Level 12 - 1201,dynamic,Site QA,West Tower,Level 12,1201
,,Level 12 - 1202,dynamic,Site QA,West Tower,Level 12,1202
,,Level 12 - 1203,dynamic,Site QA,West Tower,Level 12,1203
,,Level 12 - 1204,dynamic,Site QA,West Tower,Level 12,1204
,,Level 12 - 1205,dynamic,Site QA,West Tower,Level 12,1205
,,Level 12 - 1206,dynamic,Site QA,West Tower,Level 12,1206
,,Level 12 - 1207,dynamic,Site QA,West Tower,Level 12,1207
,,Level 12 - 1208,dynamic,Site QA,West Tower,Level 12,1208
,,Level 12 - 1209,dynamic,Site QA,West Tower,Level 12,1209
,,Level 13 - Corridor,dynamic,Site QA,West Tower,Level 13,Corridor
,,Level 13 - 1301,dynamic,Site QA,West Tower,Level 13,1301
,,Level 13 - 1302,dynamic,Site QA,West Tower,Level 13,1302
,,Level 13 - 1303,dynamic,Site QA,West Tower,Level 13,1303
,,Level 13 - 1304,dynamic,Site QA,West Tower,Level 13,1304
,,Level 13 - 1305,dynamic,Site QA,West Tower,Level 13,1305
,,Level 13 - 1306,dynamic,Site QA,West Tower,Level 13,1306
,,Level 13 - 1307,dynamic,Site QA,West Tower,Level 13,1307
