Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,
0e29a6ac-aace-4715-8486-93719bd3f7f7,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 1 ,Tower 1 - Level 1(North),Exterior Balconies -see podium level 1 for WP,Balcony - Apartment 402,Exterior Balconies & Tiling,Downpipes & Deck Outlets
bdef46b3-756b-4c66-af10-154d85d31bb9,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 1 ,Tower 1 - Level 1(North),Exterior Balconies -see podium level 1 for WP,Balcony - Apartment 403,Exterior Balconies & Tiling,Downpipes & Deck Outlets
3f0d8867-8e5c-452d-a536-7e1e3e74d4fa,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 1 ,Tower 1 - Level 1(North),Exterior Balconies -see podium level 1 for WP,Balcony - Apartment 404,Exterior Balconies & Tiling,Downpipes & Deck Outlets
4a705e0d-cea4-45b9-b1cb-8c746882c7b6,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 1 ,Tower 1 - Level 1(North),Exterior Balconies -see podium level 1 for WP,Balcony -Apartment 405,Exterior Balconies & Tiling,Downpipes & Deck Outlets
07a1e0ae-3e28-4c3c-b167-432dc9430c95,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 1 ,Tower 1 - Level 1 (West),Exterior Balconies- see podium/level 1 for WP,Balcony - Apartment 401,Exterior Balconies & Tiling,Downpipes & Deck Outlets
3d4affa5-531a-4832-9c99-794291deb29b,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 1 ,Tower 1 - Level 1 (South),Exterior Balconies -see podium level 1 for WP,Balcony - Apartment 401,Exterior Balconies & Tiling,Downpipes & Deck Outlets
ebef0bd0-84cc-4395-af4b-89bdc696ae9c,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 2,Tower 1 -Level 2 (North),Exterior Balconies,Balcony - Apartment 501,Exterior Balconies & Tiling,Downpipes & Deck Outlets
e003440c-a06a-4f35-bc6f-f5464e39de9a,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 2,Tower 1 -Level 2 (North),Exterior Balconies,Balcony - Apartment 502,Exterior Balconies & Tiling,Downpipes & Deck Outlets
b0709142-0da8-41e0-a0f4-50be7792ebe6,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 2,Tower 1 -Level 2 (North),Exterior Balconies,Balcony/Roof - Apartment 503,Exterior Balconies & Tiling,Downpipes & Deck Outlets
de0f7215-7740-442e-8288-73fffcb9cfa8,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 2,Tower 1- Level 2 ( West),Exterior Balconies,Balcony - Apartment 501,Exterior Balconies & Tiling,Downpipes & Deck Outlets
fc10a7b5-fdf2-4df3-9d28-309ba40dcf60,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 2,Tower 1- Level 2 ( West),Exterior Balconies,Balcony - Apartment 506,Exterior Balconies & Tiling,Downpipes & Deck Outlets
e2c0fab0-e80c-412b-b60c-77a45b0fde04,checklist-flat has incorrect meta.stepType checkpoint-group,checklist-flat,,_TEMP - Section,checklist-flat,FALSE,FALSE,Facade ,Tower 1 (West),Tower 1 - Level 2,Tower 1-Level 2 ( South),Exterior Balconies,Balcony - Apartment 505,Exterior Balconies & Tiling,Downpipes & Deck Outlets
