"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a66db6d-9b04-412b-b9a7-67e2c46deb01","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA"
"bd1fda31-29d0-443b-a5bc-6458ba92a029","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Site Photos"
"e2f5f6a5-092b-47ca-a65c-bec5dc5d67ab","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Site Photos","September 23"
"796701e8-4b15-4dad-8c79-1fe22712ee1a","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Site Photos","October 23"
"db6571d1-26e3-4cf6-aec2-c51089e712a1","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Site Photos","November 23"
"fdf03473-2b51-4a96-b340-2a6834934649","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Site Photos","December 23"
"d4be1101-232b-4bca-991f-6df8f76a2e7c","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Site Photos","January 23"
"b2b8a2ac-222a-4d1f-9820-3a31b99526da","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","Site Photos","February 23"
"ad3051dc-e35a-4153-86aa-389cab66b6b3","","checklist-sectioned","","Precast casting","checklist","FALSE","FALSE","Manufacturing QA","Precasting"
"3608d8d3-f2f9-4b00-9085-230d42d394b5","Unsupported Children: folder-normal NCR Forms(8f6e4993-aced-55ad-b7ff-15567581e393)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C01"
"8f6e4993-aced-55ad-b7ff-15567581e393","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C01","NCR Forms"
"7d7376c0-329b-4726-bcd7-778fcd429c58","Unsupported Children: folder-normal NCR Forms(3d6e68b3-728a-5885-929e-7243c3bd4fe7)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C02"
"3d6e68b3-728a-5885-929e-7243c3bd4fe7","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C02","NCR Forms"
"19ff7add-2279-40db-8253-4d3115faa339","Unsupported Children: folder-normal NCR Forms(a329c9b2-a1b0-5e68-af6e-1794826811d4)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C03"
"a329c9b2-a1b0-5e68-af6e-1794826811d4","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C03","NCR Forms"
"7383b9df-edef-488f-97d1-a93540908c3b","Unsupported Children: folder-normal NCR Forms(31919afc-ceb3-586c-9eb0-b209ee89ca69)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C04"
"31919afc-ceb3-586c-9eb0-b209ee89ca69","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C04","NCR Forms"
"1059b4c2-3cef-42f9-b2dc-a2d476e8cbd3","Unsupported Children: folder-normal NCR Forms(75ea4af3-1225-55bd-8d05-ca55ed960b8e)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C05"
"75ea4af3-1225-55bd-8d05-ca55ed960b8e","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C05","NCR Forms"
"fb40441c-f3ed-4796-af97-f4161c0a3847","Unsupported Children: folder-normal NCR Forms(2457f22e-a311-520d-9be2-bc62353d0dad)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C05A"
"2457f22e-a311-520d-9be2-bc62353d0dad","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C05A","NCR Forms"
"c1ec52fa-583c-4b43-845b-36312df43a9e","Unsupported Children: folder-normal NCR Forms(0e870153-bb55-5160-8e29-8212c4b81fc1)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C06"
"0e870153-bb55-5160-8e29-8212c4b81fc1","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C06","NCR Forms"
"1b0e1b51-4916-496f-8d48-ad5cb9322002","Unsupported Children: folder-normal NCR Forms(1bbf8f60-5246-5b71-889d-0dce84f976d6)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C07"
"1bbf8f60-5246-5b71-889d-0dce84f976d6","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C07","NCR Forms"
"0d312c64-f3b5-4ca9-9087-b1a878296b09","Unsupported Children: folder-normal NCR Forms(fae2f8f9-9e99-5117-93fc-e286b4e6c5e3)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C11"
"fae2f8f9-9e99-5117-93fc-e286b4e6c5e3","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C11","NCR Forms"
"4c8184b4-b293-423e-b9ca-8f0ce7e46fcc","Unsupported Children: folder-normal NCR Forms(65f20617-6455-5026-be51-8711f4406e51)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C12"
"65f20617-6455-5026-be51-8711f4406e51","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C12","NCR Forms"
"b9bffc15-5e03-4303-923e-9fa2bcb0c10d","Unsupported Children: folder-normal NCR Forms(36832e26-093c-5a1a-b286-bd3ed3f8fcd6)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C13"
"36832e26-093c-5a1a-b286-bd3ed3f8fcd6","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C13","NCR Forms"
"1930fa8b-0667-43c7-be8d-b7f98aec2808","Unsupported Children: folder-normal NCR Forms(cedcd0a7-165f-52a2-bd81-08911d8d1297)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C14"
"cedcd0a7-165f-52a2-bd81-08911d8d1297","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C14","NCR Forms"
"66ba8904-0c71-4242-ae01-572d6b66a963","Unsupported Children: folder-normal NCR Forms(5cb18968-e893-5349-b81e-96024f5c1d11)","checklist-sectioned","","Precast Product Pre-Pour & Post-Pour Checklist","checklist","FALSE","FALSE","Manufacturing QA","C15"
"5cb18968-e893-5349-b81e-96024f5c1d11","","folder-normal","","","step","TRUE","FALSE","Manufacturing QA","C15","NCR Forms"
