type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Exterior QA,,,,,Yes,Exterior QA,016bc997-de79-4b28-bb5c-4d9415cb144b
checkpoint-status,Weatherline,,,,,,,
checkpoint-status,Abodo/ timber cavity battens,,,,,,,
boolean,Fixings at correct centres,,,,,,,
boolean,Taping installed adaquately,,,,,,,
boolean,Vermin strip installed,,,,,,,
checkpoint-status,Metal Cladding Aluminium cavity battens,,,,,,,
boolean,Screws at correct centres,,,,,,,
boolean,Appropriate sealants where necessary,,,,,,,
checkpoint-status,James Hardie Exotec Jmoulds,,,,,,,
boolean,Installed to specification,,,,,,,
checkpoint-status,Exotec fibre cement board install,,,,,,,
boolean,Substrate ready for install,,,,,,,
boolean,Correct fixing centres,,,,,,,
checkpoint-status,Eterpan fibre cement soffit framing/ linings,,,,,,,
boolean,Substrate ready for install,,,,,,,
boolean,Correct fixing centres,,,,,,,
checkpoint,Internal doors,,,,,,,
checkpoint,Skirtings,,,,,,,
checkpoint,Architraves / Jamb liners,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist-flat,Exterior QA Building B,,,,,Yes,Exterior QA Building B,a8a2b636-8bec-4afb-bb63-790783b10afc
checkpoint-status,Weatherline,,,,,,,
checkpoint-status,Abodo/ timber cavity battens,,,,,,,
boolean,Fixings at correct centres,,,,,,,
boolean,Taping installed adequately,,,,,,,
boolean,Vermin strip installed,,,,,,,
checkpoint-status,Metal Cladding Aluminium cavity battens,,,,,,,
boolean,Screws at correct centres,,,,,,,
boolean,Appropriate sealants where necessary,,,,,,,
checkpoint-status,James Hardie Exotec Jmoulds,,,,,,,
boolean,Installed to specification,,,,,,,
checkpoint-status,Exotec fibre cement board install,,,,,,,
boolean,Substrate ready for install,,,,,,,
boolean,Correct fixing centres,,,,,,,
checkpoint-status,Eterpan fibre cement soffit framing/ linings,,,,,,,
boolean,Substrate ready for install,,,,,,,
boolean,Correct fixing centres,,,,,,,
checkpoint-status,Abodo cladding,,,,,,,
checkpoint,Internal doors,,,,,,,
checkpoint,Skirtings,,,,,,,
checkpoint,Architraves / Jamb liners,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist-flat,QA - Alberton,,,,,Yes,QA - Alberton,cdf975b4-548f-4952-be50-fa819d6fd93a
checkpoint-status,Substrate ready to start work,,,,,,,
checkpoint-status,Mid floor framing,,,,,,,
checkpoint-status,Mid floor stringer bolt fixing,,,,,,,
checkpoint-status,Mid floor joist hangers,,,,,,,
checkpoint-status,Mid floor double joist nail plates (Top & Bottom),,,,,,,
checkpoint-status,Strap brace around PFC beam (Front & back),,,,,,,
checkpoint-status,Plywood mid floor,,,,,,,
checkpoint-status,Plywood fixing,,,,,,,
checkpoint-status,Front and back framing,,,,,,,
checkpoint-status,Roof framing,,,,,,,
checkpoint-status,Roof framing stringer bolt fixing,,,,,,,
checkpoint-status,Roof framing joist hanger,,,,,,,
checkpoint-status,Pfc beam packing front and back (ground),,,,,,,
checkpoint-status,Wall framing front and back (ground),,,,,,,
checkpoint-status,Straping ground floor and level 1,,,,,,,
checkpoint-status,Internal walls ground floor and level 1,,,,,,,
checkpoint-status,Weatherline,,,,,,,
checkpoint,Internal doors,,,,,,,
checkpoint,Skirtings,,,,,,,
checkpoint,Architraves / Jamb liners,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist-flat,QA - Alberton,,,,,Yes,SYS - QA - Alberton V0,e9cf81e7-8875-41b8-b041-3b6087d9052b
checkpoint-status,Mid floor framing,,,,,,,
checkpoint-status,Mid floor stringer bolt fixing,,,,,,,
checkpoint-status,Mid floor joist hangers,,,,,,,
checkpoint-status,Mid floor double joist nail plates (Top & Bottom),,,,,,,
checkpoint-status,Strap brace around PFC beam (Front & back),,,,,,,
checkpoint-status,Plywood mid floor,,,,,,,
checkpoint-status,Plywood fixing,,,,,,,
checkpoint-status,Front and back framing,,,,,,,
checkpoint-status,Roof framing,,,,,,,
checkpoint-status,Roof framing stringer bolt fixing,,,,,,,
checkpoint-status,Roof framing joist hanger,,,,,,,
checkpoint-status,Pfc beam packing front and back (ground),,,,,,,
checkpoint-status,Wall framing front and back (ground),,,,,,,
checkpoint-status,Straping ground floor and level 1,,,,,,,
checkpoint-status,Internal walls ground floor and level 1,,,,,,,
checkpoint-status,Weatherline,,,,,,,
checkpoint,Internal doors,,,,,,,
checkpoint,Skirtings,,,,,,,
checkpoint,Architraves / Jamb liners,,,,,,,
,,,,,,,,
,,,,,,,,
checklist-flat,Level 2 Checklist,,,,,Yes,Level 2 Checklist,e9f3679e-a600-4832-8c90-2ac9aa242020
checkpoint-status,Level 2 Mid floor Framing,,,,,,,
checkpoint-status,Level 2 Joist Hangers,,,,,,,
checkpoint-status,Level 2 Mid floor Stringer Bolt Fixings,,,,,,,
checkpoint-status,Level 2 Nailon Plates,,,,,,,
checkpoint-status,Level 2 Mid floor Plywood,,,,,,,
checkpoint-status,Level 2 Ply wood Fixing,,,,,,,
checkpoint-status,Level 2 Internal Framing,,,,,,,
checkpoint-status,Stair Fixings,,,,,,,
checkpoint,Internal doors,,,,,,,
checkpoint,Skirtings,,,,,,,
checkpoint,Architraves / Jamb liners,,,,,,,
