Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
edfa2e2d-0d7d-55af-ad73-e8d1544a3b19,checklist,Photos (1021 - 1050),,Photos (1021 - 1050),,
45e8814a-82cf-423b-a9fd-c3a56e777229,section,Details,,,,
fde9eda2-277f-56b6-b789-9df6a88145b2,checkpoint,Photo #1021 - West Ground Beam Connection,,,,
92c804f9-8147-5a30-a2ef-456b641ba00c,checkpoint,Photo #1022 - West Ground Beam - R20 Bar Connection,,,,
b55ba53e-9272-5c60-8bda-b08f43fb991e,checkpoint,Photo #1023 - North Ground Beam Connection,,,,
119b7456-a848-5451-8611-96347183b8c2,checkpoint,Photo #1024 - North Ground Beam - R20 Bar Connection,,,,
02b9aad2-59a5-5bfa-a860-2b33633728be,checkpoint,Photo #1025 - East Ground Beam Connection,,,,
669dd030-1ab4-580e-824f-3a97dea122d3,checkpoint,Photo #1026 - East Ground Beam - R20 Bar Connection,,,,
523d16f4-65fb-597f-9932-aef629850899,checkpoint,Photo #1027 - South Ground Beam Connection,,,,
37487dd2-213c-5f6c-9586-bc5387de3fc0,checkpoint,Photo #1028 - South Ground Beam - R20 Bar Connection,,,,
b8a0699e-c812-5cdf-b442-b58f3d46a9d2,checkpoint,Photo #1029 - Screw Pile 1 - R20 Bar Connection,,,,
93e49f07-8557-566a-aa9b-9746f4802692,checkpoint,Photo #1030 - Screw Pile 1 Connection,,,,
4e03f314-61b4-581f-a1a5-6e623ffb9d81,checkpoint,Photo #1031 - Screw Pile 2 - R20 Bar Connection,,,,
9640ebcf-fbd5-5029-a060-81d21976575d,checkpoint,Photo #1032 - Screw Pile 2 Connection,,,,
23810d94-5ab8-50b0-be71-65b9c859a663,checkpoint,Photo #1033 - Screw Pile 3 - R20 Bar Connection,,,,
3099417b-87e3-5bb7-83be-fee0b84f345a,checkpoint,Photo #1034 - Screw Pile 3 Connection,,,,
6baec293-c4d2-5c87-9d37-24af8cd661e5,checkpoint,Photo #1035 - Screw Pile 4 - R20 Bar Connection,,,,
7a40cc44-63ea-5565-9f7c-ec67f933d7b2,checkpoint,Photo #1036 - Screw Pile 4 Connection,,,,
a5b1fe89-64ac-54a2-bcd0-e2dec7cf15d3,checkpoint,Photo #1037 - Screw Pile 5 - R20 Bar Connection,,,,
b6c202e0-7366-5395-9a68-5968a68959dc,checkpoint,Photo #1038 - Screw Pile 5 Connection,,,,
4d46d181-dbaf-58cb-b15a-57e676b0674c,checkpoint,Photo #1039 - Screw Pile 6 - R20 Bar Connection,,,,
8687bd48-9246-5d35-800d-a847a17a0dcd,checkpoint,Photo #1040 - Screw Pile 6 Connection,,,,
6fdab249-c3fe-563d-b068-08745340bce7,checkpoint,Photo #1041 - Pile Cap - R20 Bar Connection,,,,
ce981efa-0086-57ce-9222-043b1e775463,checkpoint,Photo #1042 - Pile Cap Connection,,,,
1cb8e8d5-4389-5229-875d-4d03be892167,checkpoint,Photo #1043 - Rebar Joining Weld 1,,,,
b736e196-6aac-5e3d-9fab-6a8352d7b210,checkpoint,Photo #1044 - Rebar Joining Weld 2,,,,
4e79677c-96b0-51e1-bff2-efd08a1e72af,checkpoint,Photo #1045 - Rebar Joining Weld 3,,,,
a93e1197-d6f7-58f7-b89a-89f6a792f4cf,checkpoint,Photo #1046 - Rebar Joining Weld 4,,,,
d81174be-4b50-55cd-bdc8-9ae037d5a5a4,checkpoint,Photo #1047 - Rebar Joining Weld 5,,,,
c912ca6d-8152-51d5-b9d5-749a4c04c98c,checkpoint,Photo #1048 - Rebar Joining Weld 6,,,,
b14095b6-997b-5952-93f8-2afe9bdfdc1e,checkpoint,Photo #1049 - Rebar Joining Weld 7,,,,
7d79b05a-9724-556f-8db3-b9610305523e,checkpoint,Photo #1050 - Rebar Joining Weld 8,,,,
,,,,,,
e9898c77-88bf-500b-9492-f089570e40c2,checklist,Photos (1051 - 1080),,Photos (1051 - 1080),,
45e8814a-82cf-423b-a9fd-c3a56e777229,section,Details,,,,
418861dd-9bd9-5d6d-89ec-769fcf08216a,checkpoint,Photo #1051 - West Ground Beam Connection,,,,
05bdea74-767d-58f4-aace-02fbeccd3810,checkpoint,Photo #1052 - West Ground Beam - R20 Bar Connection,,,,
3cffcfb3-e5ec-5b5b-9a16-44bc193a9bab,checkpoint,Photo #1053 - North Ground Beam Connection,,,,
8bf11849-3169-52e4-8d8c-c31612ec6367,checkpoint,Photo #1054 - North Ground Beam - R20 Bar Connection,,,,
