"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c34c9b81-a42d-47d8-814b-8df6941b9457","","folder-normal","pass","","step","TRUE","FALSE","Carpark C - Factory QA"
"1310be01-9054-4c42-9e87-14df0f9ce28d","","folder-normal","pass","","step","TRUE","FALSE","Carpark C - Factory QA","South Zone 6"
"4f0beb28-bcf7-41ef-959d-6f808f81e453","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL111 to FL120"
"0cf708c5-2825-45e1-876a-0ff12e9832fc","","checklist-sectioned","not-started","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL121 to FL130"
"19a44440-6d55-43c7-8cec-cd4588dfea6c","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL141 to FL150"
"b1f98594-e505-49d2-8535-f2a32e095bfc","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL151 to FL158"
"fddd637b-c6ff-4045-9cb8-b8200c41012b","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-200 Perf module ","CLD-200 FL131 to FL140"
"ab12ac9a-359e-4a97-b0f1-4261c01aa2eb","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building A - Plant Room Site QA","CLD-208 Stramit Sharpline"
"afe5c8d3-585b-4294-9e2a-8499a764e45d","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building A - Plant Room Site QA","CLD-208 Stramit Sharpline","CLD-208 West Half "
"076967c2-0169-4332-8652-46c2c31c3399","","checklist-sectioned","pass","CLD-208 Stramit Sharpline Sub-Frame (Building A) - ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-208 Stramit Sharpline","CLD-208 West Half ","CLD-208 Stramit Sharpline Sub-Frame West Half"
"cade067a-b3d0-4ca9-a593-c82c7702627f","","checklist-sectioned","pass","CLD-208 Stramit Sharpline (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-208 Stramit Sharpline","CLD-208 West Half ","CLD-208 Stramit Sharpline (Building A) - Panel Site ITP West Half"
"84ed0114-2a8b-4907-833e-c707cf94766c","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building A - Plant Room Site QA","CLD-208 Stramit Sharpline","CLD-208 East Half "
"fb7c944b-1498-4059-a274-8a2c63bfede8","","checklist-sectioned","pass","CLD-208 Stramit Sharpline Sub-Frame (Building A) - ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-208 Stramit Sharpline","CLD-208 East Half ","CLD-208 Stramit Sharpline Sub-Frame East Half"
"ba12393e-37a9-4002-bc13-f62ca2942c04","","checklist-sectioned","pass","CLD-208 Stramit Sharpline (Building A) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLD-208 Stramit Sharpline","CLD-208 East Half ","CLD-208 Stramit Sharpline (Building A) - Panel Site ITP East Half"
"a7d09519-f3ce-4596-93ad-754b8fcdd478","","folder-normal","not-started","","step","TRUE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 2 Terrace"
"18d8bdeb-dd15-4358-a7d9-115399b64c4a","","checklist-sectioned","not-started","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 2 Terrace","CLG-512 Z450 Steel Frame ITP"
"60fc8b8d-04e3-45c1-a2fb-8898a590aa6f","","checklist-sectioned","not-started","CLG-513 and SCN-125 Cladding Panel ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 2 Terrace","CLG-512 Cladding Panel ITP"
"3ebe8037-9cfb-42c4-a7d5-6000174c450c","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 4 cafe soffit"
"6375e656-5001-468f-93bc-52754c291b5d","","checklist-sectioned","pass","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 4 cafe soffit","CLG-512 Z450 Steel Frame ITP (north)"
"a3d18cb8-9377-4de2-a500-568f41597bbb","","checklist-sectioned","not-started","CLG-513 and SCN-125 Cladding Panel ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 4 cafe soffit","CLG-512 Cladding Panel ITP (north)"
"62adc251-72b2-4125-b27c-8e96e2ba1544","","checklist-sectioned","pass","CLG-506 Z450 Steel Frame ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 4 cafe soffit","CLG-512 Z450 Steel Frame ITP (East)"
"9ef57199-65d5-469e-881a-82174eb27baa","","checklist-sectioned","not-started","CLG-513 and SCN-125 Cladding Panel ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Site QA","CLG-512 level 4 cafe soffit","CLG-512 Cladding Panel ITP (East)"
"eee9fa04-3be2-4804-89f9-85502c69e9dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building D - Plant Room SITE QA"
"61249fe5-f7c3-45b0-8f9f-a67fe43421e4","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf "
"833392ed-3561-42e5-a9b7-7ef7486facb3","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP East"
"2a52c7a0-cf14-4896-b5bb-03c485442053","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP East"
"4122bcd5-8546-4654-a5ea-e47db43f577a","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP West"
"69b709d4-c7df-4115-b7b6-0a134f5cc257","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP South"
"98bc8812-14ab-419d-8e2e-7e52dddbbf7e","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Panel Site ITP North"
"f4e6c53f-1fe6-420c-b849-3aa05e52298e","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP West"
"20ff75bd-cf5d-476c-8e86-cbad28f9bfb0","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP South"
"19910356-2572-40b9-b7e7-40d96a7c9999","","checklist-sectioned","pass","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-200 3mm alum perf ","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP North"
"ac6deec6-2753-4a41-b84f-c97794df5ee0","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-214 building D"
"24770fb2-071b-4372-8ea0-7d28c0074e64","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D (North Wall Double 50 Top Hat) ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-214 building D","CLD-214 Lysaght Spandek - Cladding Building D substrate 50 Top Hat ITP"
"3b28a7e4-e994-4903-a4d3-a9b1a35df75e","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-214 building D","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP East"
"cb4b2750-8183-4842-980b-72a2940ae213","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-214 building D","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP West"
"f5fe7de8-2330-46e7-ab87-f4ead2e979cf","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-214 building D","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP South"
"a6bd2b82-ecef-41ff-8702-6a57a9726233","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-214 building D","CLD-214 Lysaght Spandek - Cladding Building D Panel Site ITP North"
"a80e46e3-67b5-400c-9aef-85001a670330","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-100 Lysaght interlocking panel"
"e60b4778-ca04-4bb3-8e9b-2ad098b25a73","","checklist-sectioned","pass","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-100 Lysaght interlocking panel","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP East"
"1744a9ee-b2cf-43fc-8b29-2bca4d88ddba","","checklist-sectioned","pass","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-100 Lysaght interlocking panel","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP West"
"096ae4cd-7b50-4abb-9805-285cfeaad7ab","","checklist-sectioned","pass","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-100 Lysaght interlocking panel","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP South"
"b5944d52-3d06-43ad-acf4-a60c7faa1894","","checklist-sectioned","pass","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room SITE QA","CLD-100 Lysaght interlocking panel","CLD-100 Lysaght Interlocking - Cladding Building D Panel Site ITP North"
"66331753-b474-4a6b-85e1-bab95cd92a2d","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building D - Plant Room Factory QA"
"244542c7-e7e0-4ca5-b516-2d4a03691988","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building D - Plant Room Factory QA","CLD-200 3mm alum perf"
"d1fe42f1-c101-4dc6-a587-2e8bd971592a","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building D - Plant Room Factory QA","CLD-214 building D"
"1b2e02ab-e4bb-43a3-84d0-193d63368a39","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Factory ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room Factory QA","CLD-214 building D","CLD-214 Lysaght Spandek building D factory ITP East"
"37eafcf3-0b51-460a-8768-881247fbf2ea","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Factory ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room Factory QA","CLD-214 building D","CLD-214 Lysaght Spandek building D factory ITP West"
"95e1e0cf-19f6-43df-9210-5ee1276dd1f4","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Factory ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room Factory QA","CLD-214 building D","CLD-214 Lysaght Spandek building D factory ITP South"
"0125a774-4cb7-4dea-b21a-bafbff29ae50","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building D Factory ITP","checklist","FALSE","FALSE","NFH - Building D - Plant Room Factory QA","CLD-214 building D","CLD-214 Lysaght Spandek building D factory ITP North"
"55f97d77-8571-4000-8ba2-0e6049a1692f","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building E - Plant Room Site QA"
"b5ac76f8-4834-4505-98c6-536ee373ea59","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf"
"51641158-75e0-46d8-80ed-99b08ac68bdc","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building E) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building E) - Subframing Site ITP East"
"e7402027-cef5-40de-840f-334f391726db","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building E) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building E) - Subframing Site ITP West"
"110fa321-d934-4ed4-87fa-55fa2fd9fac5","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building D) - Subframing Site ITP South"
"a42f8f85-41e3-4fad-9ea8-ac4cf065210e","","checklist-sectioned","work-in-progress","CLD-200 3mm Alum Perf (Building E) - Subframing Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building E) - Subframing Site ITP North"
"3404e079-f433-46c5-9cf9-2826996c5ac5","","checklist-sectioned","not-started","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP East"
"9ec30754-b72b-4520-91a1-1ce640876e6b","","checklist-sectioned","not-started","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP West"
"572b85df-a5fb-4d13-b816-f1aa08a9cb79","","checklist-sectioned","not-started","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP South"
"7ec9a548-eb34-4668-bc8a-55a0024fd2aa","","checklist-sectioned","not-started","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-200 3mm alum perf","CLD-200 3mm Alum Perf (Building E) - Panel Site ITP North"
"9560fbda-7557-4d59-b182-642db2364ab4","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building E - Plant Room Site QA","CLD-214 building E"
"038670be-3c55-4bf4-814f-03eaf4daac52","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-214 building E","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP East"
"0e1340bc-5d8f-47fc-a235-e7ebf205ac2b","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-214 building E","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP West"
"649e3a2e-4d3c-4827-a872-f8f382aabc0f","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-214 building E","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP South"
"b5aa4923-4a04-40d6-a5c6-d2ad8eaba519","","checklist-sectioned","pass","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-214 building E","CLD-214 Lysaght Spandek - Cladding Building E Panel Site ITP North"
"4600f599-0029-46b3-a672-8597c0e62b43","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building E - Plant Room Site QA","CLD-100 Lysaght Interlocking panel building E"
"963b4660-1874-4765-8739-0b8ce7326675","","checklist-sectioned","pass","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-100 Lysaght Interlocking panel building E","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP East"
"fb50d0c2-18c9-44c0-b20e-8776d33448e1","","checklist-sectioned","pass","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-100 Lysaght Interlocking panel building E","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP West"
"fcca235d-cfc0-4fb5-91e9-063f9421b52e","","checklist-sectioned","work-in-progress","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-100 Lysaght Interlocking panel building E","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP South"
"9b026359-66fe-4bf4-87ee-5cdc951249fc","","checklist-sectioned","pass","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Site QA","CLD-100 Lysaght Interlocking panel building E","CLD-100 Lysaght Interlocking - Cladding Building E Panel Site ITP North"
"a86615dc-5aa8-4bb8-9d3a-0afaa7ad1c11","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building E - Plant Room Factory QA"
"5cfbc3ce-9717-49aa-8b79-7b39cb49bb2a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building E - Plant Room Factory QA","CLD-200 3mm alum perf building E"
"26500867-e54e-402b-a926-3b7fc2fd72ea","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building E - Plant Room Factory QA","CLD-214 building E"
"5c65b097-2df8-4901-b4e4-58d754d65311","","checklist-sectioned","pass","CLD-214 Lysaght Spandek Cladding - Building E Factory ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Factory QA","CLD-214 building E","CLD-214 Lysaght Spandek building E factory ITP East"
"b6e4058e-f880-4974-a080-e6ea70ea4ddd","","checklist-sectioned","pass","CLD-214 Lysaght Spandek Cladding - Building E Factory ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Factory QA","CLD-214 building E","CLD-214 Lysaght Spandek building E factory ITP West"
"10c444b2-fbb8-448d-984a-8be957717ae6","","checklist-sectioned","pass","CLD-214 Lysaght Spandek Cladding - Building E Factory ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Factory QA","CLD-214 building E","CLD-214 Lysaght Spandek building E factory ITP South"
"9797d032-518a-4674-8916-e71d936cd940","","checklist-sectioned","pass","CLD-214 Lysaght Spandek Cladding - Building E Factory ITP","checklist","FALSE","FALSE","NFH - Building E - Plant Room Factory QA","CLD-214 building E","CLD-214 Lysaght Spandek building E factory ITP North"
"64d36bbf-43ab-4bfe-aa9a-8776144613a9","","folder-normal","work-in-progress","","step","TRUE","FALSE","NFH - Building A - Plant Room Factory QA"
"69628e22-7d01-4907-821a-b04b5d613f00","","folder-normal","pass","","step","TRUE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module"
"ca4c5fe2-91d2-4c5c-a95b-7c7811d9c119","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD-200 Modules 001 to 010"
"fd6ada92-580f-4988-a4a3-60c6767251ac","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 011 to 120"
"1fd661a8-be21-4be2-86a7-8b309e264ddb","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 021 to 130"
"978ab1dc-c3fd-49ed-bb50-335f3396d204","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 031 to 040"
"027a1fb2-2451-4cd2-af61-b397d7ce1e50","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 041 to 050"
"82b2738c-fc88-46b5-931f-a150d01aecac","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 051 to 060"
"fd94432a-5a66-408d-b904-bd73a73dc85b","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 061 to 070"
"65ef7319-c6b9-40b3-932a-88223a85a59b","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 071 to 080"
"8145ee74-7610-425f-8ab6-edc9e3698daf","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD 200 Modules 081 to 090"
"3d39aaba-3f17-4f72-83ed-8c0ba74d8a8c","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD-200 Modules 091 to 100"
"fd1cad80-6782-4562-aa2a-647fcf867b1e","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD-200 Modules 101 to 110"
"8d3bc489-1a37-4715-8fe3-598e40468641","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD-200 Modules 111 to 120"
"12617bff-1f2e-4a8d-8430-c87eb3c02e09","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD-200 Modules 121 to 130"
"44c89f47-c6d0-4010-ab2f-0622a9328eb1","","checklist-flat","pass","Factory ITP","checklist-flat","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-200 Perf module","FADX-ITP-CLD-200 Modules 131 to 140"
"0ae35e52-981f-4e50-93c5-74754d85da63","","folder-normal","not-started","","step","TRUE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-208 Stramit Sharpline "
"1e351179-ee46-44cd-a6c9-e3ebbdabaf40","","checklist-sectioned","not-started","CLD-208 Stramit Sharpline (Building A) - Factory ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-208 Stramit Sharpline ","CLD-208 Stramit Sharpline (Building A) West"
"0f4ca62b-ab1c-4bc1-a4c3-dada6ae25218","","checklist-sectioned","not-started","CLD-208 Stramit Sharpline (Building A) - Factory ITP","checklist","FALSE","FALSE","NFH - Building A - Plant Room Factory QA","CLD-208 Stramit Sharpline ","CLD-208 Stramit Sharpline (Building A) East"
"46bd111c-0456-4709-9309-be099425db60","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA"
"c81b39e2-2075-464a-87b5-88fb855b3886","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA","Ambulance entry - Site QA"
"45a9f134-ef92-4da4-bd45-caee73ce3693","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA","Ambulance entry - Site QA","CLG-507"
"8c56b76a-86f5-4c1c-96e6-6f6d7abfdc68","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA","Plant room - Louvre"
"823513d2-fc73-4dd2-8faa-441f4431c1a3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA","Plant room - Louvre","Louvre - PR1 elevation"
"8415d33c-1a35-4a36-9147-f1a618affe52","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA","Plant room - Louvre","Louvre - PR2 elevation"
"8f88f9e5-e390-4f17-a8b7-1300bc5ed851","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA","Plant room - Louvre","Louvre - PR6 elevation"
"7ef1912d-3900-4ee1-a83f-53b9b7d6b670","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building B - Site QA","Plant room - Louvre","Louvre - PR8 elevation"
"88c4301c-987b-4a00-82a8-baeb96c49ece","","folder-normal","no-status-not-started","","step","TRUE","FALSE","NFH - Building A&B podium SCN-117 capping/backpan/bottom Shroud"
