"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Common Areas Progress"
,"Scope",,
,"Rows"
,,"Level 1 - Common Areas","dynamic","level 1","common areas","site qa"
,,"Level 2 - Common Areas","dynamic","common areas","level 2","site qa"
,,"Level 3 - Common Areas","dynamic","common areas","site qa","level 3"
,,"Level 4 - Common Areas","dynamic","level 4","common areas","site qa"
,,"Level 5 - Common Areas","dynamic","level 5","common areas","site qa"
,,"Level 6 - Common Areas","dynamic","common areas","level 6","site qa"
,,"Level 7 - Common Areas","dynamic","common areas","site qa","level 7"
,,"Level 8 - Common Areas","dynamic","level 8","common areas","site qa"
,,"Level 9 - Common Areas","dynamic","level 9","common areas","site qa"
,,"Level 10 - Common Areas","dynamic","common areas","level 10","site qa"
,,"Level 11 - Common Areas","dynamic","level 11","common areas","site qa"
,,"Level 12 - Common Areas","dynamic","level 12","common areas","site qa"
,,"Level 13 - Common Areas","dynamic","common areas","site qa","level 13"
,"Columns"
,,"Penetrations",,"penetrations"
,,"Fire dampers",,"fire dampers"
,,"Grilles",,"grilles"
,,"Ref Pipe Riser",,"ref pipe riser"
,,"Branch Boxes",,"branch boxes"
,,"VRF BB Elec",,"vrf bb elec"
,,"Labelling",,"labelling"

"Apartments Progress"
,"Scope",,
,"Rows"
,,"Level 1 - Apartments","dynamic","level 1","site qa","apartments"
,,"Level 2 - Apartments","dynamic","level 2","site qa","apartments"
,,"Level 3 - Apartments","dynamic","site qa","level 3","apartments"
,,"Level 4 - Apartments","dynamic","level 4","site qa","apartments"
,,"Level 5 - Apartments","dynamic","level 5","site qa","apartments"
,,"Level 6 - Apartments","dynamic","level 6","site qa","apartments"
,,"Level 7 - Apartments","dynamic","site qa","level 7","apartments"
,,"Level 8 - Apartments","dynamic","level 8","site qa","apartments"
,,"Level 9 - Apartments","dynamic","level 9","site qa","apartments"
,,"Level 10 - Apartments","dynamic","level 10","site qa","apartments"
,,"Level 11 - Apartments","dynamic","level 11","site qa","apartments"
,,"Level 12 - Apartments","dynamic","level 12","site qa","apartments"
,,"Level 13 - Apartments","dynamic","site qa","level 13","apartments"
,"Columns"
,,"Apartment rough in checklist",,"apartment rough in checklist"
,,"Apartment fit off checklist",,"apartment fit off checklist"
,,"Apartment commissioning checklist",,"apartment commissioning checklist"
,,"AC Labelling",,"ac labelling"

