"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ca136500-88ef-48b2-9972-cd43ffce3c67","","folder-normal","fail","","step","TRUE","FALSE","WY1"
"af6a3158-3baa-4745-81b9-1280d78de1c7","","folder-normal","fail","","step","TRUE","FALSE","WY1","WY1-1A"
"363f6221-6bdb-4e55-918d-5e1cd9b0b37e","","folder-normal","fail","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)"
"044aa2e2-ccfb-4815-aff1-8465d38334d7","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY"
"6417e2f4-c28a-416c-b85a-0e7ecbabfd43","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","MANUFACTURE ISSUED TIMBER_CUTTING LIST"
"3ad3cf72-75b9-4f36-93c0-af19b5f1df63","","checklist-sectioned","pass","EGM_Ver1.0_19.12.23_Document/ Works_Records","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","MANUFACTURE ISSUED TIMBER_CUTTING LIST","EGM_Ver1.0_19.12.23_Document/ Works_Records"
"3e9a1711-780f-4253-81cd-6040d66d186e","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","COMPONENT TIMBER CUT PRODUCTION INSPECTION"
"8288707e-0488-4163-a213-13b3326c2a17","","checklist-sectioned","pass","EGM_Ver1.2_22.11.23_Component 1_Timber Cut Production_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","COMPONENT TIMBER CUT PRODUCTION INSPECTION","EGM_Ver1.2_22.11.23_ Component 1_Timber Cut Production_Inspection"
"aa7ed516-c9b0-49a2-ac26-f9edcf786f68","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLE STRUCTURAL STUD INSPECTION"
"08417c50-25c2-4c6f-9ac3-02d1a898a955","","checklist-sectioned","pass","EGM_Ver1.0_12.01.24_Component Pre-Assembly 1_Structural Stud_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLE STRUCTURAL STUD INSPECTION","EGM_Ver1.0_12.01.24_Component Pre-Assembly 1_Structural Stud_Inspection"
"7f32aa21-4797-4861-a47f-211474ada95d","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PILOT HOLES INSPECTION"
"0d3abf33-aab8-4f19-a3aa-6cbbbfa07098","","checklist-sectioned","pass","EGM_Ver1.0_12.01.24_Component Pre-Assembly 2_Pilot Holes_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PILOT HOLES INSPECTION","EGM_Ver1.0_12.01.24_Component Pre-Assembly 2_Pilot Holes_Inspection"
"7fd228a1-9ab8-416c-8fcb-53ab9abcf9ab","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PRE-CUT_LINING MATERIAL INSPECTION"
"777323f0-c426-42d3-85e0-3af78a471421","","checklist-sectioned","pass","EGM_Ver1.0_12.01.24_Component Pre-Assembly 3_Pre-Cut Lining Materials_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_COMPONENT ASSEMBLY","PRE-ASSEMBLY PRE-CUT_LINING MATERIAL INSPECTION","EGM_Ver1.0_12.01.24_Component Pre-Assembly 3_Pre-Cut Lining Materials_Inspection"
"cb1d4c40-62e7-47cd-bcbb-0bd6f85a1bb6","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY"
"89140329-2700-4926-a731-cdef902564a1","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_FLOOR CASSETTE"
"ae6570ca-f842-4cc6-b6c8-85fa31563016","","checklist-sectioned","pass","6db5564783d1b77e8ce9d06308deb4a742a24f47ec525583ad12368b3aad7668","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_FLOOR CASSETTE","EGM_Ver1.1_22.11.23_Element Assembly 2_Frame Structure_Floor Cassette / gf-F1 _Inspection"
"5914da59-f852-4b64-9f05-c60a9ccb8220","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE"
"ea7af435-64f2-4be2-a41b-7e3bee1b7f3b","","checklist-sectioned","pass","bf17596b40470723c7049655c05df9808d4f66fbee6ddfda85f167100dd5e0df","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE","EGM_Ver1.0_22.03.23_Element Assembly 3_Frame Structure_Ceiling Cassette / gf-CE1 _Inspection"
"752a404e-279f-4082-98c2-d095c65382d6","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE","ELECTRICAL_MECHANICAL CEILING CASSETTE"
"9fce3708-6b4f-4310-9f91-c40f30f4fb3a","","checklist-sectioned","pass","EGM_Ver1.0_22.03.23_Element Assembly 4_Electrical & Mechanical_Ceiling Cassette / CE1_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_CEILING CASSETTE","ELECTRICAL_MECHANICAL CEILING CASSETTE","EGM_Ver1.0_22.03.23_Element Assembly 4_Electrical & Mechanical_Ceiling Cassette / gf-CE1 _Inspection"
"cdce71c3-4f46-4064-9787-a405dbab53e4","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_STRUCTURAL WALL FRAMES & PRELINE INSPECTION"
"77d82860-c558-40bb-afb0-836990e8fb98","","checklist-sectioned","pass","147a14f8035fdeec7db7c0d629426d633d7c43d7ef5e04b69cd8ff93ae8720f9","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_STRUCTURAL WALL FRAMES & PRELINE INSPECTION","EGM_Ver1.4_23.11.23_Element Assembly 1_Wall Structure - gf-EW1_Inspection"
"7aa6baed-c16b-4378-9cbe-63328fce9f9b","","checklist-sectioned","pass","147a14f8035fdeec7db7c0d629426d633d7c43d7ef5e04b69cd8ff93ae8720f9","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_STRUCTURAL WALL FRAMES & PRELINE INSPECTION","EGM_Ver1.4_23.11.23_Element Assembly 1_Wall Structure - gf-EW2_Inspection"
"8f758b81-2579-44c0-93fd-b1243d332584","","checklist-sectioned","pass","147a14f8035fdeec7db7c0d629426d633d7c43d7ef5e04b69cd8ff93ae8720f9","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_STRUCTURAL WALL FRAMES & PRELINE INSPECTION","EGM_Ver1.4_23.11.23_Element Assembly 1_Wall Structure - gf-MW1_Inspection"
"56481511-baff-4e47-b185-19b7417f85bb","","checklist-sectioned","pass","147a14f8035fdeec7db7c0d629426d633d7c43d7ef5e04b69cd8ff93ae8720f9","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_STRUCTURAL WALL FRAMES & PRELINE INSPECTION","EGM_Ver1.4_23.11.23_Element Assembly 1_Wall Structure - gf-CW1_Inspection"
"6eddaac2-1d77-403d-bebd-48d88687847a","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_NON-STRUCTURAL FRAMES & PRELINE INSPECTION"
"54f7509b-0eb4-45e0-9bc8-dff7291a7d23","","checklist-sectioned","pass","EGM_Ver1.0_18.12.23_Element Assembly 6_Wall Frame /IW_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_ELEMENT ASSEMBLY","ELEMENT ASSEMBLY_NON-STRUCTURAL FRAMES & PRELINE INSPECTION","EGM_Ver1.0_18.12.23_Element Assembly 6_Wall Frame /gf-IW_Inspection"
"9a26395c-0f11-42b2-ab06-67a714a34020","","folder-normal","fail","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY"
"20c12556-b9c9-4fc2-abb4-237171e86f4f","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","PODIUM_MODULE ASSEMBLY"
"e0a243d0-297b-44d8-8d31-dc845334fc54","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","PODIUM_MODULE ASSEMBLY","CHECKLIST"
"8914e5b3-b242-4a95-992d-8288e9f2cc6e","","checklist-sectioned","pass","EGM_Ver1.2_28.11.23_Podium Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","PODIUM_MODULE ASSEMBLY","CHECKLIST","EGM_Ver1.2_28.11.23_Podium Inspection"
"b52ac943-bb85-423f-8aac-d0bbea9df7bb","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","STATION 1_MODULE ASSEMBLY"
"b83e5092-7c12-4292-887e-aeb4fd44c54a","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","STATION 1_MODULE ASSEMBLY","CHECKLIST"
"97f22b11-add4-4968-b597-c5fa6937ceab","","checklist-sectioned","pass","EGM_Ver1.0_22.11.23_Station 1_Inspection","checklist","FALSE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","STATION 1_MODULE ASSEMBLY","CHECKLIST","EGM_Ver1.1_22.11.23_Station 1_Inspection"
"8e05cecf-b0f1-40b6-a535-6ad8448359ed","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","STATION 2_MODULE ASSEMBLY"
"3d1c1292-87d9-4095-ab2d-fb24cdc0fd5a","","folder-normal","pass","","step","TRUE","FALSE","WY1","WY1-1A","MODULE ITP/ WY1-1A-GF (gf)","WY1-1A-GF_MODULE ASSEMBLY","STATION 2_MODULE ASSEMBLY","CHECKLIST"
