"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5a0265ae-22a1-4ad0-ad69-af7f6666f5d9","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"6be5a467-fa70-4bd7-b43b-dfbe4994e515","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage"
"8905465c-4c7c-4407-8712-26bc76ea9e8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement"
"c42e1742-c52f-435f-8780-6f7e1dc93bdf","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage"
"64e74693-87ea-4e11-9abb-c9d139a05a42","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","SW Drains (Basement)"
"4e486a2c-88ee-4621-85aa-0f4074964d0f","","work-in-progress","SW Install Storm Water Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","SW Drains (Basement)","SW Install Storm Water Drainage (In-ground)"
"366cee66-febb-41ce-9e18-0b5ee8b44aee","","not-started","TST Test Drainage Pipework (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","SW Drains (Basement)","TST Test Drainage Pipework (In-ground)"
"3818d8b5-3b64-4e51-97a1-ae19318defff","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T1 Rainwater Detention Tank (13KL)"
"dc59186c-059e-4718-a26b-032a70a8815d","","not-started","PE Install Drainage Tank/Interceptor","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T1 Rainwater Detention Tank (13KL)","PE Install Drainage Tank/Interceptor"
"5a5effbb-51c3-4a56-b417-5856e7eb714a","","not-started","PE Install Drainage Pump Station","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T1 Rainwater Detention Tank (13KL)","PE Install Drainage Pump Station"
"eddc9998-470d-4b0f-9f5f-b06fc2e99b9a","","not-started","COM Commission Stormwater Tank","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T1 Rainwater Detention Tank (13KL)","COM Commission Stormwater Tank"
"5eb5351f-a283-4a69-8f52-c34596ca3593","","not-started","COM Commission Drainage Pump Station (In-Ground)","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T1 Rainwater Detention Tank (13KL)","COM Commission Drainage Pump Station (In-Ground)"
"2552097b-e12d-4a6a-96a8-04f3b9ece079","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T2 Rainwater Storage Tank (30KL)"
"aa45ca3c-8839-4acc-9a57-814824d8fae9","","not-started","PE Install Water Storage Tank","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T2 Rainwater Storage Tank (30KL)","PE Install Water Storage Tank"
"a63fa5f5-3dfa-4e45-a247-4625bb0e2186","","not-started","COM Commission Stormwater Tank","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","T2 Rainwater Storage Tank (30KL)","COM Commission Stormwater Tank"
"67025981-69c1-4fdf-ba52-1b6edb4fa4d3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","Spoon & Strip Drain Connections"
"00f93365-62f3-4d9b-9b4c-7f4f20b3430e","","work-in-progress","Add New Task","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Stormwater Drainage","Spoon & Strip Drain Connections","Spoon & Strip Drain Connections"
"475af949-4bd2-4ae5-8efe-143cb894f7f9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Basement","Sewer Drainage"
"1b0c529e-6ebb-4fea-80e5-119372c3935f","","work-in-progress","SD Install Sewer Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Sewer Drainage","SD Install Sewer Drainage (In-ground)"
"38f9d2e6-bb9e-4b32-a9d6-d6f0cebf3da1","","not-started","PE Install Drainage Tank/Interceptor","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Sewer Drainage","PE Install Drainage Tank/Interceptor"
"469b6cd7-959a-4f1a-ba69-21c6c4b883a5","","not-started","TST Test Drainage Pipework (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Basement","Sewer Drainage","TST Test Drainage Pipework (In-ground)"
"331a70a2-9338-4e02-8a9a-d7d937c2947e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Ground Level"
"78d84911-0f36-4f31-b785-a66fb5d617d8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Drainage","Ground Level","Stormwater Drainage"
"09ac4305-9ae1-4864-8d90-197775197bf1","","not-started","SW Install Storm Water Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Ground Level","Stormwater Drainage","SW Install Storm Water Drainage (In-ground)"
"9941c51b-e26b-4021-90f6-cf0cfab019d0","","not-started","TST Test Drainage Pipework (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Ground Level","Stormwater Drainage","TST Test Drainage Pipework (In-ground)"
"a6039ea8-0d63-47e6-b771-063db0638ea9","","work-in-progress","Add New Task","checklist","FALSE","FALSE","Site QA","Drainage","Ground Level","Stormwater Drainage","LPD Connection"
"d1f0a453-d015-4d5a-9a19-785dff8ed9ef","","not-started","","folder","TRUE","FALSE","Site QA","Drainage","Ground Level","Sewer Drainage"
"2774b198-08dd-4dc2-a79c-ac1933144b40","","not-started","SD Install Sewer Drainage (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Ground Level","Sewer Drainage","SD Install Sewer Drainage (In-ground)"
"bd578669-21fa-42f0-8c84-be42b3433771","","not-started","TST Test Drainage Pipework (In-ground)","checklist","FALSE","FALSE","Site QA","Drainage","Ground Level","Sewer Drainage","TST Test Drainage Pipework (In-ground)"
"5ddc5471-b9a3-407f-9a06-5fe7bfa94c07","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing"
"4b74d2e7-b91e-4abd-985f-fe544d8b9559","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Basement Plumbing"
"125e8884-82c0-4e8f-99d5-64885f474753","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Basement Plumbing","Sanitary Plumbing"
"2c35cb58-5155-4d81-ada3-61057c3d8b7e","","not-started","SD Install Sewer (Stacks & Vents)","checklist","FALSE","FALSE","Site QA","Plumbing","Basement Plumbing","Sanitary Plumbing","SD Install Sewer (Stacks & Vents)"
"1074f863-173c-41a4-9377-9db51d887681","","not-started","SD Install Sewer (Wastes & Vents)","checklist","FALSE","FALSE","Site QA","Plumbing","Basement Plumbing","Sanitary Plumbing","SD Install Sewer (Wastes & Vents)"
"eaf94c36-d235-4ab3-b99d-9a4a063e4cbb","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Basement Plumbing","Water Service"
"e308b5aa-5cb8-44db-92b7-4643f858bb54","","not-started","WT Install Water Services (Mains/Risers)","checklist","FALSE","FALSE","Site QA","Plumbing","Basement Plumbing","Water Service","WT Install Water Services (Mains/Risers)"
"fdaf2c84-fe45-4354-85cc-4eb81652211a","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Basement Plumbing","Fire Service"
"32ced933-f9dc-4473-b55a-db45182a5f00","","not-started","FS Install Fire Service (Mains/Risers)","checklist","FALSE","FALSE","Site QA","Plumbing","Basement Plumbing","Fire Service","FS Install Fire Service (Mains/Risers)"
"456d0dfc-9acd-467c-b64a-577f5c2817c0","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Basement Plumbing","Downpipes"
"c66e3a8d-e19a-4f2b-a263-795ece140afe","","not-started","DP Install Roof Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Basement Plumbing","Downpipes","DP Install Roof Downpipes"
"7ee300ef-1cdb-47d3-9310-930350a0e5d2","","not-started","DP Install Balcony Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Basement Plumbing","Downpipes","DP Install Balcony Downpipes"
"8c946f22-c5b7-4031-ad67-0a3a2a87f33e","","not-started","PL Install Pump Lines","checklist","FALSE","FALSE","Site QA","Plumbing","Basement Plumbing","Downpipes","PL Install Pump Lines"
"d2d45887-6f54-4e17-ac99-20e9e89d9572","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Basement Plumbing","Testing"
"b0edb22b-e0ce-489a-ae74-b20e948f7d7d","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Ground Level Plumbing "
"b7179b13-3af3-4551-88fa-c9dc16dc9994","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Water Services"
"5973a072-275e-4331-bd82-68e02cd4cfd6","","not-started","MET Install Water Meter Assembly (Authority)","checklist","FALSE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Water Services","MET Install Water Meter Assembly (Authority)"
"929c724c-e3d0-42aa-9f97-d80f19f76e6a","","not-started","WT Install Water Services (Mains/Risers)","checklist","FALSE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Water Services","WT Install Water Services (Mains/Risers)"
"620f1ab8-6b78-4bca-b891-14d285e7067c","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Fire Service"
"c2b0f7db-7623-476d-9962-18af615769da","","not-started","FS Install Fire Service (Mains/Risers)","checklist","FALSE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Fire Service","FS Install Fire Service (Mains/Risers)"
"8ca7b93c-ce80-44dc-803b-9cabacbecf4f","","not-started","FS Install Fire Booster Assembly","checklist","FALSE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Fire Service","FS Install Fire Booster Assembly"
"273edb33-b58f-4add-968d-bdc6ceeae624","","not-started","FS Install Fire Service (Hydrants)","checklist","FALSE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Fire Service","FS Install Fire Service (Hydrants)"
"7f386f2a-350e-45e6-8edc-ec84f3dc2df5","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Penetrations"
"72625549-cd05-49cc-b792-6c7877ceebb8","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Penetrations","Pour 1"
"1cdf3eeb-1c3f-4d33-a1e8-e844ed1eeb6e","","not-started","PNO Install Penetrations","checklist","FALSE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Penetrations","Pour 1","PNO Install Penetrations"
"ac3821ac-b56c-48d0-9332-7db017f05a2f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Ground Level Plumbing ","Testing"
"fe111d46-5edd-4882-b474-6da464756280","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing"
"d1f94002-403c-41f6-835f-6e7a7b6f2a88","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1"
"8393907f-0e4f-4d0a-9a82-41ae45d06bd0","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Sanitary Plumbing"
"ec9876de-f31f-45da-9580-858eec0659bc","","not-started","SD Install Sewer (Wastes & Vents)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Sanitary Plumbing","SD Install Sewer (Wastes & Vents)"
"d96ec3f8-ff42-4647-add8-265399cf5ea5","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Downpipes"
"7b5d8518-6ebd-4f22-a4da-6928819bc30a","","not-started","DP Install Roof Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Downpipes","DP Install Roof Downpipes"
"8800aa14-6420-4af8-8503-c26902588d4d","","not-started","DP Install Balcony Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Downpipes","DP Install Balcony Downpipes"
"eeaf5fcc-8783-412f-a9c2-8d6372fbc4d4","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Water Services"
"b329bc1b-2ae6-4bd7-a072-248cd7b38499","","not-started","WT Install Water Services (Rough-ins)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Water Services","WT Install Water Services (Rough-ins)"
"b4564e34-4a09-43fb-88d2-c159cf5ee2ec","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off"
"a22f0f48-63eb-4e0f-8902-0d12d55f036b","","not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"dc7dbdd5-610c-4e5d-ab66-767ef89cf4e6","","not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Dishwasher"
"8d0a78f3-1289-44b8-aae0-70b951a47b72","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Laundry Trough & Tapware"
"eefc0abb-6d02-452f-83eb-07d43b250d47","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Washing Machine Stops"
"70b7967f-3c49-4556-9f10-e34ef074053d","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Toilet & Cistern"
"754de433-40dc-414d-afd5-1e7ef5162a94","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Wash Basin & Tapware"
"ef6fc6ab-2e82-437b-bfab-5d45d420fd63","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Shower & Tapware"
"78944eb2-e3f5-4252-b674-376cd56cc48a","","not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Fit-off","FO Fit-off Bath & Tapware"
"eb232318-b312-49d1-892d-f418b05bfba8","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Testing"
"aafeebfa-80fe-42e8-8761-715a150cd16c","","not-started","TST Test Drainage Pipework (Above Ground)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Testing","TST Test Drainage Pipework (Above Ground)"
"62a54ff2-ed63-4b02-84d7-abca58e1a154","","not-started","TST Test Water Services Pipework","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Testing","TST Test Water Services Pipework"
"f3198334-21fa-47ba-910a-963a2615276c","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Commissioning"
"8dcdf059-406b-48c5-ac6e-4d83fa0b6710","","not-started","COM Commission Water Services (Check Meter)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Commissioning","COM Commission Water Services (Check Meter)"
"d24702f1-80d4-4bfa-b239-249de8ad4ef2","","not-started","COM Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Commissioning","COM Commission Hot Water Generating Plant"
"bb69552e-898b-4419-bc09-021c3d941296","","not-started","COM Commission Final Handover","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-1","Commissioning","COM Commission Final Handover"
"6fdb4d5d-e59f-405f-9d66-0b613420dfe2","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2"
"8e67d05a-b146-4860-b181-030e050c381c","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Sanitary Plumbing"
"07a551ad-8a8c-43d3-ac75-bf80b535576c","","not-started","SD Install Sewer (Wastes & Vents)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Sanitary Plumbing","SD Install Sewer (Wastes & Vents)"
"e027ad64-4aaa-4667-b22e-d4d7dd6db85a","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Downpipes"
"2bad64b1-cfee-47ba-a10f-13f533482624","","not-started","DP Install Roof Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Downpipes","DP Install Roof Downpipes"
"3d147b22-46f0-420b-912c-37fed6e670f3","","not-started","DP Install Balcony Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Downpipes","DP Install Balcony Downpipes"
"2af673c9-fb71-46df-8e21-65778a396359","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Water Services"
"12597821-1c04-4385-be0f-5663cec61649","","not-started","WT Install Water Services (Rough-ins)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Water Services","WT Install Water Services (Rough-ins)"
"af0bf42a-8962-4467-8d94-dfae781ef1c6","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off"
"4931d9a5-8766-42e3-87ad-ed04c27bc872","","not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"890259ab-eacc-41ff-80cc-fb80382d4da4","","not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Dishwasher"
"c6f59d81-2a14-438e-9ae8-0b2e0bd202dc","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Laundry Trough & Tapware"
"d0f03753-ea8d-4106-b96b-1db56b1ab73c","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Washing Machine Stops"
"9deb2259-baee-46e1-b299-645a78eb25c5","","not-started","FO Fit-off Toilet & Cistern","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Toilet & Cistern"
"2dd14c6e-230d-4f75-8923-17b8d23a5590","","not-started","FO Fit-off Wash Basin & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Wash Basin & Tapware"
"3caa517f-86dd-40e5-9714-a878cba1173e","","not-started","FO Fit-off Shower & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Shower & Tapware"
"5ef54449-8748-41bf-a737-b90193f69479","","not-started","FO Fit-off Bath & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Fit-off","FO Fit-off Bath & Tapware"
"7669563d-6d5c-4ac5-be53-1910b54eb9a9","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Testing"
"e1843a1c-e76e-43c9-a502-21f738d29e52","","not-started","TST Test Drainage Pipework (Above Ground)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Testing","TST Test Drainage Pipework (Above Ground)"
"2a182e22-bdbc-4196-9308-95a17384cea0","","not-started","TST Test Water Services Pipework","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Testing","TST Test Water Services Pipework"
"cee2c266-7e92-4880-b000-4c2161c75d6d","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Commissioning"
"9599f704-eaee-4bb0-8964-ee39f66726a7","","not-started","COM Commission Water Services (Check Meter)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Commissioning","COM Commission Water Services (Check Meter)"
"1451802f-a51f-4b66-b771-ca0b1e665594","","not-started","COM Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Commissioning","COM Commission Hot Water Generating Plant"
"2151fc05-a77a-43a6-8dc0-f621c19bc1ab","","not-started","COM Commission Final Handover","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-2","Commissioning","COM Commission Final Handover"
"22b71972-31a8-4e7a-831a-57d8407ce180","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3"
"5c89fef5-453b-4d82-98f3-fb06a4c9082f","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Sanitary Plumbing"
"44ae88d5-22e8-4089-8940-b035c7f1e336","","not-started","SD Install Sewer (Wastes & Vents)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Sanitary Plumbing","SD Install Sewer (Wastes & Vents)"
"15ff1edd-9fe5-42ce-bf54-f798c5297396","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Downpipes"
"bcfd495c-406d-48dc-a420-4ce4710e72ea","","not-started","DP Install Roof Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Downpipes","DP Install Roof Downpipes"
"ebf9dd48-d0ef-44e7-8646-6ed9ec9b40d7","","not-started","DP Install Balcony Downpipes","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Downpipes","DP Install Balcony Downpipes"
"1936222a-aedc-45e9-a0da-69ee7b27fc53","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Water Services"
"6870fb23-1725-4446-bfb4-c4769d5a2296","","not-started","WT Install Water Services (Rough-ins)","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Water Services","WT Install Water Services (Rough-ins)"
"13dfe84f-7880-436c-92ee-5572b017c9f5","","not-started","","folder","TRUE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off"
"fc43e4dd-1fee-4ea2-8875-1a45b0fb2bb8","","not-started","FO Fit-off Kitchen Sink & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Kitchen Sink & Tapware"
"1ef8d0c3-ac23-4e34-9bd9-ef1742d0f13b","","not-started","FO Fit-off Dishwasher","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Dishwasher"
"151d7f05-dc54-46ef-bb84-fbf79bfdee31","","not-started","FO Fit-off Laundry Trough & Tapware","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Laundry Trough & Tapware"
"74809504-2049-4628-bb97-e9b7294a0826","","not-started","FO Fit-off Washing Machine Stops","checklist","FALSE","FALSE","Site QA","Plumbing","Town Houses Plumbing","Townhouse-3","Fit-off","FO Fit-off Washing Machine Stops"
