Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Townhouses Plumbing Overall Progress,,,,,,
,Scope,,,Town Houses Plumbing,,
,Rows,,,,,
,,Town Houses Plumbing,dynamic,Site QA,Plumbing,Town Houses Plumbing
,Columns,,,,,
,,SD Install Sewer (Wastes & Vents),,SD Install Sewer (Wastes & Vents),,
,,DP Install Roof Downpipes,,DP Install Roof Downpipes,,
,,DP Install Balcony Downpipes,,DP Install Balcony Downpipes,,
,,WT Install Water Services (Rough-ins),,WT Install Water Services (Rough-ins),,
,,FO Fit-off Kitchen Sink & Tapware,,FO Fit-off Kitchen Sink & Tapware,,
,,FO Fit-off Dishwasher,,FO Fit-off Dishwasher,,
,,FO Fit-off Laundry Trough & Tapware,,FO Fit-off Laundry Trough & Tapware,,
,,FO Fit-off Washing Machine Stops,,FO Fit-off Washing Machine Stops,,
,,FO Fit-off Toilet & Cistern,,FO Fit-off Toilet & Cistern,,
,,FO Fit-off Wash Basin & Tapware,,FO Fit-off Wash Basin & Tapware,,
,,FO Fit-off Shower & Tapware,,FO Fit-off Shower & Tapware,,
,,FO Fit-off Bath & Tapware,,FO Fit-off Bath & Tapware,,
,,TST Test Drainage Pipework (Above Ground),,TST Test Drainage Pipework (Above Ground),,
,,TST Test Water Services Pipework,,TST Test Water Services Pipework,,
,,COM Commission Water Services (Check Meter),,COM Commission Water Services (Check Meter),,
,,COM Commission Hot Water Generating Plant,,COM Commission Hot Water Generating Plant,,
,,COM Commission Final Handover,,COM Commission Final Handover,,
,,Downpipes,,Downpipes,,
,,,,,,
Ground Level Plumbing Overall Progress,,,,,,
,Scope,,,Ground Level Plumbing ,,
,Rows,,,,,
,,Ground Level Plumbing ,dynamic,Site QA,Plumbing,Ground Level Plumbing 
,Columns,,,,,
,,MET Install Water Meter Assembly (Authority),,MET Install Water Meter Assembly (Authority),,
,,WT Install Water Services (Mains/Risers),,WT Install Water Services (Mains/Risers),,
,,FS Install Fire Service (Mains/Risers),,FS Install Fire Service (Mains/Risers),,
,,FS Install Fire Booster Assembly,,FS Install Fire Booster Assembly,,
,,FS Install Fire Service (Hydrants),,FS Install Fire Service (Hydrants),,
,,PNO Install Penetrations,,PNO Install Penetrations,,
,,,,,,
Basement Plumbing Overall Progress,,,,,,
,Scope,,,Basement Plumbing,,
,Rows,,,,,
,,Basement Plumbing,dynamic,Site QA,Plumbing,Basement Plumbing
,Columns,,,,,
,,SD Install Sewer (Stacks & Vents),,SD Install Sewer (Stacks & Vents),,
,,SD Install Sewer (Wastes & Vents),,SD Install Sewer (Wastes & Vents),,
,,WT Install Water Services (Mains/Risers),,WT Install Water Services (Mains/Risers),,
,,FS Install Fire Service (Mains/Risers),,FS Install Fire Service (Mains/Risers),,
,,DP Install Roof Downpipes,,DP Install Roof Downpipes,,
,,DP Install Balcony Downpipes,,DP Install Balcony Downpipes,,
,,PL Install Pump Lines,,PL Install Pump Lines,,
,,,,,,
Drainage Overall Progress,,,,,,
,Scope,,,Drainage,,
,Rows,,,,,
,,Basement,dynamic,Site QA,Drainage,Basement
,,Ground Level,dynamic,Site QA,Drainage,Ground Level
,Columns,,,,,
,,SW Install Storm Water Drainage (In-ground),,SW Install Storm Water Drainage (In-ground),,
,,TST Test Drainage Pipework (In-ground),,TST Test Drainage Pipework (In-ground),,
,,PE Install Drainage Tank/Interceptor,,PE Install Drainage Tank/Interceptor,,
,,PE Install Drainage Pump Station,,PE Install Drainage Pump Station,,
,,COM Commission Stormwater Tank,,COM Commission Stormwater Tank,,
,,COM Commission Drainage Pump Station (In-Ground),,COM Commission Drainage Pump Station (In-Ground),,
,,PE Install Water Storage Tank,,PE Install Water Storage Tank,,
,,Spoon & Strip Drain Connections,,Spoon & Strip Drain Connections,,
,,SD Install Sewer Drainage (In-ground),,SD Install Sewer Drainage (In-ground),,
,,LPD Connection,,LPD Connection,,
