Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Level 13 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 13,Balconies
,Rows,,,,,
,,Level 13,dynamic,Level 13,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 14 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 14,Balconies
,Rows,,,,,
,,Level 14,dynamic,Level 14,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 15 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 15,Balconies
,Rows,,,,,
,,Level 15,dynamic,Level 15,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 16 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 16,Balconies
,Rows,,,,,
,,Level 16,dynamic,Level 16,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 17 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 17,Balconies
,Rows,,,,,
,,Level 17,dynamic,Level 17,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 18 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 18,Balconies
,Rows,,,,,
,,Level 18,dynamic,Level 18,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 19 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 19,Balconies
,Rows,,,,,
,,Level 19,dynamic,Level 19,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 20 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 20,Balconies
,Rows,,,,,
,,Level 20,dynamic,Level 20,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 21 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 21,Balconies
,Rows,,,,,
,,Level 21,dynamic,Level 21,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 22 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 22,Balconies
,Rows,,,,,
,,Level 22,dynamic,Level 22,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
,,,,,,
Level 23 - Balconies Progress,,,,,,
,Scope,,,Site QA,Level 23,Balconies
,Rows,,,,,
,,Level 23,dynamic,Level 23,Balconies,Site QA
,Columns,,,,,
,,Internal and external caulking,,Internal and external caulking,,
,,Right and left bead,,Right and left bead,,
,,Glass condition,,Glass condition,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,
,,Slider condition,,Slider condition,,
