"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"00f671b1-f075-4958-bf5d-6330f40348ce","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA/ITP's"
"26020119-a351-40f8-8d56-6ab9212294b3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing"
"e5c20a9d-dd3a-47f6-8815-a2f70f98de84","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel"
"08bbb68a-d776-4b56-9279-2d5854b0d100","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1"
"9d90335b-1d74-4636-a5b1-48fe80dbe4aa","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0101"
"bb5bb844-16ed-4951-9273-463e422d1dee","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0101","Shower/WC"
"11b4f96c-8fa7-4514-8b9d-8e69833be35a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0102"
"3c5f6cf5-6bcc-4670-aef7-67f442198c08","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0102","Shower/WC"
"03a02169-8250-425d-bc4c-ff6c4d200a3c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0103"
"8e905a59-4711-42a9-ad57-14ebae59694a","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0103","Shower/WC"
"b0a943c5-5177-4c08-8696-a9c64b7d41cf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0104"
"6919556a-5f27-457f-8cdf-fcfe550f88f3","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0104","Shower/WC"
"3093ee3c-f95a-4aa4-aa69-7c164a652b43","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0105"
"b2e6cfd6-5e79-4b87-bb3f-0db417415d95","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0105","Shower/WC"
"4ab405ea-62fd-4221-a70e-c6e5c91b09d3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0106"
"1fb52020-ab02-465b-ad62-4cef51c374d2","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0106","Shower/WC"
"c64e28c3-8856-4814-92d1-7150062e6fa4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0107"
"28946a48-d124-4edb-93e6-a456fd6542e7","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0107","Shower/WC"
"947f3c65-77e3-4be2-b313-d8d3dec4cca8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0108"
"9073a714-b8ad-4b2c-9d20-40f5fb5c4454","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0108","Shower/WC"
"22b3b2ee-68ef-47f7-af9b-652472785520","","folder-normal","not-started","","step","TRUE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0109"
"d8d15b34-7c8d-4ac6-9e6b-b98a2ffa3aaa","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","Site QA/ITP's","Waterproofing","Hotel","Level 1","L0109","Shower/WC"
