"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2f39ded2-7eaa-4b1a-8aff-1387b95e1a18","","folder-normal","","","step","TRUE","FALSE","Site QA"
"9b94ad7e-a344-4bd6-ae41-458c1c1fb39f","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage"
"d52ba607-2601-402c-b404-afb2784ce479","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 11"
"40d1fa5d-a25f-4100-9398-62eeacf88e41","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 11","Drainage"
"1946ed73-aadb-438e-9716-d53e8d64b56e","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 11","Drainage","SD Install Sewer/Stormwater Drainage"
"79d671c5-4ab8-4979-a6f7-50c6d659b9da","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 11","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"d4ccb84d-7041-43a8-a4b7-0024d71b1429","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 11","Drainage","TST Test Sewer/Stormwater Drainage"
"d13e4e06-324b-4855-90c8-3909b0154d64","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 11","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"509f547e-999f-4c4a-939c-9240373c51b2","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 12"
"d98bd3dd-64c4-4615-814c-b61aec2fcfd8","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 12","Drainage"
"ba11463c-5183-4dd4-9498-3f9f0fc97bb0","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 12","Drainage","SD Install Sewer/Stormwater Drainage"
"f18e5079-6bc6-4639-8779-144524671f61","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 12","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"6a1196a8-2d14-4ce5-879d-d591b69df996","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 12","Drainage","TST Test Sewer/Stormwater Drainage"
"ea2a3d01-e47d-4cda-912a-c1e3e5ed0912","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 12","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"aa246132-6895-429e-81c2-9c5a8b99d7a7","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 13"
"f30cb25d-9302-4f71-9be9-c7ad909763e5","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 13","Drainage"
"0d582af6-72e2-44cf-a40a-2c91bf62dccb","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 13","Drainage","SD Install Sewer/Stormwater Drainage"
"59f897f6-45a3-4317-b0c2-2a83d118db7b","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 13","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"80144333-04fa-43fc-8402-e2386560aee5","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 13","Drainage","TST Test Sewer/Stormwater Drainage"
"7be87b11-d745-48d2-85bf-5c108a1a1093","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 13","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"d46c0df2-c125-408b-ab11-af3cbb29785d","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 14"
"9f79c216-ca4d-4ac9-85eb-8ddb374c071b","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 14","Drainage"
"d16c2ef9-afb4-4c84-aadb-733405392153","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 14","Drainage","SD Install Sewer/Stormwater Drainage"
"06281b99-b171-44f8-9252-e5238ffb6e4a","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 14","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"b4b86faa-bf15-4bfa-ad4b-17666b0ac371","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 14","Drainage","TST Test Sewer/Stormwater Drainage"
"ee7c7b15-361d-4033-b2d8-2612b0495cd8","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 14","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"da93a791-315b-4413-b2be-70c6262debb1","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 15"
"fbaf4c34-0c3c-4af7-b421-3c3835569746","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 15","Drainage"
"58903522-7bfc-4f13-a12a-c065b9239c13","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 15","Drainage","SD Install Sewer/Stormwater Drainage"
"2b38f85f-ee6e-468c-9aa0-97dbd6bb4f07","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 15","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"421e1de7-bdb4-480c-944e-2b61d6c58638","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 15","Drainage","TST Test Sewer/Stormwater Drainage"
"9322cd60-cc84-42ee-ba78-043af1ce2619","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 15","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"45e4eb0b-7012-4c8a-bdbd-d2b0d0b537ee","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 16"
"237ab7fa-d98b-447b-ab8b-27b8713d2866","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 16","Drainage"
"cc301ec4-9c70-43da-abdc-49424346423a","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 16","Drainage","SD Install Sewer/Stormwater Drainage"
"6d7b55ae-097c-4da3-bcc1-b20278b0e1de","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 16","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"8b6776bc-b654-4b1a-b5ce-71a103c91a2c","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 16","Drainage","TST Test Sewer/Stormwater Drainage"
"4c868461-5c84-4bcd-99a8-2067ad2df086","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 16","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"91a9361e-2c6c-4173-a37d-4635720fd9b6","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 17"
"c168b651-b0dc-48a6-ac3d-314077c01184","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 17","Drainage"
"2d0b5aa9-af4d-4944-a08a-0d42851678ec","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 17","Drainage","SD Install Sewer/Stormwater Drainage"
"592cd95a-c20e-4a64-91d5-d9ed6364b787","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 17","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"0c127cd8-0284-4e29-ae15-de2dc6e16144","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 17","Drainage","TST Test Sewer/Stormwater Drainage"
"79419b81-14d6-4dbc-896d-6677e267a5cc","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 17","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"13083309-80b9-4002-954c-e9f593cca523","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 26"
"2aa57f98-a7fa-4621-a77e-612c0ec4ca6c","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 26","Drainage"
"ad50ee41-4648-476d-9dce-210046947dcb","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 26","Drainage","SD Install Sewer/Stormwater Drainage"
"be5d8efa-1aa5-424c-8965-bba033f012a4","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 26","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"ce72803c-7a91-41d8-945f-9138673dee2c","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 26","Drainage","TST Test Sewer/Stormwater Drainage"
"8e29afb2-b69b-49ee-96df-78f5d6fef0a9","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 26","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"0cca3487-ae14-4727-9d8e-50b4928c3d2c","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 27"
"b469d314-78a9-41af-93f7-321d68cea723","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 27","Drainage"
"61d9d2b9-b1bf-47ee-bf99-d60d401d0bb7","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 27","Drainage","SD Install Sewer/Stormwater Drainage"
"5210685d-9fbe-46fe-995e-5e41edb7ab37","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 27","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"2433eb6d-c8a0-4fba-9d4b-ab1673082b27","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 27","Drainage","TST Test Sewer/Stormwater Drainage"
"ae73a81f-5f06-4157-acd7-e8eff9fa1daa","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 27","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"56590e51-331d-4c9c-af8d-5748062132c7","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 28"
"76f39c25-ba7c-43cb-9c68-f522eb77c6e0","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 28","Drainage"
"b75f5df8-8314-4547-ae9e-46a97a6fe95b","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 28","Drainage","SD Install Sewer/Stormwater Drainage"
"b9c8ec25-dcd5-4fd0-8b77-3537fef6712a","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 28","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"c01f7c18-461d-4e01-af88-0404318c0587","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 28","Drainage","TST Test Sewer/Stormwater Drainage"
"70e6424d-5489-4303-a362-5425a9da9e06","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 28","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"c58ae6bc-0e14-430e-829e-1549ee41f1fd","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 29"
"21fa0dca-d3c6-4128-9b0e-7d9ab25d9d3c","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 29","Drainage"
"fcc7257e-2a10-4c1d-a285-e7a575d6742c","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 29","Drainage","SD Install Sewer/Stormwater Drainage"
"203493a8-e735-4926-91dd-c7f2a21103a0","","checklist-sectioned","","SD Install Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 29","Drainage","SD Install Sewer/Stormwater Drainage","SD Install Sewer/Stormwater Drainage"
"1ff6a22b-d303-44fe-920d-498e8a930722","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 29","Drainage","TST Test Sewer/Stormwater Drainage"
"bf1d9d4c-b0f0-451f-aff2-905bf2ab799b","","checklist-sectioned","","TST Test Sewer/Stormwater Drainage","checklist","FALSE","FALSE","Site QA","Drainage","Lot 29","Drainage","TST Test Sewer/Stormwater Drainage","TST Test Sewer/Stormwater Drainage"
"40fa7685-fd11-4b77-b2c4-ea383c78f664","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 30"
"bb184546-f52c-45fc-b051-8691a7027130","","folder-normal","","","step","TRUE","FALSE","Site QA","Drainage","Lot 30","Drainage"
