type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Replacement Adhesive fixed ,,,,,,
checkpoint,Identify Panel ,,,,,,
label,Upload Architectural Drawings ,,,,,,
checkpoint,Photograph Damage panel ,,,,,,
checkpoint,Condition of Ridged Wall underlay ,,,,,,
label,Photo RWU,,,,,,
checkpoint,Confirm rails are in flat plane ,,,,,,
label,Photograph using level to show plane of wall ,,,,,,
checkpoint,Confirm rail set out is correct ,,,,,,
label,Photograph Rail set out ,,,,,,
checkpoint,primers to new sheet ,,,,,,
label,Photograph primer being installed to new sheet ,,,,,,
checkpoint,Primer installed to rails ,,,,,,
label,Photograph primer being install to rail system ,,,,,,
checkpoint,Apply adhesive ,,,,,,
label,Photograph adhesive ,,,,,,
checkpoint,Sheet install complete ,,,,,,
label,Photograph new sheet installed ,,,,,,
checkpoint,Final inspection of finish sheet ,,,,,,
label,Upload site report ,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Replacement of mechanically fix sheets ,,,,,,
checkpoint,Identify Panel ,,,,,,
label,Upload Architectural Drawings ,,,,,,
checkpoint,Photograph Damage panel ,,,,,,
checkpoint,Condition of Ridged Wall underlay ,,,,,,
label,Photo RWU,,,,,,
checkpoint,Confirm Timber battens are in flat plane ,,,,,,
label,Photograph using level to show plane of wall ,,,,,,
checkpoint,Confirm rail set out is correct ,,,,,,
label,Phot graph Rail set out ,,,,,,
checkpoint,Screw patten ,,,,,,
label,Photograph screw set of new sheet ,,,,,,
checkpoint,Sheet install complete ,,,,,,
label,Photograph new sheet installed ,,,,,,
checkpoint,Final inspection of finish sheet ,,,,,,
label,Upload site report ,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Sign off,,,,,,
checkpoint,Campbell Pope inspection ,,,,,,
label,upload site report ,,,,,,
checkpoint,Photograph of finished elevation ,,,,,,
