"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"North Elevation","dynamic","north elevation"
,,"East Elevation","dynamic","east elevation"
,,"South Elevation","dynamic","south elevation"
,,"West Elevation","dynamic","west elevation"
,,"Level 2 Hallway","dynamic","level 2 hallway"
,"Columns"
,,"Correct size",,"correct size"
,,"Glazing frame prepped and cleaned",,"glazing frame prepped and cleaned"
,,"Check for defects",,"check for defects"
,,"Glass installed to spec",,"glass installed to spec"
,,"Sufficient cover on glass perimeter",,"sufficient cover on glass perimeter"
,,"Glazing wedge installed to spec",,"glazing wedge installed to spec"
,,"Backing wedge to spec",,"backing wedge to spec"
,,"Trade cleaned",,"trade cleaned"
,,"Final photo taken",,"final photo taken"

"North Elevation - Detailed Progress"
,"Scope",,,"north elevation"
,"Rows"
,,"Level 1","dynamic","level 1","north elevation"
,,"Level 2","dynamic","level 2","north elevation"
,,"Level 3","dynamic","level 3","north elevation"
,"Columns"
,,"Correct size",,"correct size"
,,"Glazing frame prepped and cleaned",,"glazing frame prepped and cleaned"
,,"Check for defects",,"check for defects"
,,"Glass installed to spec",,"glass installed to spec"
,,"Sufficient cover on glass perimeter",,"sufficient cover on glass perimeter"
,,"Glazing wedge installed to spec",,"glazing wedge installed to spec"
,,"Backing wedge to spec",,"backing wedge to spec"
,,"Trade cleaned",,"trade cleaned"
,,"Final photo taken",,"final photo taken"

"East Elevation - Detailed Progress"
,"Scope",,,"east elevation"
,"Rows"
,,"Level 1","dynamic","level 1","east elevation"
,,"Level 2","dynamic","east elevation","level 2"
,,"Level 3","dynamic","east elevation","level 3"
,"Columns"
,,"Correct size",,"correct size"
,,"Glazing frame prepped and cleaned",,"glazing frame prepped and cleaned"
,,"Check for defects",,"check for defects"
,,"Glass installed to spec",,"glass installed to spec"
,,"Sufficient cover on glass perimeter",,"sufficient cover on glass perimeter"
,,"Glazing wedge installed to spec",,"glazing wedge installed to spec"
,,"Backing wedge to spec",,"backing wedge to spec"
,,"Trade cleaned",,"trade cleaned"
,,"Final photo taken",,"final photo taken"

"South Elevation - Detailed Progress"
,"Scope",,,"south elevation"
,"Rows"
,,"Level 1","dynamic","level 1","south elevation"
,,"Level 2","dynamic","south elevation","level 2"
,,"Level 3","dynamic","south elevation","level 3"
,"Columns"
,,"Correct size",,"correct size"
,,"Glazing frame prepped and cleaned",,"glazing frame prepped and cleaned"
,,"Check for defects",,"check for defects"
,,"Glass installed to spec",,"glass installed to spec"
,,"Sufficient cover on glass perimeter",,"sufficient cover on glass perimeter"
,,"Glazing wedge installed to spec",,"glazing wedge installed to spec"
,,"Backing wedge to spec",,"backing wedge to spec"
,,"Trade cleaned",,"trade cleaned"
,,"Final photo taken",,"final photo taken"

"West Elevation - Detailed Progress"
,"Scope",,,"west elevation"
,"Rows"
,,"Level 2","dynamic","level 2","west elevation"
,,"Level 3","dynamic","level 3","west elevation"
,"Columns"
,,"Correct size",,"correct size"
,,"Glazing frame prepped and cleaned",,"glazing frame prepped and cleaned"
,,"Check for defects",,"check for defects"
,,"Glass installed to spec",,"glass installed to spec"
,,"Sufficient cover on glass perimeter",,"sufficient cover on glass perimeter"
,,"Glazing wedge installed to spec",,"glazing wedge installed to spec"
,,"Backing wedge to spec",,"backing wedge to spec"
,,"Trade cleaned",,"trade cleaned"
,,"Final photo taken",,"final photo taken"

"Level 2 Hallway - Detailed Progress"
,"Scope",,,"level 2 hallway"
,"Rows"
,,"Level 2 Hallway","grouping","level 2 hallway"
,,"Hall - W20a",,"level 2 hallway","hall - w20a"
,"Columns"
,,"Correct size",,"correct size"
,,"Glazing frame prepped and cleaned",,"glazing frame prepped and cleaned"
,,"Check for defects",,"check for defects"
,,"Glass installed to spec",,"glass installed to spec"
,,"Sufficient cover on glass perimeter",,"sufficient cover on glass perimeter"
,,"Glazing wedge installed to spec",,"glazing wedge installed to spec"
,,"Backing wedge to spec",,"backing wedge to spec"
,,"Trade cleaned",,"trade cleaned"
,,"Final photo taken",,"final photo taken"

