type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Apartment #,,,,,,
section,Details,,,,,,
checkpoint,Has area been handed over by W & H,,,,,,
checkpoint,All service nogs installed,,,,,,
checkpoint,TV nogs installed,,,,,,
checkpoint,Timber on pod installed,,,,,,
checkpoint,Door framing opening correct,,,,,,
checkpoint,Door framing plumb,,,,,,
checkpoint,Door installed correctly,,,,,,
,,,,,,,
checklist,Common Area Doors,,,,,,
section,Details,,,,,,
checkpoint,Has area been handed over by W & H,,,,,,
checkpoint,Door framing opening correct,,,,,,
checkpoint,Door framing plumb,,,,,,
checkpoint,Door installed correctly,,,,,,
