"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f1ec6e51-e50e-45f1-a8ed-a4a466a7ebda","","folder-normal","pass","","step","TRUE","FALSE","Main building"
"4143921c-5eaf-428d-bbe8-48dd2ad5d81b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Main building","Basement 1"
"f55012a4-f9b2-4fc4-89b3-ecfa3aa69a7c","","folder-normal","pass","","step","TRUE","FALSE","Main building","Level 1"
"677e16fe-7ffa-47ee-8046-7b9be3114b29","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P11"
"e48c610a-5e5a-41a7-a8da-b5b136c74969","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P12"
"77b3b5a6-ceba-4e44-b46a-27fce65ff883","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P13"
"bac0cb3e-ca27-4d84-9f85-04684d0535dd","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P14"
"75dd8ec1-bcbe-488e-9489-4c32b598d7c1","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P15"
"5830d88a-4eed-4695-9fff-e7603fddd144","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P16"
"ac44a042-6603-4012-ae90-8ef576beabe2","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P17"
"4e5400a8-a47b-4b9b-ba04-18465553933b","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P18"
"9249bdfb-e649-4bf1-9354-361a7d5a8949","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P19"
"c7dea616-88ea-46cf-898d-e774fb69c8cc","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P20"
"151df66a-91f1-41e0-a0da-3a3c80811d9f","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P21"
"c6c77524-f360-4438-a45e-540612f7a3d0","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P23"
"5a9865b5-7602-4f6f-b430-df4ee844b34b","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P24"
"826ff13c-483d-4466-ba2b-8c4f3af15a78","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P25"
"c07f0153-c168-4fb3-b825-9e87d2b65a7a","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P26"
"85386d66-31ce-41b2-9106-a3a3a992fd91","","checklist-sectioned","pass","1cee4cadbe3768f6b1541da6f5f2053615a3a6ed1d16db754849be3a00dbc114","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P27"
"4be48a68-e9fa-4c8a-8dcc-b67d28e029ad","","checklist-sectioned","pass","8b19975b390db2488f718d230d6e2ea23acb279f35af32137cdf7fefa695df89","checklist","FALSE","FALSE","Tower 1","Level 7","T1-L7P28"
"b941b927-29e5-443a-bb67-da394a987561","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 8"
"73fef904-75de-4f6c-a11f-e9c75a3d36cd","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P01"
"fcfae8e1-d4c8-4b79-9924-336509a950e5","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P02"
"9b444d9c-638c-43ec-b1c7-8b1d002a8da9","","checklist-sectioned","pass","0d043e9897a86cca812eb80a6946cbda7bd7c93447d8bce292dd87ad2f057d66","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P03"
"4152edb6-e2b3-4ca6-a8da-0b5f22150dec","","checklist-sectioned","pass","0d043e9897a86cca812eb80a6946cbda7bd7c93447d8bce292dd87ad2f057d66","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P04"
"e0d6d816-18be-4923-98af-8845b5b878ea","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P05"
"cedbff0b-57cf-42c9-9500-4d3b28981a30","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P06"
"561f1bd2-f90b-48cb-942f-dee46fb8b9d2","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P07"
"994345fb-7771-479d-a315-41e8b7ec0994","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P08"
"22e88c33-bfeb-49a3-98f1-b813fba87d57","","checklist-sectioned","pass","0d043e9897a86cca812eb80a6946cbda7bd7c93447d8bce292dd87ad2f057d66","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P09"
"89d02aa3-1862-4545-8584-d21bed23d691","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P21"
"ceb6a109-2559-43d0-815b-d019f6406099","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P26"
"c86f6ae5-15d5-47b0-b91b-200be6c2b544","","checklist-sectioned","pass","548f263663617f59b47f7e8b05b91f807df5fc29d6e12c92e0e988a329f95be0","checklist","FALSE","FALSE","Tower 1","Level 8","T1-L8P27"
"884e4fe1-e56f-429d-8f56-cfd603e6864f","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 9"
"2d327604-9c87-4d80-bb8c-cc719dbd8987","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P01"
"04c4018f-e974-408e-9102-687ade7d06e2","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P02"
"815c8661-1f7e-4232-bc28-5a9ea0d62138","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P03"
"54ce47ad-863a-44e5-9552-7936aeb39640","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P08"
"49653e01-074e-46b1-a64b-251e42c58413","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P09"
"6aaa4af6-b229-48f5-af52-fc5ad94fc790","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P10"
"a4709e4e-36e2-41e1-8b3a-01d1f912b32d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P11"
"18060c38-4ad0-4446-b46c-648c9bad8ae2","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P12"
"f3f419be-e7db-412c-8ad4-48e99024c4c5","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P13"
"2def3b33-8bd7-4cf3-aa6f-eee29de0f663","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P14"
"37b856af-1863-408d-a6b5-97287e095980","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P15"
"6a5428b5-4f66-40d7-8cb5-c58fa2dc9a84","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P16"
"eec0fb02-d597-4fe2-beb9-586f120df142","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P17"
"e609a482-2c0e-422e-92b3-cf2992f80a61","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P18"
"d304fc41-5712-46ed-a3f1-24e9f44c030d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P19"
"71c5f366-7289-4e68-8e32-1c0d088ec5ee","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P20"
"1d0c299d-5c0e-4af6-ba0f-afe369b04a9f","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P21"
"1903dcd1-c219-4b20-849f-1ab96ad015cf","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P23"
"1c2d6567-3fe2-4ca5-9c3a-cf14ac454259","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P24"
"611f4a2a-b9ea-4401-90f7-0a15c541769c","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P25"
"af6d147d-2cfc-4ed4-9050-d2eba2de4feb","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P28"
"052bad58-b38a-4cee-aae9-fc9dbe8dffc2","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P06"
"f120adbc-725a-403c-8258-82214f214593","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P27"
"923f8d9d-10ff-4d22-95b8-b02b7d0fcb0f","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P26(2)"
"4bc488d8-52fc-44f4-89c4-12453facb805","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P04"
"9f176b78-8b1e-4ba4-b8bc-229286cd8d4d","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 9","T1-L9P26"
"52b69228-7e6a-443f-8c85-e55a8363e291","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 10"
"e7a70c48-62fd-421b-822b-742873ba1217","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P01"
"aeb35272-1643-4b45-8b85-c59500a98579","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P02"
"0f78331a-79fb-4d0a-bb7b-a5b5ecb13944","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P03"
"9bec05ef-d498-4118-8a73-6cbcd688b4e6","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P04"
"a0e35980-d0b4-4386-a3d3-9dd0a1675c2a","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P06"
"0194cda5-ad1c-4f6f-aa86-189b206ea3f8","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P08"
"6a5639a1-cfba-4c28-83ad-198e44c07613","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P09"
"75f714b1-7854-4ef3-b78f-f63610af8018","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P21"
"b8698b7f-ae32-4d96-909e-f670e8232732","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P26"
"91615a42-d7fd-42a3-a72c-903a0432ef5f","","checklist-sectioned","pass","18e0e8461ac2864fcd106a43fc6600e8608a9d0355d3afda55c2a7d24437d8e3","checklist","FALSE","FALSE","Tower 1","Level 10","T1-L10P27"
"6bacf3ae-69fd-4281-82ac-56913aa21435","","folder-normal","fail","","step","TRUE","FALSE","Tower 1","Level 11"
"9e924e6f-9539-4db1-b682-6f4dfd2a0dcc","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P01"
"2e0b4208-b89e-401b-af31-0b8af58ff81b","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P01(2)"
"3a71a820-ea6d-44f5-988a-f6e99b37f395","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P02"
"35d39463-63b2-463c-ac46-6c7d872ce270","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P03"
"5349188d-c110-45a2-af13-68a21bcbd85e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P04"
"a7400161-6f2c-46fe-8871-006756aaa6cb","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P06"
"9e43d80a-761b-4cc8-a3db-ca70d7362766","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P08"
"307d73bc-740f-416a-8a07-3817eba6629c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P09"
"02333729-222d-4a8d-a644-dfdfbf8a18b7","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P10"
"b19c7c5c-af51-418e-a40d-283ddb58682f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P11"
"cc1540ab-5ff2-4ab9-aac1-d8f545ab9e5c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P12"
"95697816-5412-407a-8138-42000b0b741d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P13"
"e8cff871-ead6-4643-a1fa-fa37ca03f883","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P14"
"ab86c6ef-5895-4833-92db-177ac2542bdd","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P15"
"a7b8b613-a831-4d0e-a823-51747913505c","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P16"
"c3f1c75d-dbc4-442e-813e-ccfda62506bc","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P17"
"e5d1922a-a5b2-4dd5-9fee-55b4486f3938","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P18"
"914fb887-782b-4cdb-a2b7-4767337c050d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P19"
"26680a3a-dddf-4b93-9d18-159007ab9d28","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P20"
"b5e69676-7fa8-4db4-94b3-1c76a15c0558","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P20(2)"
"b74a9acc-5629-4cfc-96ec-0c1fe76b35cb","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P21"
"874c11b7-e61c-4874-b964-f5f3c4b17f7c","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P21(2)"
"91e02689-d11e-4b5f-832a-9291c4fb8b49","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P23"
"d9d489c7-7df2-4f74-aa85-851157efda9d","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P23(2)"
"af3d6bbc-1d08-46bd-ad0f-525a130abe03","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P24"
"5f5008ca-0a08-4796-b944-bbebdf2048b1","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P24(2)"
"96bdd61b-2206-403b-8786-3db9fe6b7296","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P25"
"111dbcc8-b894-4eea-a2e1-1a1a07e312b6","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P25(2)"
"135c98ec-6c45-43a8-bd0b-4764362bbab5","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P26"
"a01aae93-3ad1-40d5-9ebc-2e7e69cc847b","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P26(2)"
"1947c39f-d6cd-4f14-9a95-03c6a48088d5","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P27"
"45694502-385f-4b4c-bfbb-d8f521b36000","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P28"
"48e3e388-2b34-4450-8852-ef6c2711962d","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 11","T1-L11P28(2)"
"2eed5161-27b7-47f6-8843-77943a1d448c","","folder-normal","fail","","step","TRUE","FALSE","Tower 1","Level 12"
"7d7b6cb5-d89f-4e72-8c20-b68e798efa24","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P01"
"ec6208b4-7a4d-47d6-a69a-b24e7c17e632","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P02"
"6917b93d-8895-48ed-a1ca-65bf6d0dedf8","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P02(2)"
"42cdf13b-22a6-48bc-b576-dc810f6b66da","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P03"
"bad0ae35-20f0-4f3b-965c-8086d0edb179","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P03(2)"
"4f2ff422-4e84-4070-ab98-2bd0b1ae1b5e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P04"
"d663b18c-90b2-4246-be04-84e56db872d8","","checklist-sectioned","fail","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P04(2)"
"5d187bc9-96fa-44d5-be4d-e310160c733f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P06"
"3cdc4aa3-abf2-4993-a580-2e4b2935245d","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P08"
"b43bca29-a8b8-4b95-b835-4068b0b4ac88","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P09"
"8b086833-cf9c-4810-b5a9-75725ee27cb0","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P21"
"4f20d0bc-4923-4fb9-8e8b-e138ff07f728","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P26"
"d988950f-d30b-481e-9d78-815b92ff9a93","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 12","T1-L12P27"
"c44653d8-5073-4827-a17a-c8976c50065d","","folder-normal","pass","","step","TRUE","FALSE","Tower 1","Level 13"
"c2376ace-d1f5-4c3a-ad01-c37dce7a7d1f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P01"
"53ef99ba-201d-46c0-b2c6-a304c5961f4e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P02"
"1f467aaf-6ebb-49f3-87fe-4275d28b6f70","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P03"
"99d8ac8e-1915-4386-8064-9a574a30a20a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P04"
"2d4cbe0f-b54e-456e-9694-74a0249e1d05","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P06"
"f1badf9c-e917-4c16-8280-7ad7eabad3c9","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P08"
"5d0fd74b-25b8-46c3-8558-107a65eb7a70","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P09"
"5e8b0b47-4d53-44cb-9e09-2929cb3e029a","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P10"
"2c6ed0a2-1149-4dda-a7b0-9046bc6f348f","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P11"
"7c1cbc99-0cd5-479f-a41b-7b7cdeb0c2fb","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P12"
"3cb0af11-6e3a-413e-932e-d47da426ad2e","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P13"
"13741e56-34be-4f35-9c1e-7c4a07491ab6","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P14"
"0de14ac6-30df-410b-b5c1-afcd0e3879cc","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P15"
"c1652e13-cc8a-4314-ad3b-a6676090ef21","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P16"
"bd7cad90-c940-4f33-8f1a-50a828ea3ad0","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P17"
"f91bd69a-3be7-453f-86fb-6fe5b968f207","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P18"
"22a21094-3375-4ca4-80a5-9362251ba083","","checklist-sectioned","pass","Commercial Projects Checklist V5","checklist","FALSE","FALSE","Tower 1","Level 13","T1-L13P19"
