type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,QA - Corridors,,,,,,QA - Corridors
checkpoint,Copper and Ke-kelit runs,,,,,,
checkpoint,Correct version of plans and revisions,,,,,,
checkpoint,Measurement of the way/grid line,,,,,,
checkpoint,Height off floor level,,,,,,
checkpoint,Water meter position,,,,,,
checkpoint,Seismic restraints fitted where needed,,,,,,
checkpoint,Check for fireproof paint on pipework,,,,,,
checkpoint,Pressure test complete,,,,,,
,,,,,,,
checklist-flat,QA - Deck drains,,,,,,QA - Deck drains
checkpoint,Pipework complete and connected to outlets,,,,,,
checkpoint,Flood test complete,,,,,,
checkpoint,Inspection passed,,,,,,
checkpoint,Correct Pipe,,,,,,
checkpoint,Correct Gradient,,,,,,
checkpoint,Correct Brackets,,,,,,
checkpoint,Overflows moved into correct location,,,,,,
