Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,
edb3026a-fe8a-58ac-a5cf-9975528c5a3e,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L3 Plant,Drawing No. 140738 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL3-ASS-FCU-005),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
12634bdc-e32b-5ef1-92ed-4d3fb8432e96,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Future Cooling,Drawing No. 340011 (Ducting),FCUs,CRL-ITR-005 - Fan Coil Units,Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",,
64d1b3eb-3afa-51f5-a6a8-564a43ba3627,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Future Cooling,Drawing No. 340011 (Ducting),FCUs,CRL-ITR-005 - Fan Coil Units,Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",,
edb3026a-fe8a-58ac-a5cf-9975528c5a3e,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L3 Plant,Drawing No. 140738 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL3-ASS-FCU-005),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
3d2ab16d-948c-56ed-b4f9-8f176ac669b2,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L3 Plant,Drawing No. 140738 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL3-ASS-FCU-006),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
5b6825ac-d458-5489-9487-131ff843ea48,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140638 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-009),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
761ee706-8204-5f76-931a-5611fd6be028,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140638 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-010),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
261cd055-35c4-521b-98f4-6b61ef56bc32,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140638 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-011),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
160bba13-3fba-5fee-86e8-d75198a2ac5a,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-001),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
13de534a-fb44-5a1d-a4e9-389bc0f173c8,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-002),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
621f8ffd-8c02-5b47-a20f-12b39d5d12d4,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-003),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
449fe909-234c-50c9-b6a5-a5fb7182f96c,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-004),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
fb11b111-a2ed-579c-9378-1c40d81526ff,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-005),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
3911d603-38c5-5778-9024-5984179e5e11,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-006),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
89ecb3b8-4b22-5829-a084-23a94821333d,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-007),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
88a89ebe-be5f-54f6-bd29-cf669b704d99,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L2 Plant,Drawing No. 140639 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-008),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
649a1d9d-aa26-5c7e-8fa5-9302367c0f89,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L1 Plant,Drawing No. 140538 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL1-ASS-FCU-001),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
d9cddf48-fec6-53e5-abfe-0763d0a0f3fd,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L0 Wellesley East,Drawing No. 130011 (Ducting),FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL0-ASS-FCU-001),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
5dc0fba5-5309-5a7a-aa16-b0f60795e5c8,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L0 Wellesley East,Drawing No. 130011 (Ducting),FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL0-ASS-FCU-002),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
502c7925-8ca2-54d5-b84d-2258b8c2f136,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,L0 Wellesley East,Drawing No. 130011 (Ducting),FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL0-ASS-FCU-004),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
bd0c2db8-606b-59f3-9d1d-3dc881afe408,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140138 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-006),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
987be770-4822-5fa1-89a9-d919dbc0d850,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140138 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-007),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
8e420d9b-f838-5edc-a0a0-2b7a096645e9,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140139 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-001),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
d24a63d7-119d-5626-8bf8-d0908cac0b7a,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140139 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-002),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
57be4466-7cc9-51db-83f1-41d7fc403ee1,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140139 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-003),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
c044a695-9b34-5ee7-9241-8f9bba17ee50,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140139 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-004),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
2315479c-e6be-587d-ae42-346ecbb76bc9,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140139 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-005),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
834f36ec-25df-5b53-9d87-bc9b50079878,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B1,Drawing No. 140139 (Ducting) Zone 11B,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB1-ASS-FCU-008),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
bf4dd4c1-9fa5-5b67-8f1d-c585c6ce9277,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B2 Upper Floor,Drawing No. 140238 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-003),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
4214aacd-3925-5d73-9b02-b06726d3eab4,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B2 Upper Floor,Drawing No. 140238 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-004),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
ac15a24b-f487-5951-b7af-eddfa16275bb,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B2 Upper Floor,Drawing No. 140238 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-005),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
2a9a9c46-45ea-5e7e-9e65-cecb48fa547a,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B2 Upper Floor,Drawing No. 140238 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-006),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
1d9394e8-e8fe-563c-b518-557ad500a67c,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,Station Building,B2 Upper Floor,Drawing No. 140238 (Ducting) Zone 11A,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-007),Unit Second Fix QA,"Correct Fall to tundish , and water flow tested",
