Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Stormwater,,,,,,,
,Scope,,,Site QA,Stormwater,,
,Rows,,,,,,
,,Stormwater,dynamic,Stormwater,Site QA,,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Wastewater,,,,,,,
,Scope,,,Site QA,Wastewater,,
,Rows,,,,,,
,,Wastewater,dynamic,Wastewater,Site QA,,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Watermain,,,,,,,
,Scope,,,Site QA,Watermain,,
,Rows,,,,,,
,,Watermain,dynamic,Watermain,Site QA,,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Earthworks,,,,,,,
,Scope,,,Site QA,Earthworks,,
,Rows,,,,,,
,,Area 1 - Area 1A (CH1590-1730),dynamic,Site QA,Earthworks,Area 1,Area 1A (CH1590-1730)
,,Area 1 - Area 1C,dynamic,Site QA,Earthworks,Area 1,Area 1C
,,Area 1 - Area 1B,dynamic,Site QA,Earthworks,Area 1,Area 1B
,,Area 2,dynamic,Site QA,Earthworks,Area 2,
,,Area 3,dynamic,Site QA,Earthworks,Area 3,
,,Peacockes Road,dynamic,Site QA,Earthworks,Peacockes Road,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Pavement,,,,,,,
,Scope,,,Site QA,Pavement,,
,Rows,,,,,,
,,Area 1 (CH1590-1730),dynamic,Site QA,Pavement,Area 1 (CH1590-1730),
,,Area 2,dynamic,Site QA,Pavement,Area 2,
,,Area 3,dynamic,Site QA,Pavement,Area 3,
,,Peacockes Road,dynamic,Site QA,Pavement,Peacockes Road,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Surfacing,,,,,,,
,Scope,,,Site QA,Surfacing,,
,Rows,,,,,,
,,Area 1,dynamic,Surfacing,Area 1,,
,,Area 2,dynamic,Surfacing,Area 2,,
,,Area 3,dynamic,Surfacing,Area 3,,
,,Peacockes Road,dynamic,Surfacing,Peacockes Road,,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Street Lighting,,,,,,,
,Scope,,,Site QA,Street Lighting,,
,Rows,,,,,,
,,Area 1,dynamic,Street Lighting,Area 1,,
,,Area 2,dynamic,Street Lighting,Area 2,,
,,Area 3,dynamic,Street Lighting,Area 3,,
,,Peacockes Road,dynamic,Street Lighting,Peacockes Road,,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
Traffic Signals,,,,,,,
,Scope,,,Site QA,Traffic Signals,,
,Rows,,,,,,
,,Whatakooruru Drive/ Peacockes Road,dynamic,Traffic Signals,Whatakooruru Drive/ Peacockes Road,,
,,Whatakooruru Drive/ RS05,dynamic,Traffic Signals,Whatakooruru Drive/ RS05,,
,,Whatakooruru Drive/ RS06,dynamic,Traffic Signals,Whatakooruru Drive/ RS06,,
,,Peacockes Road/ RS21,dynamic,Traffic Signals,Peacockes Road/ RS21,,
,,Peacockes Road/ RS22,dynamic,Traffic Signals,Peacockes Road/ RS22,,
,Columns,,,,,,
,,QA,,Site QA,,,
,,,,,,,
"Barriers, Signs and Markings",,,,,,,
,Scope,,,Site QA,"Barriers, Signs and Markings",,
