Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Pre-Pour Inspection Progress,,,,,,
,Scope,,,site qa,,
,Rows,,,,,
,,School,dynamic,school,site qa,
,,Parish Hall,dynamic,parish hall,site qa,
,,Tower - Basement 1,dynamic,basement 1,tower,site qa
,,Tower - Lower Ground,dynamic,lower ground,tower,site qa
,,Tower - Upper Ground,dynamic,upper ground,tower,site qa
,,Tower - Level 1,dynamic,level 1,tower,site qa
,,Tower - Level 2,dynamic,level 2,tower,site qa
,,Tower - Level 3,dynamic,level 3,tower,site qa
,,Tower - Level 4,dynamic,level 4,tower,site qa
,,Tower - Level 5,dynamic,level 5,tower,site qa
,,Tower - Level 6,dynamic,level 6,tower,site qa
,,Tower - Level 7,dynamic,level 7,tower,site qa
,,Tower - Level 8,dynamic,level 8,tower,site qa
,,Tower - Level 9,dynamic,level 9,tower,site qa
,,Tower - Level 10,dynamic,level 10,tower,site qa
,,Tower - Level 11,dynamic,level 11,tower,site qa
,,Tower - Level 12,dynamic,level 12,tower,site qa
,,Tower - Level 13,dynamic,level 13,tower,site qa
,,Tower - Level 14,dynamic,level 14,tower,site qa
,,Tower - Level 15,dynamic,level 15,tower,site qa
,,Tower - Level 16,dynamic,level 16,tower,site qa
,,Tower - Level 17,dynamic,level 17,tower,site qa
,,Tower - Level 18,dynamic,level 18,tower,site qa
,,Tower - Level 19,dynamic,level 19,tower,site qa
,,Tower - Level 20,dynamic,level 20,tower,site qa
,,Tower - Level 21,dynamic,level 21,tower,site qa
,,Tower - Level 22,dynamic,level 22,tower,site qa
,,Tower - Level 23,dynamic,level 23,tower,site qa
,,Tower - Level 24,dynamic,level 24,tower,site qa
,,Tower - Level 25,dynamic,level 25,tower,site qa
,,Tower - Level 26,dynamic,level 26,tower,site qa
,,Tower - Level 27,dynamic,level 27,tower,site qa
,,Tower - Level 28,dynamic,level 28,tower,site qa
,,Tower - Level 29/Roof,grouping,tower - level 29/roof,,
,,Level 29/Roof,,level 29/roof,tower,site qa
,Columns,,,,,
,,Tendon installation as per drawings,,tendon installation as per approved drawings,pre pour / post pour,
,,Anchor & dead-end setup,,anchor and dead-end setup,pre pour / post pour,
,,Tendon chairing,,tendon chairing,pre pour / post pour,
,,Grout hose installation,,grout hose installation,pre pour / post pour,
,,Engineer inspect. mark review & closeout,,engineer inspection mark review and closeout,pre pour / post pour,
,,Pour completed,,pour completed,pre pour / post pour,
,,IR-01 (Interspan) Inspect. Report,,ir-01 (interspan) inspection report (to be uploaded as reference),pre pour / post pour,
,,TC-01 (Interspan) Pre pour Inspect.,,tc-01 (interspan) pre pour inspection (to be uploaded as reference),pre pour / post pour,
,,TC-02 (Interspan) Watching Concrete Pour,,tc-02 (interspan) watching concrete pour (to be uploaded as reference),pre pour / post pour,
,,Safe access for initial stressing,,initial stressing,safe access for initial stressing,
,,Initial Stressing - Concrete strength,,concrete strength (should be more than 7 mpa),initial stressing,
,,Initial Stressing - Anchorage & strands,,initial stressing,anchorage and strands condition,
,,Initial Stressing - Jack Calibration,,initial stressing,"jack calibration, current",
,,Initial stressing completed,,initial stressing completed,initial stressing,
,,Safe access for final stressing,,final stressing,safe access for final stressing,
,,Final Stressing - Concrete strength,,concrete strength (should be more than 22 mpa),final stressing,
,,Final Stressing - Anchorage & strands,,final stressing,anchorage and strands condition,
,,Final Stressing - Jack Calibration,,final stressing,"jack calibration, current",
,,Final stressing completed,,final stressing completed,final stressing,
,,TC-03 (Interspan) Stressing Inspection,,final stressing,tc-03 (interspan) stressing inspection (to be uploaded as reference),
,,Safe access for grouting,,safe access for grouting,grouting,
,,Anchor pockets cut & sealed,,anchor pockets cut and sealed,grouting,
,,Grout hoses condition,,grout hoses condition,grouting,
,,Grouting completed,,grouting completed,grouting,
,,TC-05 – (Interspan) Grouting,,tc-05 – (interspan) grouting (to be uploaded as reference),grouting,
