Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,,
,,Fuel Tanks - Cable Tray / Ladder,,Site QA,Fuel Farm,Lots - Cable Tray & Conduits,Fuel Tanks,Cable Tray / Ladder,,,
,Columns,,,,,,,,,,
,,Receipt of Cable Tray delivery to site & storage,,Receipt of Cable Tray delivery to site & storage,,,,,,,
,,Set out confirmed with latest AFC Drawings,,Set out to be confirmed with latest AFC Drawings,,,,,,,
,,Accessories to be factory made items,,Accessories to be factory made items,,,,,,,
,,Correct Levelling & Alignment,,Correct Levelling & Alignment,,,,,,,
,,correct bracket & safe fixing,,correct bracket and safe fixing,,,,,,,
,,Correct Bends used (Cable Ladder),,Correct Bends used (Cable Ladder),,,,,,,
,,Cable Tray Checked For Sharp Edges,,Cable Tray Checked For Sharp Edges,,,,,,,
,,Containment Earthing - As Per Standards,,Containment Earthing - As Per the Standards,,,,,,,
,,Photos attached,,Photos attached.,,,,,,,
,,,,,,,,,,,
Quality - In Ground Conduit Install,,,,,,,,,,,
,Scope,,,Site QA,,,,,,,
,Rows,,,,,,,,,,
,,Terminal,grouping,Terminal,,,,,,,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.01,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.01,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.02,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.02,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.03,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.03,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.04,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.04,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.05,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.05,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.06,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.06,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.07,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.07,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.08,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.08,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.09,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.09,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.10,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.10,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.11,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.11,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.12,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.12,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.13,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.13,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.14,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.14,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.15,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.15,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.16,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.16,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.17,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.17,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.18,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.18,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.19,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.19,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.20,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.20,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.21,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.21,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.22,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.22,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.23,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.23,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.24,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.24,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.25,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.25,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.26,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.26,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.27,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.27,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.28,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.28,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.29,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.29,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.30,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.30,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.31,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.31,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.32,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.32,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.33,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.33,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.34,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.34,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.35,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.35,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.36,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.36,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.37,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.37,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.38,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.38,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.39,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.39,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.40,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.40,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.41,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.41,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.42,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.42,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.43,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.43,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.44,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.44,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.45,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.45,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.46,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.46,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.47,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.47,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.48,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.48,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.49,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.49,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.50,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.50,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.51,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.51,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.52,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.52,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.53,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.53,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.54,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.54,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.55,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.55,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.56,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.56,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.57,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.57,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.58,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.58,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.59,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.59,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.60,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.60,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.61,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.61,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.62,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.62,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.63,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.63,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.64,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.64,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.65,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.65,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.66,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.66,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.67,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.67,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.68,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.68,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.69,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.69,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.70,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.70,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.71,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.71,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.72,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.72,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.73,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.73,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.74,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.74,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.75,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.75,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.76,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.76,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.77,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.77,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.78,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.78,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.79,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.79,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.80,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.80,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.81,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.81,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.82,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.82,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.83,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.83,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.84,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.84,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.85,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.85,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.86,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.86,
,,Landside - Inground HV Conduits - HV INGROUND MAIN LOT - LS1.87,,Site QA,Terminal,Lots - Cable Tray & Conduits,Landside,Inground HV Conduits,HV INGROUND MAIN LOT,LS1.87,
