Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,
,,EL-MSBE-01-201 (PC) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-201 (PC),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSBN-01-201 (PC) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-201 (PC),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSBN-01-201 (PC) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-201 (PC),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSB-01-701 (COOLING) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-701 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSB-01-701 (COOLING) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-701 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-SBD-01-701 (COOLING) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-701 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-SBD-01-701 (COOLING) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-701 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-SBD-01-702 (COOLING) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-702 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-SBD-01-702 (COOLING) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-702 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-SBD-01-703 (COOLING) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-703 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-SBD-01-703 (COOLING) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-703 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSB-01-103 (PW) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSB-01-103 (PW) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSBE-02-103 (PW) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-02-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSBE-02-103 (PW) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-02-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSB-02-103 (PW) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSB-02-103 (PW) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSBN-02-103 (PW) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-02-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSBN-02-103 (PW) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-02-103 (PW),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSB-02-205 (PE) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-205 (PE),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSB-02-205 (PE) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-205 (PE),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSBE-02-205 (PE) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-02-205 (PE),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSBE-02-205 (PE) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-02-205 (PE),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSBN-02-205 (PE) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-02-205 (PE),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSBN-02-205 (PE) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-02-205 (PE),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,EL-MSB-02-801 (CP) - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-801 (CP),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
,,EL-MSB-02-801 (CP) - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-801 (CP),Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),
,,TERS - TER 1 - Main Switchboards,grouping,TERS - TER 1 - Main Switchboards,,,,,,
,,EL-EMSB-02-1001 - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,TERS,TER 1,Main Switchboards,EL-EMSB-02-1001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation)
,,EL-EMSB-02-1001 - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised) - Supply 1,,Testing & Commissioning,TERS,TER 1,Main Switchboards,EL-EMSB-02-1001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised) - Supply 1
,,EL-EMSB-02-1001 - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised) - Supply 2,,Testing & Commissioning,TERS,TER 1,Main Switchboards,EL-EMSB-02-1001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised) - Supply 2
,,TERS - TER 1 - UPS MDBs - Main Switchboards,grouping,TERS - TER 1 - UPS MDBs - Main Switchboards,,,,,,
,,EL-UPSIO-01-1001 - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,TERS,TER 1,UPS MDBs,EL-UPSIO-01-1001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation)
,,EL-UPSIO-01-1001 - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,TERS,TER 1,UPS MDBs,EL-UPSIO-01-1001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised)
,,TERS - TER 2 - Main Switchboards,grouping,TERS - TER 2 - Main Switchboards,,,,,,
,,EL-EMSB-02-2001 - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,TERS,TER 2,Main Switchboards,EL-EMSB-02-2001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation)
,,EL-EMSB-02-2001 - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,TERS,TER 2,Main Switchboards,EL-EMSB-02-2001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised)
,,TERS - TER 2 - UPS MDBs - Main Switchboards,grouping,TERS - TER 2 - UPS MDBs - Main Switchboards,,,,,,
,,EL-UPSIO-02-2001 - WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),,Testing & Commissioning,TERS,TER 2,UPS MDBs,EL-UPSIO-02-2001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation)
,,EL-UPSIO-02-2001 - WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised),,Testing & Commissioning,TERS,TER 2,UPS MDBs,EL-UPSIO-02-2001,Main Switchboards,WSA20-MPX-04000-EL-ITC-31033000 - Component (Energised)
,,Fuel Farm - Main Switchboards,grouping,Fuel Farm - Main Switchboards,,,,,,
,,MSB 1-A - Main Switchboard 1-A (Pre-Energisation),,Testing & Commissioning,Fuel Farm,Main Switchboards,MSB 1-A,Main Switchboard ITC,Main Switchboard 1-A (Pre-Energisation),
,,MSB 1-A - Main Switchboard 1-A (Energised),,Testing & Commissioning,Fuel Farm,Main Switchboards,MSB 1-A,Main Switchboard ITC,Main Switchboard 1-A (Energised),
,,MSB 1-B - Main Switchboard 1-B (Pre-Energisation),,Testing & Commissioning,Fuel Farm,Main Switchboards,MSB 1-B,Main Switchboards ITC,Main Switchboard 1-B (Pre-Energisation),
,,MSB 1-B - Main Switchboard 1-B (Energised),,Testing & Commissioning,Fuel Farm,Main Switchboards,MSB 1-B,Main Switchboards ITC,Main Switchboard 1-B (Energised),
,Columns,,,,,,,,,
,,Physical Checks,,Physical Checks,,,,,,
,,Mechanical Checks,,Mechanical Checks,,,,,,
,,Switch Gear Busbar - Preliminary Checks,,Switch Gear Busbar - Preliminary Checks,,,,,,
,,Switch Gear Busbar - Insulation Resistance (1000V),,Switch Gear Busbar - Insulation Resistance (1000V),,,,,,
,,Current Transformer Checks,,Current Transformer Checks,,,,,,
,,Phase Voltage Reading,,Phase Voltage Reading,,,,,,
,,Phase Rotation,,Phase Rotation,,,,,,
,,,,,,,,,,
Testing & Commissioning - Low Voltage Cables (Mains/Submains),,,,,,,,,,
,Scope,,,Testing & Commissioning,,,,,,
,Rows,,,,,,,,,
,,Terminal - Main Switchboards - EL-MSBE-01-301 (T1),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-301 (T1),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBE-01-301 (T1),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-301 (T1),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBN-01-301 (T1),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-301 (T1),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBE-01-401 (T2),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-401 (T2),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBN-01-401 (T2),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-401 (T2),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSB-01-203 (T3),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-203 (T3),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBE-01-203 (T3),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-203 (T3),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBN-01-203 (T3),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-203 (T3),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSB-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-201 (PC),Low Voltage Cables (Mains/Submains) - Existing Format,,
,,Terminal - Main Switchboards - EL-MSB-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-201 (PC),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBE-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-201 (PC),Low Voltage Cables (Mains/Submains) - Existing Format,,
,,Terminal - Main Switchboards - EL-MSBE-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-201 (PC),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBN-01-201 (PC),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-201 (PC),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSB-01-701 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-701 (COOLING),Low Voltage Cables (Mains/Submains) - Existing Format,,
,,Terminal - Main Switchboards - EL-MSB-01-701 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-701 (COOLING),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-SBD-01-701 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-701 (COOLING),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-SBD-01-702 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-702 (COOLING),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-SBD-01-703 (COOLING),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-703 (COOLING),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSB-01-103 (PW),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-103 (PW),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBE-02-103 (PW),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-02-103 (PW),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSB-02-103 (PW),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-103 (PW),Low Voltage Cables (Mains/Submains) - Existing Format,,
,,Terminal - Main Switchboards - EL-MSBN-02-103 (PW),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-02-103 (PW),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSB-02-205 (PE),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-205 (PE),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBE-02-205 (PE),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-02-205 (PE),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSBN-02-205 (PE),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-02-205 (PE),Low Voltage Cables (Mains/Submains),,
,,Terminal - Main Switchboards - EL-MSB-02-801 (CP),dynamic,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-02-801 (CP),Low Voltage Cables (Mains/Submains),,
,,Terminal - UPS MDBs - EL-UPSIO-01-301 (T),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-01-301 (T),Low Voltage Cables (Mains/Submains),,
,,Terminal - UPS MDBs - EL-UPSIO-01-201 (PC),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-01-201 (PC),Low Voltage Cables (Mains/Submains),,
,,Terminal - UPS MDBs - EL-UPSIO-02-102 (PW),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-02-102 (PW),Low Voltage Cables (Mains/Submains),,
,,Terminal - UPS MDBs - EL-UPSIO-02-203 (PE),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-02-203 (PE),Low Voltage Cables (Mains/Submains),,
,,Terminal - UPS MDBs - EL-UPSIO-02-801 (CP),dynamic,Testing & Commissioning,Terminal,UPS MDBs,EL-UPSIO-02-801 (CP),Low Voltage Cables (Mains/Submains),,
,,TERS - TER 1 - Main Switchboards - EL-EMSB-02-1001,dynamic,Testing & Commissioning,TERS,TER 1,Main Switchboards,EL-EMSB-02-1001,Low Voltage Cables (Mains/Submains),
,,TERS - TER 1 - UPS MDBs - EL-UPSIO-01-1001,dynamic,Testing & Commissioning,TERS,TER 1,UPS MDBs,EL-UPSIO-01-1001,Low Voltage Cables (Mains/Submains),
,,TERS - TER 2 - Main Switchboards - EL-EMSB-02-2001,dynamic,Testing & Commissioning,TERS,TER 2,Main Switchboards,EL-EMSB-02-2001,Low Voltage Cables (Mains/Submains),
,,TERS - TER 2 - UPS MDBs - EL-UPSIO-02-2001,dynamic,Testing & Commissioning,TERS,TER 2,UPS MDBs,EL-UPSIO-02-2001,Low Voltage Cables (Mains/Submains),
,,Fuel Farm - Main Switchboards - MSB 1-A,dynamic,Testing & Commissioning,Fuel Farm,Main Switchboards,MSB 1-A,Low Voltage Cables (Mains/Submains) ITC,,
,,Fuel Farm - Main Switchboards - MSB 1-B,dynamic,Testing & Commissioning,Fuel Farm,Main Switchboards,MSB 1-B,Low Voltage Cables (Mains/Submains) ITC,,
,,Fuel Farm - Distribution Boards - DIS-21001,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-21001,Low Voltage Cables (Mains/Submains) ITC,,
,,Fuel Farm - Distribution Boards - DIS-25001,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-25001,Low Voltage Cables (Mains/Submains) ITC,,
,,Fuel Farm - Distribution Boards - DIS-25002,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-25002,Low Voltage Cables (Mains/Submains) ITC,,
,,Fuel Farm - Distribution Boards - DIS-33001,dynamic,Testing & Commissioning,Fuel Farm,Distribution Boards,DIS-33001,Low Voltage Cables (Mains/Submains) ITC,,
,,Fuel Farm - UPS MDBs - UDB-21003 [FROM MSB-1A & 1B],dynamic,Testing & Commissioning,Fuel Farm,UPS MDBs,UDB-21003 [FROM MSB-1A & 1B],Low Voltage Cables (Mains/Submains) ITC,,
,,Fuel Farm - UPS MDBs - UDB-25001 [FROM MSB-1A & 1B],dynamic,Testing & Commissioning,Fuel Farm,UPS MDBs,UDB-25001 [FROM MSB-1A & 1B],Low Voltage Cables (Mains/Submains) ITC,,
,Columns,,,,,,,,,
,,Pre-requisite Works,,Pre-requisite Works,,,,,,
,,Insulation Resistance,,Insulation Resistance,,,,,,
,,Continuity Testing,,Continuity Testing,,,,,,
,,,,,,,,,,
Testing & Commissioning - Distribution Boards (Pre-Energisation/Energised),,,,,,,,,,
,Scope,,,Testing & Commissioning,,,,,,
,Rows,,,,,,,,,
,,Terminal,grouping,Terminal,,,,,,
,,CDBU - EL-CDBU-01-301,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-301,Distribution Boards,
,,CDBU - EL-CDBU-01-302,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-302,Distribution Boards,
,,CDBU - EL-CDBU-01-401,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-401,Distribution Boards,
,,CDBU - EL-CDBU-01-402,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-402,Distribution Boards,
,,CDBU - EL-CDBU-01-403,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-403,Distribution Boards,
,,CDBU - EL-CDBU-01-404,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-404,Distribution Boards,
,,CDBU - EL-CDBU-01-501,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-501,Distribution Boards,
,,CDBU - EL-CDBU-01-502,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-502,Distribution Boards,
,,CDBU - EL-CDBU-01-503,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-503,Distribution Boards,
,,CDBU - EL-CDBU-01-504,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-504,Distribution Boards,
,,CDBU - EL-CDBU-01-601,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-601,Distribution Boards,
,,CDBU - EL-CDBU-01-602,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-01-602,Distribution Boards,
,,CDBU - EL-CDBU-02-101,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-02-101,Distribution Boards,
,,CDBU - EL-CDBU-02-102,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-02-102,Distribution Boards,
,,CDBU - EL-CDBU-02-103,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-02-103,Distribution Boards,
,,CDBU - EL-CDBU-02-104,,Testing & Commissioning,Terminal,Distribution Boards,CDBU,EL-CDBU-02-104,Distribution Boards,
