type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Fire Damper Drop Test,,,,,,,
section,Details,,,,,,,
checkpoint-no-status,Enter Fire Damper designation,,,,,,,
textbox,Fire Damper designation,,,,,,,
checkpoint,Photo of ceiling access,,,,,,,
checkpoint,Photo of duct access,,,,,,,
checkpoint,Photo of hand touching linkage,,,,,,,
checkpoint,Photo of Fire Damper blades dropped,,,,,,,
