type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Fence Bond ,,,,,,Fence Bond ,fd70e631-bebd-4aab-b6f7-0b2a2f2aa56d
checkpoint,Continuity test from Fence to Bond cable,,,,,,,
textbox,Results:,,,Pass if <0.5Ω,,,,
note,Upload photo of bond connection,,,,,,,
checkpoint,Record location of fence bond,,,,,,,
textbox,GPS coordinates N: E:,,,,,,,
