"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"732aee84-4fa5-452a-8968-20b17b4700cd","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"38305679-ec3c-431c-bd08-23e1e8c2558c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1"
"324be19d-fdfe-40aa-ae1f-45be6db10640","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1"
"43efa462-0b95-4aac-8423-f7d3f9c85dd3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 1","Level 1","Apartment 101"
"b0994155-a9a2-4c27-bb69-986d0ec09f0f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 6","Apartment 605"
"335d6c35-a457-40ca-9603-685fc1d4f098","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 605","Bathroom Floors"
"095e097d-802b-4bd4-83dd-7ffd20227a20","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 605","Laundry Floors"
"00282b46-9a34-436b-8811-e4f3b1a9b37f","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 605","Kitchen Floors"
"174e6ce7-3061-4805-b38c-862e3ca88bb8","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 605","Walls"
"b486a197-70f4-472a-93b7-e6a79e590bb0","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 605","Splashback"
"998c5af0-a541-4539-a2dc-f16d5fc4e290","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 605","Balcony Floor"
"aff3c8d1-9e51-4a86-a836-ac2f97de110b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 6","Apartment 606"
"9d5f68bd-6fb0-445b-8bf6-8dd8a1f5184b","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 606","Bathroom Floors"
"60667ccb-169e-44a4-bb23-0828163a63aa","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 606","Laundry Floors"
"aad730a3-9a26-496e-b52b-15ed53fa083c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 606","Kitchen Floors"
"16d1aa6b-fa33-4087-bb96-cf12eba9e567","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 606","Walls"
"25d8da5e-2391-4743-a90d-acc2f3075030","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 606","Splashback"
"de57eafa-4750-4fa4-89b3-0d4990eb9891","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 606","Balcony Floor"
"6838709f-00ba-4cf9-8737-28f79de2f2cf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 6","Apartment 607"
"dde4d0db-4b3a-4c92-b1ab-03ccd09cb323","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 607","Bathroom Floors"
"a6d00422-b281-4084-b406-fecd02bfc997","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 607","Laundry Floors"
"3dcf695c-9ba3-423e-aa77-c216239220e0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 607","Kitchen Floors"
"349cb8e4-55ca-4a2d-9e26-3d67b678af38","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 607","Walls"
"f6d7c26c-b80f-4c11-b0a0-29d7e99c6839","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 607","Splashback"
"1f0707e1-8d7a-4a7c-9a17-d7c2fd825b3d","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 607","Balcony Floor"
"e7a72819-f03f-414b-bf43-71ca403f9b8a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 6","Apartment 608"
"3ac68116-0e2d-4d9a-98c4-05d7e0710c5a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 608","Bathroom Floors"
"a2e5098c-aae7-469d-a1c5-c74c8a7c002c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 608","Laundry Floors"
"30bd29ca-c650-4e92-ba16-82012a248ba6","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 608","Kitchen Floors"
"fbfd7aa6-4e10-4177-a33f-21a152ab7690","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 608","Walls"
"4561180b-7b53-4d03-b1a3-64b73e382457","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 608","Splashback"
"2dcfe360-9438-4df3-90d6-d7e73debbc8c","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 608","Balcony Floor"
"d03a0e8e-a24d-4b15-90ec-23de53311667","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 6","Apartment 609"
"8b97fe47-62ac-4169-86f5-ebd62774c858","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 609","Bathroom Floors"
"b669e9eb-c698-45b4-aaad-7d8e2cb5b98d","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 609","Laundry Floors"
"79d7c046-5b60-4bb1-b242-0025d851c5dd","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 609","Kitchen Floors"
"d3c7f07e-ec84-4a15-bbc8-6248646fbfbb","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 609","Walls"
"4868a04e-f6a0-4ffd-b033-d2aa08b6e873","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 609","Splashback"
"8171ad1a-80bc-4de9-bc4d-30223a8535e3","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 609","Balcony Floor"
"7ac97819-745d-4079-ba85-67fd54029906","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 6","Apartment 610"
"71edbd32-b5f3-4a02-aeb7-50df89a50bb7","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 610","Bathroom Floors"
"89a69dc9-a80e-4bba-be17-d56a861429c0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 610","Laundry Floors"
"68cf3d6f-1e7c-49c0-ba07-711f8a67e2d1","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 610","Kitchen Floors"
"f3dab373-a95f-4fdd-a4a9-19609d6bd857","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 610","Walls"
"144984af-d81e-47c0-b814-4721b4114d2c","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 610","Splashback"
"436cc3d4-7afd-43e4-af69-858eebbe3f67","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 6","Apartment 610","Balcony Floor"
"5eea87f6-db00-4d3f-aa9f-6c9fe518293b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7"
"f6772846-29a6-4b6b-b08a-b10659361dd1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 701"
"4ba21a88-6832-4504-8eb3-738479d92d5a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 701","Bathroom Floors"
"e18c664b-bba8-4303-a388-176393506bf6","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 701","Laundry Floors"
"8eedbfa8-9864-4097-8985-3aec346a21f8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 701","Kitchen Floors"
"8b0bad79-3829-4e1f-a166-02453050bee7","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 701","Walls"
"01155a23-c096-4172-84cb-98e7128ef28c","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 701","Splashback"
"7559526f-c5c8-4562-8b17-8b75e1a5cfd7","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 701","Balcony Floor"
"d3bf4889-029f-4932-9da6-16efe4c18568","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 702"
"8d9d0ec1-7800-4b44-acd1-c1272f150d72","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 702","Bathroom Floors"
"b72cc330-0f7e-4438-bc3f-1694182ef6cc","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 702","Laundry Floors"
"665adbd1-bedc-4f78-b176-e1d393f6ae10","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 702","Kitchen Floors"
"474affa4-8aba-4c27-8775-49ac6e7e1172","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 702","Walls"
"7abc3636-a3a2-45da-85a0-589ef7c7caba","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 702","Splashback"
"ca65cff7-abb1-4a30-884a-7b9cbb932482","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 702","Balcony Floor"
"bea44cb5-b5e2-4992-8bc8-5b59ecc518e3","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 703"
"c5d98d3c-818b-4e8f-92ce-6dddd462fda0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 703","Bathroom Floors"
"4116495b-f960-438f-a0e4-825c707eb46e","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 703","Laundry Floors"
"5b2086e1-ce65-4aae-9197-efb0bc8ab997","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 703","Kitchen Floors"
"68fcc4a1-6698-4dc9-99d6-b3ec12b0e78e","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 703","Walls"
"3ede760a-66b2-4eb2-b2ac-bc00e6cf8483","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 703","Splashback"
"df82d449-cb4f-4960-9023-3ed2ff035a80","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 703","Balcony Floor"
"1fb58826-813f-482e-b93f-f3cddf255333","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 704"
"d322967e-9031-468b-bd35-70930cce0ca9","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 704","Bathroom Floors"
"ba986b6c-9de4-4abf-a991-bd497520d549","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 704","Laundry Floors"
"65395adb-0c70-44a0-b27b-7b50218f6b22","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 704","Kitchen Floors"
"0bd03c45-bff9-473a-95ab-4badb93fd084","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 704","Walls"
"604626d0-5623-4a3f-b539-274270ade1e7","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 704","Splashback"
"d9c9ae53-4806-4d1e-8126-0cf5acdb1943","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 704","Balcony Floor"
"508267fc-7101-4c33-8efc-ebdf196d912b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 705"
"70c73c56-d57e-4f95-93d4-b554dc46c472","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 705","Bathroom Floors"
"36480d93-802f-4e73-a309-4d6df1eca273","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 705","Laundry Floors"
"14ed265e-b9e3-46e9-868f-6b608e574404","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 705","Kitchen Floors"
"6f932a8d-694c-417d-93ac-913a54b7b015","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 705","Walls"
"ddf56159-2490-4e9f-b077-aaf3ca91b040","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 705","Splashback"
"2e9e060a-550d-450f-95ad-5ab1fa59364b","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 705","Balcony Floor"
"4686864a-748f-4ccc-bc07-b70c08bfb14b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 706"
"6a9e10e0-325c-42e0-b14b-4053a16f3277","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 706","Bathroom Floors"
"a97ea221-4b59-4d79-bc3b-e85a0e05fc81","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 706","Laundry Floors"
"eb0200f5-d015-4f87-bf5d-eac56da84a81","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 706","Kitchen Floors"
"1deae8df-e574-4f22-9acb-91bca1d5cbe1","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 706","Walls"
"cf1b1cbc-eea7-4c7b-bb4b-5a7fe94376f4","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 706","Splashback"
"252d8ac0-ac69-45bf-be07-e5b65b94a822","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 706","Balcony Floor"
"41082f1e-e5dd-4dff-aabe-b753225b3f7f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 707"
"087fa30c-495c-4c0c-a794-4b4e4b14732a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 707","Bathroom Floors"
"9b7ecb0f-51e0-4960-a03f-ec56b1adeb23","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 707","Laundry Floors"
"cf9480c8-3baf-49a5-a9cd-39135205e44e","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 707","Kitchen Floors"
"dced24fa-66b0-493e-9709-0e3c517d0400","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 707","Walls"
"49257b86-d165-4adf-aea5-92c637a39af7","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 707","Splashback"
"9cbecf3e-f860-4e03-ae2f-670c0de06109","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 707","Balcony Floor"
"8314b21f-991f-4fe9-8cb0-827d211acec8","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 708"
"895441e8-6ba4-415d-a3e7-0f929cbca8d8","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 708","Bathroom Floors"
"826127dc-45e1-4020-aa91-701af1774ecb","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 708","Laundry Floors"
"d9b4d032-f481-4547-ae17-ebe3b5d62b04","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 708","Kitchen Floors"
"cbe1de62-5fe7-4e29-be70-24bf0ed9ecef","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 708","Walls"
"0518e744-1fe3-4221-bb7c-52292c2bc9be","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 708","Splashback"
"70238ec3-3b53-4a11-b61e-0e5f1f289499","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 708","Balcony Floor"
"aa110eb0-b1c8-4cc9-8081-38ba52da1113","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 709"
"e4bcbd52-10b2-4afb-a6c1-193fc2605601","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 709","Bathroom Floors"
"3a073586-acbd-4386-9d8c-20c9d07ebe52","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 709","Laundry Floors"
"cf335e1c-3441-432f-80ac-461bea75295c","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 709","Kitchen Floors"
"379649f6-abe6-4536-9c82-721d5636cbf8","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 709","Walls"
"49cf611d-13a3-42e0-a2b1-f4be33fc509e","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 709","Splashback"
"7b4c7135-51c2-47ce-8344-cc7de79c7b0e","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 709","Balcony Floor"
"f1b03e0a-84ec-4f9b-bec6-5afd30edc7ed","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 7","Apartment 710"
"c64b72e2-93c3-478d-b572-1bb69a79935a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 710","Bathroom Floors"
"893b0592-5eb2-4894-80d0-3cbfabeb2eff","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 710","Laundry Floors"
"014ee8f5-460e-4a29-a3e8-f3be350d79c7","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 710","Kitchen Floors"
"6f304087-ebd4-405f-b940-541e0e5081d0","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 710","Walls"
"537b186e-8b2b-4c86-acd4-300737c231e9","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 710","Splashback"
"62c91a6e-a163-4fd5-9805-c300a0b0facd","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 7","Apartment 710","Balcony Floor"
"874269a4-7e85-4b75-949c-1a28b780e99e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 8"
"47f1d133-55da-4ab6-a9be-dabd6cd06944","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 8","Apartment 801"
"57961d2a-7c35-4823-9737-e3df043907a3","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 801","Bathroom Floors"
"897677aa-1341-4d2b-9593-86d120754737","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 801","Laundry Floors"
"8c9354db-b754-40d3-93e9-c4178ae72115","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 801","Kitchen Floors"
"39e4fd07-816f-4979-8472-b6a0744b16aa","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 801","Walls"
"e9ae849f-605c-4bf1-92a8-0d925ea533e3","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 801","Splashback"
"c16f2e7f-d172-4cbc-aaa0-f0efcc87c4ac","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 801","Balcony Floor"
"f602ba6c-658c-4f6a-af02-7149ae9ab03d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 8","Apartment 802"
"2f5c955e-6baf-4c36-a2a6-aba71d9c597e","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 802","Bathroom Floors"
"b66dbab2-0c8e-4552-af5e-dbbbabf5213a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 802","Laundry Floors"
"8a5f325c-ae0a-46a6-b957-bdadf6e81d3f","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 802","Kitchen Floors"
"50450f6a-09a0-4101-a245-ef68976c6071","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 802","Walls"
"98065e4b-a8f2-4fd6-b781-1a1aa5d4c749","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 802","Splashback"
"f8b71f21-0134-4cbf-b372-1ccc61e3f020","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 802","Balcony Floor"
"5df791b1-2f99-4002-bc08-aeb84d533af9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 8","Apartment 803"
"398125fa-1781-4fee-8e50-e1051f350008","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 803","Bathroom Floors"
"dd0a0cee-fa36-410b-b2b0-618e19bbd9f0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 803","Laundry Floors"
"5cd3c2d8-ef8a-412e-bf14-6c9acffb58c5","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 803","Kitchen Floors"
"b3bc91c0-4d4e-4c9f-aee8-de6f65efe75b","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 803","Walls"
"99b49c16-311e-46a9-9de6-950e7b85300d","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 803","Splashback"
"5734c009-992c-4350-b3f9-5b3146232733","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 803","Balcony Floor"
"3a55f22d-39c3-4ad4-a14a-f00abf024e0a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 8","Apartment 804"
"b0af0d4c-fc20-4b0a-b232-703a8f55cd74","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 804","Bathroom Floors"
"7bab9283-1eed-4872-85ac-f7dfbfb28bc0","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 804","Laundry Floors"
"e04bb9e5-0afd-4b66-8a16-018dc3f68ee7","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 804","Kitchen Floors"
"18e34f55-f2bc-46d1-96b7-be8d7ee31530","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 804","Walls"
"5ccaf7cc-f081-450e-89f9-ecb024fe8f14","","checklist-flat","not-started","Splashback Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 804","Splashback"
"dba44ee3-0bb8-4200-9e8b-cb8ed122af6d","","checklist-flat","not-started","Balcony Floor checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 804","Balcony Floor"
"a6b2f781-e1cf-48aa-9e33-089398ec86b2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Tower 6","Level 8","Apartment 805"
"25eb18a6-c295-430f-a016-154474de4f40","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 805","Bathroom Floors"
"f07d150b-e359-447d-9984-e05b3ecc8f6a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 805","Laundry Floors"
"8ec700f2-eb5f-4cdc-8cde-952a0246a11a","","checklist-flat","not-started","Floor Checklist","checklist-flat","FALSE","FALSE","Site QA","Tower 6","Level 8","Apartment 805","Kitchen Floors"
